ShipmentID,OrderDate,Warehouse,Carrier,ProductCategory,Units,ShippingCost,DistanceMiles,PromisedDays,ActualDays,LateFlag
SH809356,2025-04-30,New Jersey,NorthStar,Office,411,1176.52,1049,2,4,True
SH809357,2025-01-24,Dallas,FastShip,Health,308,763.2,310,3,7,True
SH809358,2025-04-01,LA,BlueFreight,Home,308,567.18,406,3,6,True
SH809359,2025-07-29,Dallas,BlueFreight,Home,88,772.29,1450,5,5,False
SH809360,2025-05-11,LA,BlueFreight,Health,287,408.65,2487,3,6,True
SH809361,2025-06-03,LA,NorthStar,Health,301,945.76,1572,10,13,True
SH809362,2025-01-09,Atlanta,NorthStar,Health,274,779.71,1122,3,7,True
SH809363,2025-08-25,New Jersey,NorthStar,Apparel,350,1206.18,2337,5,6,True
SH809364,2025-08-16,LA,NorthStar,Home,456,564.18,2098,2,2,False
SH809365,2025-05-18,Dallas,FastShip,Apparel,215,863.74,681,10,14,True
SH809366,2025-01-30,New Jersey,NorthStar,Electronics,243,1150.76,2217,5,9,True
SH809367,2025-03-26,New Jersey,RoadRunner,Office,235,1206.21,2614,2,3,True
SH809368,2025-09-12,New Jersey,BlueFreight,Electronics,210,1348.57,96,10,10,False
SH809369,2025-07-03,Chicago,BlueFreight,Apparel,306,27.57,2850,5,5,False
SH809370,2025-08-28,LA,NorthStar,Health,76,203.3,1196,7,8,True
SH809371,2025-09-10,LA,FastShip,Electronics,322,1083.67,945,5,8,True
SH809372,2025-02-12,Dallas,FastShip,Home,382,1247.12,599,2,3,True
SH809373,2025-11-20,New Jersey,BlueFreight,Apparel,41,615.35,1237,2,2,False
SH809374,2025-11-18,LA,FastShip,Home,232,305.66,309,10,12,True
SH809375,2025-06-12,LA,FastShip,Health,334,895.07,1663,10,13,True
SH809376,2025-01-18,LA,FastShip,Electronics,254,528.82,1131,10,9,False
SH809377,2025-02-07,Atlanta,FastShip,Electronics,353,1085.89,1151,3,3,False
SH809378,2025-10-27,New Jersey,NorthStar,Health,4,939.25,2683,7,7,False
SH809379,2025-05-20,Dallas,NorthStar,Electronics,432,1380.18,1347,7,11,True
SH809380,2025-11-29,Dallas,NorthStar,Apparel,15,1409.3,2091,5,5,False
SH809381,2025-08-11,LA,NorthStar,Health,151,1179.15,120,7,6,False
SH809382,2025-09-18,Atlanta,RoadRunner,Electronics,7,604.34,1035,3,4,True
SH809383,2025-11-18,Chicago,NorthStar,Home,491,1488.6,1960,5,7,True
SH809384,2025-09-06,New Jersey,RoadRunner,Home,401,728.86,1060,10,10,False
SH809385,2025-08-09,Chicago,FastShip,Office,248,1295.61,80,5,4,False
SH809386,2025-01-16,Dallas,FastShip,Home,4,250.35,1287,3,6,True
SH809387,2025-05-20,LA,FastShip,Health,440,312.11,2273,3,7,True
SH809388,2025-07-15,Dallas,FastShip,Home,330,1237.74,2238,2,2,False
SH809389,2025-04-14,New Jersey,BlueFreight,Apparel,210,299.19,1960,2,6,True
SH809390,2025-05-15,Dallas,NorthStar,Office,390,563.68,67,7,11,True
SH809391,2025-07-05,Chicago,RoadRunner,Health,96,884.51,330,3,5,True
SH809392,2025-02-13,Chicago,NorthStar,Apparel,19,1496.11,1064,3,3,False
SH809393,2025-08-29,New Jersey,FastShip,Office,34,457.95,1198,10,13,True
SH809394,2025-06-26,LA,BlueFreight,Electronics,257,1111.14,2647,5,7,True
SH809395,2025-03-13,Atlanta,RoadRunner,Office,449,1228.45,2181,3,7,True
SH809396,2025-10-16,Dallas,BlueFreight,Home,396,784.62,1253,7,11,True
SH809397,2025-02-01,Dallas,FastShip,Health,441,617.59,100,5,4,False
SH809398,2025-06-11,Dallas,FastShip,Health,120,986.82,623,2,2,False
SH809399,2025-03-15,Atlanta,BlueFreight,Home,279,721.01,15,3,6,True
SH809400,2025-04-02,New Jersey,BlueFreight,Apparel,190,362.3,416,5,6,True
SH809401,2025-05-31,Atlanta,RoadRunner,Health,271,1314.35,260,3,5,True
SH809402,2025-03-02,Atlanta,FastShip,Office,404,82.14,632,10,9,False
SH809403,2025-12-20,Chicago,NorthStar,Office,231,450.36,2153,5,7,True
SH809404,2025-01-31,Dallas,RoadRunner,Apparel,279,84.89,2747,5,6,True
SH809405,2025-12-28,New Jersey,BlueFreight,Apparel,86,1415.74,1155,5,9,True
SH809406,2025-08-07,New Jersey,FastShip,Office,171,1123.77,1576,7,11,True
SH809407,2025-08-14,Atlanta,NorthStar,Office,418,1486.54,716,5,8,True
SH809408,2025-10-16,Chicago,FastShip,Apparel,194,90.96,2602,5,7,True
SH809409,2025-12-09,LA,NorthStar,Health,404,1055.17,811,10,14,True
SH809410,2025-03-03,Dallas,NorthStar,Apparel,257,432.1,1352,10,9,False
SH809411,2025-04-18,New Jersey,FastShip,Electronics,32,1306.55,1091,5,6,True
SH809412,2025-05-06,Dallas,NorthStar,Office,470,251.49,2266,5,8,True
SH809413,2025-04-25,New Jersey,FastShip,Health,209,573.29,186,5,4,False
SH809414,2025-11-16,New Jersey,NorthStar,Electronics,251,661.59,1924,2,1,False
SH809415,2025-09-11,Dallas,NorthStar,Electronics,227,664.14,1416,5,4,False
SH809416,2025-07-18,Dallas,BlueFreight,Office,459,504.54,2313,5,8,True
SH809417,2025-05-18,Chicago,FastShip,Health,213,1147.04,1102,5,9,True
SH809418,2025-01-19,Dallas,FastShip,Electronics,211,557.95,2977,5,6,True
SH809419,2025-04-18,LA,FastShip,Office,254,634.76,1520,7,11,True
SH809420,2025-09-19,Atlanta,NorthStar,Office,497,381.28,1336,2,1,False
SH809421,2025-02-21,LA,NorthStar,Electronics,292,629.44,1605,3,5,True
SH809422,2025-09-11,Atlanta,RoadRunner,Office,293,751.32,11,7,11,True
SH809423,2025-10-24,Chicago,NorthStar,Apparel,399,670.77,1268,2,5,True
SH809424,2025-05-26,Dallas,FastShip,Office,211,753.13,1881,7,11,True
SH809425,2025-08-06,Chicago,RoadRunner,Office,274,504.62,1249,7,6,False
SH809426,2025-03-27,Atlanta,FastShip,Home,37,516.17,1571,5,7,True
SH809427,2025-12-21,Chicago,NorthStar,Health,490,45.05,2409,10,10,False
SH809428,2025-07-16,LA,BlueFreight,Health,351,899.97,909,5,8,True
SH809429,2025-10-06,Chicago,FastShip,Home,229,1363.89,2244,2,1,False
SH809430,2025-06-15,Atlanta,BlueFreight,Home,424,450.57,1655,3,5,True
SH809431,2025-08-26,LA,FastShip,Office,250,1237.0,1541,5,7,True
SH809432,2025-02-22,Chicago,FastShip,Electronics,183,1182.48,2865,10,12,True
SH809433,2025-05-14,New Jersey,BlueFreight,Apparel,55,842.9,2313,3,2,False
SH809434,2025-11-27,LA,NorthStar,Office,186,334.44,862,10,10,False
SH809435,2025-09-17,New Jersey,FastShip,Apparel,307,834.29,2560,3,3,False
SH809436,2025-01-01,LA,BlueFreight,Health,441,449.38,1925,5,8,True
SH809437,2025-04-12,New Jersey,RoadRunner,Office,410,840.69,1862,2,3,True
SH809438,2025-12-08,Chicago,FastShip,Home,281,1345.19,2848,5,8,True
SH809439,2025-08-30,Dallas,NorthStar,Home,416,742.14,806,7,8,True
SH809440,2025-03-10,Dallas,BlueFreight,Apparel,226,1120.18,2926,10,10,False
SH809441,2025-05-01,Atlanta,FastShip,Apparel,174,163.84,361,3,5,True
SH809442,2025-02-24,Dallas,NorthStar,Home,290,643.51,1749,5,9,True
SH809443,2025-09-14,LA,NorthStar,Apparel,397,687.88,1195,10,9,False
SH809444,2025-12-26,LA,BlueFreight,Electronics,217,1251.69,1000,2,5,True
SH809445,2025-08-13,New Jersey,RoadRunner,Health,183,1052.9,1718,5,4,False
SH809446,2025-06-28,Chicago,BlueFreight,Apparel,106,885.07,2609,5,7,True
SH809447,2025-07-08,Dallas,FastShip,Apparel,96,7.87,805,10,12,True
SH809448,2025-05-20,LA,RoadRunner,Electronics,315,1177.45,249,2,6,True
SH809449,2025-08-08,Dallas,BlueFreight,Apparel,3,1447.74,1251,5,5,False
SH809450,2025-09-29,Atlanta,NorthStar,Health,280,1212.79,2134,2,5,True
SH809451,2025-11-05,Chicago,FastShip,Office,127,906.37,696,7,9,True
SH809452,2025-08-07,LA,RoadRunner,Office,479,719.16,2868,3,4,True
SH809453,2025-03-18,Atlanta,BlueFreight,Apparel,484,1451.77,2435,10,12,True
SH809454,2025-10-03,Chicago,BlueFreight,Health,258,1084.54,87,10,9,False
SH809455,2025-11-09,Chicago,RoadRunner,Home,152,676.32,2495,3,3,False
SH809456,2025-05-10,Chicago,RoadRunner,Office,45,1358.48,1030,5,7,True
SH809457,2025-09-08,LA,BlueFreight,Home,397,1171.45,2610,10,10,False
SH809458,2025-03-30,Atlanta,RoadRunner,Office,29,502.18,472,3,5,True
SH809459,2025-07-26,Dallas,FastShip,Health,331,957.53,750,10,11,True
SH809460,2025-07-16,Dallas,BlueFreight,Electronics,189,1446.32,2739,2,6,True
SH809461,2025-05-28,Chicago,NorthStar,Apparel,219,1089.29,1363,10,13,True
SH809462,2025-05-31,LA,NorthStar,Health,119,1269.0,1614,2,2,False
SH809463,2025-09-14,Atlanta,BlueFreight,Health,38,211.09,1540,7,7,False
SH809464,2025-09-22,LA,FastShip,Health,89,493.42,1564,2,5,True
SH809465,2025-03-30,Chicago,RoadRunner,Electronics,445,380.8,70,7,9,True
SH809466,2025-07-09,Atlanta,RoadRunner,Health,197,1097.76,1070,7,9,True
SH809467,2025-01-24,New Jersey,BlueFreight,Home,361,908.87,87,10,11,True
SH809468,2025-10-17,Atlanta,RoadRunner,Home,75,889.23,820,3,6,True
SH809469,2025-04-16,LA,NorthStar,Electronics,109,636.4,1605,5,8,True
SH809470,2025-01-20,LA,FastShip,Office,138,1112.26,2231,10,14,True
SH809471,2025-10-03,LA,NorthStar,Home,407,1473.42,1392,10,14,True
SH809472,2025-05-19,Atlanta,NorthStar,Home,6,182.06,566,2,3,True
SH809473,2025-09-15,LA,RoadRunner,Office,227,942.96,2452,7,9,True
SH809474,2025-03-07,Chicago,BlueFreight,Home,4,125.69,2049,3,5,True
SH809475,2025-09-03,Atlanta,BlueFreight,Office,346,1408.63,1280,2,5,True
SH809476,2025-07-13,LA,NorthStar,Apparel,222,640.27,1629,5,8,True
SH809477,2025-10-12,LA,NorthStar,Electronics,199,686.72,1953,10,13,True
SH809478,2025-08-12,Atlanta,BlueFreight,Health,475,1354.48,2929,2,2,False
SH809479,2025-09-14,Atlanta,RoadRunner,Office,272,1154.99,685,10,13,True
SH809480,2025-05-03,Chicago,RoadRunner,Home,82,130.89,613,10,11,True
SH809481,2025-06-20,New Jersey,FastShip,Electronics,106,1237.68,2183,10,10,False
SH809482,2025-07-22,New Jersey,FastShip,Apparel,428,195.84,111,5,5,False
SH809483,2025-11-04,Chicago,BlueFreight,Home,415,171.21,1983,10,14,True
SH809484,2025-11-04,New Jersey,RoadRunner,Health,414,1047.6,1814,10,12,True
SH809485,2025-01-02,LA,RoadRunner,Home,419,777.29,2868,10,10,False
SH809486,2025-04-05,Atlanta,BlueFreight,Home,396,258.54,1691,5,8,True
SH809487,2025-08-29,Chicago,FastShip,Home,221,290.33,2685,7,7,False
SH809488,2025-07-25,Atlanta,BlueFreight,Home,310,778.93,106,5,5,False
SH809489,2025-01-21,LA,NorthStar,Home,408,547.37,2908,5,8,True
SH809490,2025-04-16,Dallas,RoadRunner,Electronics,398,183.03,1957,5,5,False
SH809491,2025-05-30,Chicago,NorthStar,Home,104,1045.6,2626,3,7,True
SH809492,2025-05-09,Atlanta,FastShip,Electronics,170,680.91,1987,10,9,False
SH809493,2025-02-05,New Jersey,RoadRunner,Electronics,49,35.08,1026,3,3,False
SH809494,2025-09-13,New Jersey,NorthStar,Apparel,9,858.85,644,5,7,True
SH809495,2025-06-27,Chicago,NorthStar,Health,442,974.83,1169,3,4,True
SH809496,2025-07-05,New Jersey,BlueFreight,Electronics,119,1478.46,552,10,12,True
SH809497,2025-10-22,New Jersey,FastShip,Apparel,470,1276.11,2857,2,3,True
SH809498,2025-08-24,Atlanta,RoadRunner,Apparel,52,328.9,2045,3,3,False
SH809499,2025-11-03,Atlanta,RoadRunner,Electronics,302,1090.56,2596,5,4,False
SH809500,2025-05-16,Dallas,NorthStar,Office,185,192.13,218,2,2,False
SH809501,2025-05-09,Dallas,NorthStar,Office,146,1206.69,1569,5,6,True
SH809502,2025-07-04,Atlanta,NorthStar,Electronics,313,1105.81,971,7,9,True
SH809503,2025-11-26,New Jersey,BlueFreight,Apparel,86,1229.89,496,5,6,True
SH809504,2025-08-10,Dallas,RoadRunner,Apparel,488,1316.72,2379,10,9,False
SH809505,2025-07-09,LA,RoadRunner,Office,210,1193.94,2219,3,4,True
SH809506,2025-11-17,New Jersey,NorthStar,Home,162,264.65,2319,2,3,True
SH809507,2025-05-09,Dallas,FastShip,Electronics,481,1007.95,2074,2,2,False
SH809508,2025-10-13,Dallas,RoadRunner,Electronics,37,857.4,1871,2,6,True
SH809509,2025-09-26,New Jersey,BlueFreight,Office,344,789.2,1420,7,6,False
SH809510,2025-08-23,New Jersey,FastShip,Apparel,205,1321.44,185,10,11,True
SH809511,2025-09-18,Atlanta,RoadRunner,Electronics,316,669.97,1923,7,11,True
SH809512,2025-10-18,New Jersey,FastShip,Home,183,319.43,886,2,5,True
SH809513,2025-08-02,Atlanta,NorthStar,Electronics,342,1049.91,2900,10,10,False
SH809514,2025-06-23,Dallas,RoadRunner,Health,391,569.09,845,10,9,False
SH809515,2025-06-17,Chicago,RoadRunner,Health,318,1267.61,1656,3,2,False
SH809516,2025-09-24,LA,FastShip,Health,347,109.02,1103,5,5,False
SH809517,2025-04-05,LA,BlueFreight,Apparel,165,1252.26,220,10,10,False
SH809518,2025-01-18,Chicago,NorthStar,Office,465,123.25,2792,10,14,True
SH809519,2025-02-23,Dallas,NorthStar,Home,338,914.64,2280,7,10,True
SH809520,2025-08-15,Dallas,RoadRunner,Electronics,221,530.08,1570,2,3,True
SH809521,2025-07-12,Dallas,BlueFreight,Health,2,1071.87,2133,5,8,True
SH809522,2025-10-11,Chicago,FastShip,Electronics,472,489.19,1489,10,13,True
SH809523,2025-12-13,LA,BlueFreight,Home,16,790.21,2401,7,6,False
SH809524,2025-09-21,Dallas,BlueFreight,Electronics,305,739.76,2400,7,10,True
SH809525,2025-10-19,Atlanta,NorthStar,Health,18,384.68,2811,10,14,True
SH809526,2025-01-26,LA,RoadRunner,Apparel,149,885.27,2209,2,4,True
SH809527,2025-11-14,Chicago,RoadRunner,Electronics,8,1061.12,76,10,12,True
SH809528,2025-05-26,LA,NorthStar,Apparel,498,1361.02,2076,3,5,True
SH809529,2025-04-10,LA,NorthStar,Electronics,475,572.47,854,3,5,True
SH809530,2025-01-04,Chicago,RoadRunner,Electronics,452,686.99,1660,10,9,False
SH809531,2025-02-12,Dallas,BlueFreight,Apparel,233,1131.1,1653,10,13,True
SH809532,2025-01-01,Atlanta,BlueFreight,Office,196,1076.17,262,3,4,True
SH809533,2025-05-20,LA,NorthStar,Office,235,490.1,866,3,4,True
SH809534,2025-10-12,Atlanta,RoadRunner,Office,86,1347.54,544,10,9,False
SH809535,2025-12-16,LA,NorthStar,Home,43,1390.09,913,10,11,True
SH809536,2025-01-01,Dallas,BlueFreight,Apparel,424,510.4,1971,7,9,True
SH809537,2025-04-02,Dallas,NorthStar,Office,256,176.0,2056,3,6,True
SH809538,2025-08-27,Dallas,BlueFreight,Electronics,124,346.33,1616,7,8,True
SH809539,2025-10-15,Atlanta,NorthStar,Office,271,1172.16,2896,10,10,False
SH809540,2025-06-16,New Jersey,FastShip,Office,208,1170.94,2768,10,14,True
SH809541,2025-01-23,Dallas,NorthStar,Home,287,360.79,1994,7,8,True
SH809542,2025-05-06,Dallas,BlueFreight,Electronics,8,185.98,2658,5,8,True
SH809543,2025-01-06,New Jersey,RoadRunner,Office,258,404.02,1904,5,9,True
SH809544,2025-09-13,Chicago,FastShip,Office,33,1132.52,2742,10,12,True
SH809545,2025-02-02,New Jersey,FastShip,Home,336,1383.05,2052,5,5,False
SH809546,2025-09-22,LA,FastShip,Home,85,800.93,840,2,1,False
SH809547,2025-07-17,Chicago,FastShip,Home,118,848.76,2064,5,6,True
SH809548,2025-11-24,New Jersey,NorthStar,Health,48,739.01,224,7,7,False
SH809549,2025-06-20,Dallas,FastShip,Health,21,1099.89,1394,7,9,True
SH809550,2025-11-12,LA,NorthStar,Home,306,46.49,2472,5,7,True
SH809551,2025-01-09,New Jersey,NorthStar,Home,380,284.27,369,10,9,False
SH809552,2025-07-29,LA,BlueFreight,Health,251,444.97,1816,7,8,True
SH809553,2025-09-07,Chicago,RoadRunner,Electronics,36,508.35,2147,3,3,False
SH809554,2025-11-11,Atlanta,NorthStar,Home,428,1304.16,1078,2,4,True
SH809555,2025-01-19,Atlanta,BlueFreight,Office,316,255.23,1398,5,9,True
SH809556,2025-09-28,Chicago,RoadRunner,Apparel,214,719.96,2138,7,10,True
SH809557,2025-08-18,New Jersey,RoadRunner,Office,481,316.99,1976,5,4,False
SH809558,2025-07-31,Atlanta,FastShip,Home,225,926.51,206,7,6,False
SH809559,2025-06-27,LA,FastShip,Health,360,849.1,1421,10,10,False
SH809560,2025-01-07,Dallas,BlueFreight,Health,185,118.96,608,7,9,True
SH809561,2025-11-22,New Jersey,FastShip,Home,246,1120.15,1467,2,2,False
SH809562,2025-10-21,Chicago,FastShip,Health,126,179.5,1843,7,7,False
SH809563,2025-02-10,New Jersey,NorthStar,Health,315,1236.9,1712,10,11,True
SH809564,2025-05-20,Chicago,FastShip,Home,379,605.98,2895,2,3,True
SH809565,2025-12-28,Atlanta,RoadRunner,Electronics,179,129.91,940,5,9,True
SH809566,2025-12-11,Dallas,FastShip,Electronics,297,1011.53,2695,10,9,False
SH809567,2025-10-04,LA,RoadRunner,Apparel,363,163.24,2589,5,8,True
SH809568,2025-11-08,Chicago,RoadRunner,Electronics,318,53.66,447,5,7,True
SH809569,2025-10-13,LA,NorthStar,Office,154,475.11,2094,5,6,True
SH809570,2025-10-15,New Jersey,RoadRunner,Office,353,1215.33,2140,2,5,True
SH809571,2025-01-14,Chicago,NorthStar,Office,408,960.87,946,3,2,False
SH809572,2025-01-10,LA,FastShip,Apparel,408,656.79,2631,3,6,True
SH809573,2025-06-24,LA,NorthStar,Electronics,340,393.85,2519,2,3,True
SH809574,2025-07-02,LA,NorthStar,Home,196,1085.04,2613,5,9,True
SH809575,2025-10-28,New Jersey,RoadRunner,Home,168,621.89,2827,2,4,True
SH809576,2025-10-01,Atlanta,NorthStar,Apparel,488,1072.89,666,10,12,True
SH809577,2025-08-02,New Jersey,BlueFreight,Office,365,775.56,1526,3,5,True
SH809578,2025-07-01,Dallas,RoadRunner,Office,251,1055.36,1924,2,4,True
SH809579,2025-09-05,Dallas,BlueFreight,Health,468,966.72,1008,2,2,False
SH809580,2025-06-14,New Jersey,FastShip,Apparel,363,365.74,1777,2,5,True
SH809581,2025-08-05,LA,NorthStar,Apparel,329,1320.76,1145,5,7,True
SH809582,2025-05-27,Dallas,NorthStar,Office,256,851.96,1767,7,11,True
SH809583,2025-09-22,New Jersey,RoadRunner,Apparel,118,917.44,1444,5,4,False
SH809584,2025-11-09,Atlanta,RoadRunner,Electronics,426,1094.12,2730,2,4,True
SH809585,2025-09-12,Dallas,FastShip,Office,496,276.88,1488,2,3,True
SH809586,2025-09-15,Chicago,NorthStar,Home,396,747.87,278,10,12,True
SH809587,2025-04-07,Atlanta,RoadRunner,Electronics,150,191.54,549,5,4,False
SH809588,2025-03-09,Atlanta,NorthStar,Apparel,272,1316.27,2260,3,5,True
SH809589,2025-03-22,Chicago,RoadRunner,Office,452,395.04,44,2,6,True
SH809590,2025-10-29,Chicago,RoadRunner,Home,211,1478.03,2129,7,6,False
SH809591,2025-04-12,Dallas,FastShip,Apparel,458,1245.72,375,5,9,True
SH809592,2025-06-03,Chicago,BlueFreight,Office,167,1023.82,1278,2,3,True
SH809593,2025-04-04,New Jersey,RoadRunner,Office,67,581.14,1021,3,5,True
SH809594,2025-07-15,New Jersey,FastShip,Health,230,245.15,1582,10,13,True
SH809595,2025-07-09,Chicago,BlueFreight,Health,340,1034.51,529,7,10,True
SH809596,2025-06-17,Dallas,BlueFreight,Apparel,212,946.08,599,7,7,False
SH809597,2025-12-09,LA,BlueFreight,Health,187,836.58,209,5,8,True
SH809598,2025-07-11,Chicago,BlueFreight,Apparel,352,1273.33,1955,3,7,True
SH809599,2025-01-11,New Jersey,NorthStar,Electronics,499,11.31,2031,3,5,True
SH809600,2025-10-12,Atlanta,BlueFreight,Electronics,129,794.53,499,2,1,False
SH809601,2025-05-26,New Jersey,NorthStar,Home,398,965.47,763,2,6,True
SH809602,2025-04-07,LA,RoadRunner,Office,79,1056.55,2672,7,10,True
SH809603,2025-06-03,Dallas,RoadRunner,Electronics,273,1349.06,1870,2,3,True
SH809604,2025-03-24,LA,BlueFreight,Apparel,201,937.34,296,10,12,True
SH809605,2025-08-01,New Jersey,BlueFreight,Home,303,647.62,2305,7,11,True
SH809606,2025-07-31,LA,RoadRunner,Electronics,499,876.74,702,2,2,False
SH809607,2025-08-27,Dallas,FastShip,Health,486,881.57,45,5,5,False
SH809608,2025-03-28,Atlanta,RoadRunner,Health,285,1249.2,1688,3,4,True
SH809609,2025-07-21,Chicago,RoadRunner,Office,271,157.81,1387,3,3,False
SH809610,2025-04-15,Dallas,RoadRunner,Home,404,366.46,2880,10,9,False
SH809611,2025-10-19,Chicago,NorthStar,Home,178,141.71,2805,2,6,True
SH809612,2025-06-26,Dallas,BlueFreight,Home,336,1121.56,1403,5,4,False
SH809613,2025-07-07,New Jersey,RoadRunner,Office,37,893.95,749,10,14,True
SH809614,2025-10-26,Chicago,BlueFreight,Office,239,149.81,276,7,6,False
SH809615,2025-11-12,Atlanta,NorthStar,Apparel,73,672.98,1513,3,3,False
SH809616,2025-03-09,Dallas,RoadRunner,Apparel,68,677.85,566,10,9,False
SH809617,2025-12-16,Chicago,NorthStar,Health,12,1481.28,2132,7,10,True
SH809618,2025-11-18,Dallas,BlueFreight,Apparel,186,413.77,755,7,8,True
SH809619,2025-08-18,Atlanta,RoadRunner,Home,26,292.37,2817,2,1,False
SH809620,2025-06-12,Dallas,NorthStar,Electronics,246,1358.67,1295,2,5,True
SH809621,2025-10-27,LA,FastShip,Apparel,367,14.6,1923,5,7,True
SH809622,2025-03-24,New Jersey,FastShip,Apparel,219,979.07,1024,10,9,False
SH809623,2025-05-27,Atlanta,BlueFreight,Office,172,1426.11,890,3,5,True
SH809624,2025-11-09,Dallas,RoadRunner,Office,222,1214.27,2229,7,9,True
SH809625,2025-11-21,Chicago,RoadRunner,Electronics,219,574.46,1545,5,8,True
SH809626,2025-09-08,Dallas,BlueFreight,Health,454,1408.6,1853,10,13,True
SH809627,2025-06-11,Chicago,FastShip,Office,7,134.77,2207,7,8,True
SH809628,2025-04-07,Chicago,FastShip,Electronics,303,380.51,2146,2,4,True
SH809629,2025-10-20,New Jersey,FastShip,Home,378,856.31,229,2,5,True
SH809630,2025-12-17,LA,FastShip,Health,213,529.77,1973,7,11,True
SH809631,2025-12-01,New Jersey,NorthStar,Home,444,1008.87,1206,5,6,True
SH809632,2025-10-26,Dallas,RoadRunner,Office,422,135.48,1203,5,4,False
SH809633,2025-04-17,LA,BlueFreight,Home,194,483.28,2563,2,1,False
SH809634,2025-04-15,New Jersey,NorthStar,Health,495,676.15,1054,7,6,False
SH809635,2025-05-21,Chicago,NorthStar,Health,443,845.73,1245,2,6,True
SH809636,2025-01-08,Chicago,BlueFreight,Electronics,96,1283.02,1926,2,3,True
SH809637,2025-10-02,New Jersey,NorthStar,Office,67,1385.54,826,7,9,True
SH809638,2025-02-06,Dallas,RoadRunner,Office,285,822.44,1702,7,8,True
SH809639,2025-03-13,Dallas,BlueFreight,Apparel,25,1449.54,613,7,10,True
SH809640,2025-06-23,Chicago,FastShip,Apparel,364,714.95,2741,2,3,True
SH809641,2025-08-27,Dallas,FastShip,Office,342,1057.16,2288,7,7,False
SH809642,2025-02-19,New Jersey,RoadRunner,Health,317,877.34,2622,10,10,False
SH809643,2025-12-04,LA,NorthStar,Apparel,128,1418.33,724,10,11,True
SH809644,2025-03-04,New Jersey,FastShip,Electronics,367,517.94,627,3,5,True
SH809645,2025-05-08,Dallas,BlueFreight,Home,156,1142.4,1472,5,4,False
SH809646,2025-07-24,New Jersey,NorthStar,Electronics,383,503.6,158,10,11,True
SH809647,2025-11-14,LA,NorthStar,Apparel,269,843.65,925,10,12,True
SH809648,2025-03-15,New Jersey,RoadRunner,Electronics,434,1200.06,227,2,3,True
SH809649,2025-01-28,New Jersey,NorthStar,Health,394,161.91,1783,7,6,False
SH809650,2025-10-30,New Jersey,RoadRunner,Health,17,1410.3,2067,5,9,True
SH809651,2025-04-01,New Jersey,NorthStar,Office,139,28.24,2383,3,6,True
SH809652,2025-09-10,Dallas,NorthStar,Office,181,411.98,223,5,8,True
SH809653,2025-03-12,Chicago,RoadRunner,Office,409,721.58,2521,3,3,False
SH809654,2025-04-23,LA,FastShip,Home,463,903.91,1796,10,12,True
SH809655,2025-08-07,Atlanta,FastShip,Apparel,125,73.18,2726,5,6,True
SH809656,2025-03-18,Atlanta,FastShip,Apparel,41,1276.16,1444,10,9,False
SH809657,2025-01-18,Chicago,RoadRunner,Home,270,1371.79,160,10,10,False
SH809658,2025-02-25,New Jersey,FastShip,Home,478,969.91,2133,10,11,True
SH809659,2025-08-26,Chicago,BlueFreight,Home,499,720.04,830,2,4,True
SH809660,2025-11-10,LA,FastShip,Health,217,9.44,207,5,7,True
SH809661,2025-08-04,LA,NorthStar,Office,406,774.15,1681,3,5,True
SH809662,2025-01-20,New Jersey,FastShip,Home,161,1053.78,938,5,4,False
SH809663,2025-12-22,Atlanta,BlueFreight,Health,10,408.04,1867,7,8,True
SH809664,2025-02-27,LA,BlueFreight,Apparel,39,201.16,2997,10,12,True
SH809665,2025-09-20,Dallas,BlueFreight,Health,282,173.95,554,10,12,True
SH809666,2025-11-14,LA,NorthStar,Electronics,436,136.35,1242,3,6,True
SH809667,2025-05-26,LA,FastShip,Health,454,1232.42,2430,10,14,True
SH809668,2025-03-04,Atlanta,FastShip,Health,179,671.01,952,5,5,False
SH809669,2025-01-13,New Jersey,FastShip,Office,485,80.05,58,2,2,False
SH809670,2025-01-15,Atlanta,FastShip,Apparel,31,321.31,1325,7,6,False
SH809671,2025-12-28,Atlanta,NorthStar,Home,167,336.71,180,3,7,True
SH809672,2025-08-15,Dallas,RoadRunner,Office,247,560.4,1306,10,10,False
SH809673,2025-08-29,Dallas,BlueFreight,Home,462,432.49,905,5,7,True
SH809674,2025-12-03,Atlanta,NorthStar,Electronics,153,706.27,1789,2,6,True
SH809675,2025-04-23,Chicago,FastShip,Health,180,590.67,2904,2,3,True
SH809676,2025-11-21,Dallas,FastShip,Electronics,333,1244.48,1215,2,6,True
SH809677,2025-11-21,New Jersey,RoadRunner,Health,415,960.37,1378,5,5,False
SH809678,2025-01-22,Dallas,RoadRunner,Office,411,837.92,1588,2,4,True
SH809679,2025-08-22,Chicago,FastShip,Health,381,461.51,382,10,12,True
SH809680,2025-10-18,Dallas,NorthStar,Apparel,303,1026.77,720,7,11,True
SH809681,2025-05-29,Chicago,FastShip,Electronics,44,534.9,2085,7,6,False
SH809682,2025-11-27,Chicago,RoadRunner,Electronics,167,437.78,868,3,5,True
SH809683,2025-02-25,LA,FastShip,Office,117,927.28,1639,3,3,False
SH809684,2025-11-06,Atlanta,RoadRunner,Apparel,363,446.31,523,10,14,True
SH809685,2025-03-08,Atlanta,RoadRunner,Home,434,828.7,2640,10,11,True
SH809686,2025-05-23,Dallas,NorthStar,Apparel,215,549.12,2702,10,11,True
SH809687,2025-03-28,Atlanta,FastShip,Electronics,6,932.27,1487,5,6,True
