LoanID,ApplicantAge,AnnualIncome,LoanAmount,CreditScore,DebtToIncome,EmploymentLengthYears,LoanPurpose,DefaultFlag
L408249,46,64920.21,46872.03,677,0.266,19,Medical,False
L408250,37,64973.56,41934.99,795,0.488,31,Debt Consolidation,False
L408251,67,36220.31,15302.22,690,0.443,19,Education,False
L408252,57,97214.16,46996.95,567,0.391,7,Education,False
L408253,44,52895.4,41935.05,596,0.19,7,Debt Consolidation,False
L408254,29,87880.82,51164.4,539,0.394,4,Debt Consolidation,False
L408255,33,63722.63,50454.68,529,0.111,15,Auto,False
L408256,42,65245.82,20475.97,818,0.493,31,Medical,True
L408257,32,104093.21,33998.57,792,0.611,15,Debt Consolidation,False
L408258,35,23960.16,45481.22,841,0.228,5,Home Improvement,False
L408259,66,18000.0,22309.21,658,0.304,28,Small Business,False
L408260,58,49459.03,58983.72,790,0.221,26,Education,False
L408261,34,68815.17,36950.42,620,0.294,12,Education,False
L408262,50,64103.21,52594.23,786,0.272,12,Small Business,False
L408263,49,47679.95,39103.66,819,0.638,11,Home Improvement,False
L408264,67,125547.33,4561.84,672,0.063,17,Small Business,False
L408265,58,112147.7,45617.43,639,0.458,34,Medical,False
L408266,62,18000.0,14966.26,649,0.512,23,Auto,True
L408267,29,50461.46,47065.67,731,0.147,19,Education,False
L408268,43,84342.5,15511.99,640,0.368,23,Auto,False
L408269,22,82413.88,7723.04,538,0.246,25,Small Business,False
L408270,57,46108.89,42262.1,624,0.177,25,Debt Consolidation,False
L408271,74,114398.13,24841.88,659,0.276,22,Debt Consolidation,False
L408272,58,42757.25,2029.42,627,0.139,11,Debt Consolidation,False
L408273,64,71100.85,54510.34,557,0.513,21,Debt Consolidation,True
L408274,27,69535.57,33918.16,669,0.059,13,Auto,False
L408275,72,79771.84,36155.13,849,0.508,18,Home Improvement,False
L408276,60,53581.32,23365.29,775,0.097,23,Small Business,False
L408277,51,87517.17,22116.02,777,0.316,7,Debt Consolidation,False
L408278,42,45212.29,10024.27,758,0.207,34,Education,False
L408279,33,82664.1,5939.18,621,0.433,9,Small Business,False
L408280,67,53611.62,31554.63,683,0.629,23,Debt Consolidation,False
L408281,49,116569.85,39997.28,824,0.172,31,Debt Consolidation,False
L408282,72,64102.84,34432.53,803,0.44,25,Home Improvement,False
L408283,62,77524.31,59039.96,835,0.346,21,Small Business,False
L408284,67,106763.24,43878.13,743,0.518,24,Debt Consolidation,False
L408285,53,78762.84,51717.21,636,0.38,25,Education,False
L408286,47,97701.31,2624.57,734,0.333,22,Education,False
L408287,46,33435.21,4950.96,710,0.539,33,Small Business,False
L408288,24,89677.36,7879.4,644,0.623,5,Debt Consolidation,False
L408289,51,65594.51,39669.33,659,0.62,8,Debt Consolidation,True
L408290,44,99417.62,54766.58,692,0.115,18,Home Improvement,False
L408291,33,87449.74,12924.4,790,0.597,34,Debt Consolidation,False
L408292,57,88780.03,52277.83,761,0.432,2,Auto,False
L408293,41,94478.2,13513.93,529,0.612,10,Auto,False
L408294,24,104896.42,40920.98,740,0.478,16,Medical,False
L408295,45,18000.0,4068.49,532,0.168,8,Auto,False
L408296,34,47160.81,20376.06,644,0.497,17,Medical,False
L408297,62,71431.75,31457.97,839,0.136,5,Education,True
L408298,36,34408.99,35280.45,570,0.337,33,Medical,True
L408299,49,64362.81,20084.18,703,0.148,25,Debt Consolidation,False
L408300,68,78350.98,27683.9,720,0.477,10,Auto,True
L408301,45,122618.5,6029.5,641,0.28,20,Debt Consolidation,False
L408302,61,95187.53,23811.21,827,0.646,6,Small Business,False
L408303,72,95122.68,22398.5,681,0.479,33,Debt Consolidation,False
L408304,23,73735.44,2883.64,772,0.617,25,Debt Consolidation,False
L408305,32,18000.0,33274.91,783,0.64,7,Medical,False
L408306,54,48879.38,57875.96,669,0.553,33,Medical,True
L408307,64,19848.35,32579.46,580,0.442,11,Auto,False
L408308,27,90041.92,3661.73,562,0.415,22,Small Business,True
L408309,21,75251.8,5075.4,672,0.364,6,Debt Consolidation,False
L408310,53,78769.63,46943.66,630,0.21,33,Medical,True
L408311,42,88117.82,37474.21,787,0.507,12,Small Business,False
L408312,23,57114.07,38260.75,573,0.229,34,Small Business,False
L408313,31,30350.41,50329.64,661,0.239,13,Small Business,False
L408314,66,58112.03,9626.89,554,0.467,34,Debt Consolidation,True
L408315,46,86626.14,59493.85,780,0.38,0,Small Business,True
L408316,41,18000.0,38347.31,569,0.536,1,Education,False
L408317,47,78401.57,58881.62,734,0.292,10,Home Improvement,False
L408318,56,33545.46,34567.76,538,0.418,33,Home Improvement,False
L408319,42,90928.95,49627.35,632,0.204,29,Education,False
L408320,34,31170.77,33295.28,773,0.48,2,Home Improvement,False
L408321,23,97118.17,15077.25,830,0.35,4,Education,False
L408322,73,27297.71,54807.93,801,0.062,3,Education,False
L408323,33,41634.75,29670.11,709,0.522,26,Small Business,False
L408324,68,93673.45,19261.17,742,0.149,28,Small Business,False
L408325,35,66380.46,52208.88,724,0.201,4,Small Business,False
L408326,61,18000.0,26883.89,710,0.513,25,Small Business,False
L408327,46,94624.03,19490.95,562,0.185,24,Auto,True
L408328,35,18000.0,46313.8,683,0.249,6,Auto,False
L408329,43,66310.68,22286.07,650,0.226,5,Auto,False
L408330,57,138369.6,22494.35,659,0.156,15,Auto,False
L408331,31,74606.47,52239.52,637,0.218,25,Home Improvement,False
L408332,68,60849.63,44663.5,588,0.211,22,Small Business,True
L408333,53,69691.1,14157.6,554,0.593,7,Auto,True
L408334,35,37050.0,6609.57,644,0.388,14,Medical,False
L408335,46,77521.96,26309.34,608,0.132,0,Small Business,False
L408336,60,141398.4,30148.62,754,0.544,17,Auto,True
L408337,32,58389.28,13847.88,710,0.345,14,Education,False
L408338,64,46042.01,59854.74,774,0.421,13,Small Business,False
L408339,25,87170.1,17905.47,801,0.224,4,Debt Consolidation,False
L408340,62,95827.36,9590.47,745,0.387,11,Education,False
L408341,27,75322.29,7909.88,839,0.439,2,Debt Consolidation,False
L408342,63,62108.02,7763.39,848,0.257,3,Auto,False
L408343,24,89761.72,19383.87,815,0.566,23,Debt Consolidation,False
L408344,63,25076.25,10920.22,811,0.535,22,Small Business,False
L408345,23,56368.34,40033.83,638,0.497,20,Medical,False
L408346,48,18000.0,39106.43,649,0.143,32,Debt Consolidation,False
L408347,26,68559.14,7497.46,790,0.267,25,Education,False
L408348,29,65167.27,49884.27,544,0.062,32,Education,False
L408349,39,105631.96,45804.53,798,0.287,2,Debt Consolidation,False
L408350,70,44674.46,25007.76,631,0.286,10,Small Business,False
L408351,49,105231.45,21934.55,840,0.155,8,Debt Consolidation,False
L408352,32,65293.43,12343.21,709,0.398,26,Medical,False
L408353,46,92463.09,27142.72,811,0.221,21,Education,False
L408354,24,96695.71,28126.8,802,0.641,34,Small Business,False
L408355,69,73532.61,24606.86,556,0.226,28,Home Improvement,False
L408356,65,80785.57,10026.7,557,0.249,26,Home Improvement,False
L408357,69,53581.34,8196.63,810,0.127,14,Medical,False
L408358,30,110358.09,51061.09,828,0.492,29,Education,False
L408359,30,158223.28,9816.5,523,0.408,16,Education,False
L408360,26,25339.75,51928.56,600,0.208,20,Small Business,True
L408361,67,74183.6,38483.07,687,0.239,11,Education,False
L408362,53,62762.4,40905.34,781,0.171,15,Home Improvement,False
L408363,51,86289.48,23254.31,754,0.165,25,Debt Consolidation,False
L408364,51,20414.91,9720.83,715,0.202,0,Small Business,False
L408365,60,38234.75,26333.85,710,0.575,2,Education,False
L408366,70,127233.22,37386.07,670,0.06,26,Education,False
L408367,63,118862.22,30327.24,659,0.129,30,Education,False
L408368,34,20752.59,53206.55,557,0.132,22,Small Business,False
L408369,42,135080.98,8045.8,794,0.43,32,Medical,False
L408370,74,48209.76,44029.83,690,0.58,25,Debt Consolidation,True
L408371,43,98788.98,32599.81,685,0.228,10,Small Business,False
L408372,63,68520.83,36350.08,730,0.295,20,Home Improvement,False
L408373,61,80395.96,11500.21,785,0.151,26,Debt Consolidation,False
L408374,73,77045.33,39371.31,757,0.184,1,Medical,False
L408375,65,102991.96,31866.08,543,0.33,16,Small Business,True
L408376,53,56327.47,58407.82,657,0.575,18,Debt Consolidation,False
L408377,44,132512.72,37465.8,572,0.533,13,Auto,False
L408378,22,108358.78,31994.99,547,0.417,0,Debt Consolidation,False
L408379,34,61539.79,12680.21,720,0.382,6,Small Business,False
L408380,45,74456.24,10348.63,726,0.439,29,Debt Consolidation,False
L408381,57,77063.83,28366.08,709,0.296,34,Small Business,False
L408382,72,60179.98,42299.69,779,0.28,22,Auto,False
L408383,63,62420.26,8125.07,578,0.387,26,Education,False
L408384,30,98889.08,53834.75,743,0.084,27,Small Business,False
L408385,62,92102.72,51207.2,812,0.593,29,Auto,False
L408386,70,55963.69,1832.49,830,0.396,25,Small Business,False
L408387,42,75362.61,47459.17,561,0.39,18,Auto,False
L408388,34,40872.28,55961.76,536,0.304,27,Small Business,True
L408389,30,127562.0,37395.83,575,0.574,18,Medical,False
L408390,27,97375.69,41193.85,837,0.104,2,Medical,False
L408391,48,70010.72,11807.05,770,0.369,29,Education,False
L408392,71,78287.95,32219.52,816,0.244,28,Auto,False
L408393,36,98642.67,27363.64,633,0.185,14,Medical,False
L408394,23,55443.08,19111.36,747,0.546,5,Education,False
L408395,38,72156.11,29519.66,652,0.502,34,Home Improvement,False
L408396,23,94893.33,2270.18,614,0.457,31,Auto,False
L408397,57,33790.76,15268.58,848,0.151,24,Debt Consolidation,False
L408398,26,89918.01,21058.25,621,0.478,19,Education,False
L408399,38,152164.93,11843.89,665,0.253,19,Medical,False
L408400,61,19416.82,10126.93,547,0.428,1,Home Improvement,False
L408401,64,101363.13,33123.2,552,0.368,30,Medical,False
L408402,21,32977.16,56910.09,849,0.221,0,Education,False
L408403,42,27925.58,32719.36,824,0.297,7,Home Improvement,False
L408404,38,59506.95,45092.19,780,0.293,2,Education,False
L408405,30,89039.93,21386.23,709,0.357,1,Small Business,False
L408406,34,90218.71,58669.47,760,0.539,7,Small Business,True
L408407,45,68297.08,21952.09,600,0.342,14,Education,False
L408408,64,37823.46,56484.1,532,0.615,28,Small Business,True
L408409,39,67475.04,52127.51,548,0.318,5,Education,False
L408410,38,18000.0,50503.28,669,0.539,2,Education,True
L408411,38,98971.92,57468.23,662,0.307,4,Education,False
L408412,69,59485.6,52318.6,688,0.398,31,Home Improvement,False
L408413,31,107431.05,55927.05,826,0.232,1,Home Improvement,False
L408414,61,40883.05,30164.36,541,0.619,10,Debt Consolidation,False
L408415,33,89219.03,14624.65,685,0.313,30,Education,False
L408416,64,18000.0,39870.42,566,0.197,25,Medical,True
L408417,61,115168.7,28100.3,674,0.394,15,Education,False
L408418,34,86102.35,6068.2,569,0.454,31,Small Business,True
L408419,62,60410.19,52581.45,667,0.499,10,Debt Consolidation,False
L408420,30,58036.42,1003.3,597,0.115,18,Auto,False
L408421,43,61928.56,19468.62,608,0.137,31,Auto,True
L408422,40,71941.72,2742.41,766,0.21,28,Small Business,False
L408423,36,21001.37,23521.91,665,0.368,9,Medical,False
L408424,52,61416.88,6990.73,641,0.285,6,Auto,False
L408425,54,62070.3,45077.53,570,0.642,0,Debt Consolidation,False
L408426,67,104570.45,41569.96,817,0.607,5,Medical,False
L408427,56,55332.6,2333.93,806,0.126,24,Auto,False
L408428,39,39025.67,10225.8,842,0.071,1,Medical,False
L408429,50,69811.58,9319.69,605,0.526,5,Small Business,True
L408430,46,90706.1,47666.67,637,0.504,27,Education,False
L408431,61,75017.18,36002.96,628,0.491,30,Education,False
L408432,56,73869.93,30104.75,600,0.527,9,Auto,True
L408433,43,73483.83,53581.53,731,0.534,27,Medical,False
L408434,48,66887.19,16308.21,664,0.307,4,Home Improvement,False
L408435,56,54082.01,17676.57,670,0.25,3,Education,False
L408436,46,46861.34,47969.67,628,0.607,1,Home Improvement,True
L408437,48,72878.86,3388.92,800,0.548,30,Education,False
L408438,39,82394.34,42234.58,550,0.103,17,Small Business,False
L408439,38,74102.43,33156.42,528,0.263,7,Medical,False
L408440,62,18000.0,28472.72,536,0.052,4,Small Business,False
L408441,28,101733.59,3357.41,615,0.242,0,Home Improvement,False
L408442,37,28032.68,11202.54,805,0.472,16,Home Improvement,False
L408443,31,29740.53,21008.9,661,0.202,6,Debt Consolidation,False
L408444,31,38502.62,38702.68,647,0.12,28,Small Business,False
L408445,47,58277.19,13272.63,676,0.141,8,Auto,False
L408446,30,68393.69,59985.43,640,0.127,27,Education,False
L408447,31,103276.86,55861.15,846,0.237,13,Debt Consolidation,False
L408448,69,103762.71,46339.95,751,0.415,24,Education,False
L408449,72,18000.0,41768.72,617,0.053,8,Education,True
L408450,45,18000.0,46305.02,820,0.525,10,Education,False
L408451,40,106298.02,43505.91,801,0.073,22,Medical,False
L408452,51,66333.07,28959.01,666,0.581,11,Auto,False
L408453,29,39087.28,7160.43,571,0.585,13,Debt Consolidation,True
L408454,35,90645.61,11228.58,616,0.297,32,Education,True
L408455,71,108005.67,51368.63,753,0.294,15,Small Business,False
L408456,23,85318.76,54830.7,715,0.271,24,Education,False
L408457,66,47251.97,27276.05,778,0.301,23,Home Improvement,False
L408458,69,18000.0,43153.71,618,0.202,19,Debt Consolidation,False
L408459,34,88616.86,46657.65,589,0.421,19,Small Business,False
L408460,48,67989.39,35678.97,553,0.534,31,Small Business,False
L408461,57,45138.21,6043.19,557,0.18,8,Medical,True
L408462,31,21861.26,3041.25,681,0.337,32,Medical,False
L408463,59,79133.43,13327.61,701,0.545,30,Small Business,False
L408464,70,54358.43,17217.21,665,0.282,9,Auto,False
L408465,47,77282.94,11717.37,743,0.29,1,Education,False
L408466,67,101140.45,27387.79,651,0.431,7,Home Improvement,False
L408467,52,50211.67,35031.3,821,0.287,19,Medical,False
L408468,22,139796.94,10351.4,704,0.506,29,Auto,False
L408469,66,68437.93,40033.13,723,0.53,13,Small Business,False
L408470,47,96111.02,47497.25,761,0.196,14,Home Improvement,False
L408471,47,55084.37,58377.52,647,0.528,27,Small Business,False
L408472,34,90672.26,47320.85,799,0.21,30,Debt Consolidation,False
L408473,45,43126.24,43246.99,820,0.368,34,Medical,False
L408474,46,92977.26,7486.25,629,0.537,2,Medical,False
L408475,60,151683.7,43955.14,673,0.593,20,Small Business,False
L408476,52,37193.82,41495.41,582,0.398,13,Home Improvement,False
L408477,71,18000.0,25515.72,577,0.113,14,Auto,True
L408478,35,52466.06,58534.53,554,0.421,4,Home Improvement,False
L408479,70,81504.09,15234.71,837,0.464,17,Home Improvement,False
L408480,59,74875.97,48567.85,665,0.552,15,Small Business,False
L408481,54,58495.79,38048.25,672,0.057,17,Home Improvement,False
L408482,56,106379.43,20036.5,592,0.368,28,Debt Consolidation,False
L408483,50,57507.62,54338.93,636,0.312,25,Home Improvement,False
L408484,25,100173.43,17636.78,802,0.508,5,Auto,True
L408485,54,59913.62,8069.43,799,0.206,0,Home Improvement,False
L408486,34,43298.36,55766.44,566,0.621,9,Home Improvement,True
L408487,24,75787.7,22997.32,837,0.362,28,Medical,False
L408488,41,77443.44,15670.79,778,0.203,33,Debt Consolidation,False
L408489,69,131679.76,17222.33,616,0.189,17,Debt Consolidation,True
L408490,24,85708.47,9015.86,830,0.392,0,Home Improvement,False
L408491,22,80909.76,45997.52,601,0.226,17,Debt Consolidation,False
L408492,40,75696.11,17395.13,828,0.235,25,Medical,False
L408493,24,53991.68,1781.16,722,0.572,29,Medical,False
L408494,23,64191.36,59833.64,757,0.201,3,Education,False
L408495,23,55217.82,42668.74,717,0.109,1,Education,False
L408496,62,76247.24,3058.76,827,0.148,33,Medical,False
L408497,60,22844.13,57998.55,782,0.538,32,Auto,False
L408498,32,18000.0,53826.73,622,0.421,27,Auto,False
L408499,36,47852.35,35247.62,831,0.581,2,Debt Consolidation,False
L408500,60,44245.77,32266.61,751,0.645,9,Small Business,False
L408501,43,81285.73,26112.51,524,0.503,14,Debt Consolidation,False
L408502,40,53603.37,39295.88,746,0.294,28,Home Improvement,False
L408503,34,88791.54,5386.34,617,0.302,32,Medical,True
L408504,46,51307.68,55402.16,576,0.17,19,Small Business,False
L408505,70,142097.66,1918.39,555,0.487,31,Debt Consolidation,True
L408506,33,63225.54,4079.5,618,0.055,17,Small Business,False
L408507,74,84347.93,51136.61,627,0.642,11,Debt Consolidation,False
L408508,33,51120.84,40790.5,717,0.642,24,Medical,False
L408509,44,58043.69,26730.06,601,0.427,2,Debt Consolidation,False
L408510,49,85249.04,14173.03,781,0.396,16,Small Business,False
L408511,65,71856.69,33337.37,754,0.22,21,Medical,False
L408512,61,95192.7,42083.04,594,0.374,17,Small Business,False
L408513,34,104442.47,10077.51,790,0.308,25,Education,False
L408514,61,137838.49,50148.81,669,0.067,14,Debt Consolidation,False
L408515,56,94929.67,5331.34,745,0.499,31,Medical,False
L408516,23,73144.15,49132.28,546,0.104,23,Home Improvement,False
L408517,28,58834.81,38624.8,734,0.151,1,Education,False
L408518,42,49502.72,14602.49,623,0.285,6,Auto,False
L408519,67,58778.32,23318.02,779,0.535,10,Auto,False
L408520,64,78877.75,36648.16,568,0.636,6,Medical,True
L408521,44,109301.0,15879.2,674,0.439,27,Education,False
L408522,39,83734.96,20617.94,725,0.468,0,Education,False
L408523,60,62836.52,45453.49,567,0.233,27,Home Improvement,False
L408524,23,33588.89,4013.04,643,0.064,13,Small Business,False
L408525,55,46825.62,41440.09,660,0.273,20,Medical,False
L408526,55,78873.43,21692.52,787,0.62,6,Auto,False
L408527,63,89836.31,15803.01,625,0.222,2,Education,False
L408528,73,102214.95,18384.63,729,0.622,34,Auto,False
L408529,41,102181.65,53775.56,544,0.474,20,Education,True
L408530,71,39645.5,51815.25,653,0.073,18,Medical,False
L408531,53,49723.8,30838.56,762,0.514,28,Small Business,False
L408532,39,99269.01,14497.59,610,0.307,10,Medical,True
L408533,54,105281.98,53366.92,705,0.098,0,Education,False
L408534,28,71672.89,15265.2,554,0.612,15,Education,True
L408535,31,123195.45,29634.01,714,0.573,7,Education,True
L408536,37,108661.9,29646.25,522,0.574,1,Auto,True
L408537,31,93589.91,36838.82,661,0.514,29,Debt Consolidation,False
L408538,65,83079.71,38860.84,787,0.444,27,Small Business,False
L408539,59,18000.0,41438.2,727,0.457,8,Medical,True
L408540,65,42135.64,45475.44,611,0.493,32,Small Business,True
L408541,33,68988.23,19000.93,724,0.334,2,Debt Consolidation,False
L408542,23,123695.89,50446.39,807,0.45,2,Small Business,False
L408543,54,114419.33,36497.27,612,0.191,25,Medical,False
L408544,43,49487.68,58839.39,578,0.062,8,Auto,False
L408545,72,103110.67,33791.08,562,0.456,27,Home Improvement,False
L408546,31,43427.97,49015.82,541,0.421,21,Medical,False
L408547,35,18000.0,6993.56,668,0.324,13,Small Business,False
L408548,40,133728.66,3330.98,800,0.609,16,Debt Consolidation,False
L408549,68,18000.0,12240.43,754,0.455,25,Debt Consolidation,False
L408550,73,18000.0,15491.93,835,0.172,33,Medical,False
L408551,49,79868.3,51083.87,720,0.121,20,Education,False
L408552,33,61827.32,16544.48,740,0.347,23,Education,False
L408553,52,83162.95,8594.61,741,0.332,8,Auto,False
L408554,23,131367.02,6378.55,620,0.16,8,Small Business,False
L408555,35,103014.92,7307.25,689,0.197,14,Medical,False
L408556,42,89653.97,39870.44,676,0.644,13,Debt Consolidation,True
L408557,70,44030.67,22906.0,639,0.119,21,Home Improvement,False
L408558,25,55960.69,12107.23,798,0.63,32,Debt Consolidation,False
L408559,59,90521.3,3073.27,563,0.136,29,Small Business,False
L408560,35,58145.84,56846.15,575,0.463,30,Home Improvement,True
L408561,59,97607.3,9279.7,801,0.401,8,Auto,False
L408562,44,79142.59,32960.87,535,0.061,9,Small Business,False
L408563,67,65703.48,32520.08,558,0.401,4,Auto,False
L408564,26,107912.63,25114.95,707,0.357,27,Small Business,False
L408565,26,64194.82,37784.12,612,0.571,30,Small Business,True
L408566,53,28247.14,21313.41,765,0.356,11,Auto,False
L408567,26,111719.16,8234.09,549,0.302,33,Medical,False
L408568,70,72218.34,18688.34,798,0.201,30,Debt Consolidation,False
L408569,25,64806.76,58705.33,714,0.072,1,Home Improvement,False
L408570,37,68014.78,41469.52,543,0.272,21,Medical,False
L408571,68,53739.04,19479.59,844,0.259,33,Education,False
L408572,47,155726.0,10338.91,522,0.468,0,Education,False
L408573,69,30493.34,39089.4,597,0.255,25,Education,False
L408574,61,83526.93,22384.44,555,0.053,6,Medical,True
L408575,44,78606.39,15140.9,693,0.339,32,Debt Consolidation,False
L408576,67,97723.32,26925.87,737,0.374,34,Medical,False
L408577,56,60621.76,17004.1,825,0.375,0,Home Improvement,True
L408578,56,111664.82,19170.5,563,0.136,25,Medical,False
L408579,66,61337.17,16440.79,722,0.342,32,Medical,False
L408580,28,56225.39,37972.18,741,0.079,15,Education,False
L408581,40,74727.99,50665.09,549,0.425,6,Medical,False
L408582,42,83145.24,34164.76,562,0.411,25,Small Business,False
L408583,35,107023.03,50634.88,822,0.439,2,Debt Consolidation,False
L408584,37,30590.3,39341.02,726,0.223,34,Medical,False
L408585,73,101468.14,35482.11,639,0.23,30,Auto,False
L408586,21,103588.93,57794.28,785,0.122,34,Debt Consolidation,False
L408587,31,95525.45,47031.44,836,0.365,27,Auto,False
L408588,50,69977.34,12165.69,683,0.137,24,Medical,False
L408589,48,56492.16,35869.01,568,0.458,15,Auto,True
L408590,69,88002.29,8118.68,664,0.158,2,Auto,False
L408591,52,79506.63,1138.32,819,0.611,29,Auto,False
L408592,73,24636.54,25891.44,546,0.056,13,Education,False
L408593,41,101216.77,16785.91,829,0.111,30,Debt Consolidation,False
L408594,73,50405.0,55413.17,544,0.11,8,Education,False
L408595,47,51523.32,53161.91,758,0.396,0,Small Business,False
L408596,26,106380.28,39931.06,727,0.113,11,Small Business,False
L408597,64,77565.94,2712.94,754,0.54,2,Medical,True
L408598,31,66955.26,7378.25,726,0.286,26,Auto,False
L408599,59,60344.48,16149.92,826,0.351,20,Debt Consolidation,False
L408600,69,64485.63,39301.82,788,0.175,6,Debt Consolidation,False
L408601,63,71227.89,33186.29,654,0.624,1,Small Business,True
L408602,36,124903.37,6007.53,567,0.561,0,Debt Consolidation,True
L408603,36,18000.0,43657.78,803,0.09,22,Small Business,False
L408604,26,152583.81,3608.28,706,0.261,23,Auto,False
L408605,35,147055.53,43456.6,739,0.077,12,Home Improvement,False
L408606,51,60501.45,56788.77,645,0.464,30,Small Business,False
L408607,34,78078.97,23096.83,629,0.096,17,Home Improvement,False
L408608,66,78000.02,49859.74,685,0.056,21,Medical,False
L408609,49,106288.79,58996.69,526,0.294,32,Debt Consolidation,False
L408610,52,76515.36,6838.21,676,0.084,4,Small Business,False
L408611,29,84363.31,6476.36,769,0.362,26,Small Business,False
L408612,69,109969.81,30497.76,537,0.323,17,Home Improvement,True
L408613,73,18000.0,58257.87,678,0.288,12,Education,False
L408614,55,67082.29,40067.36,585,0.564,23,Medical,False
L408615,65,79498.74,14225.75,785,0.202,31,Small Business,False
L408616,56,61752.62,19864.95,593,0.435,32,Auto,False
L408617,74,18000.0,3618.26,666,0.191,16,Medical,False
L408618,42,73509.88,12062.78,542,0.269,18,Small Business,False
L408619,34,54674.04,47247.68,553,0.38,13,Medical,False
L408620,49,58431.31,59152.46,699,0.386,32,Debt Consolidation,False
L408621,55,71824.58,55430.0,704,0.353,32,Debt Consolidation,False
L408622,65,18039.35,17596.59,608,0.56,17,Medical,False
L408623,69,62853.5,55716.61,728,0.363,0,Education,False
L408624,24,50358.24,13362.99,575,0.369,12,Debt Consolidation,False
L408625,44,31034.99,14163.67,671,0.46,19,Small Business,False
L408626,56,88189.66,8592.97,841,0.405,28,Medical,False
L408627,47,31040.86,42885.36,573,0.603,32,Auto,False
L408628,26,89699.51,15970.08,790,0.598,2,Debt Consolidation,False
L408629,23,100244.42,29038.19,554,0.552,32,Auto,True
L408630,60,68521.34,20133.6,563,0.612,7,Medical,False
L408631,72,107165.01,8242.75,611,0.117,5,Home Improvement,False
L408632,54,146265.12,11985.39,586,0.142,32,Medical,True
L408633,61,90407.33,10364.64,747,0.216,28,Education,False
L408634,49,62266.81,14252.59,689,0.518,32,Home Improvement,False
L408635,73,109893.57,21330.49,682,0.527,13,Education,False
L408636,39,18000.0,30971.82,755,0.255,17,Home Improvement,False
L408637,33,147009.75,13783.2,690,0.307,26,Home Improvement,False
L408638,60,75254.51,39764.79,791,0.221,22,Auto,False
L408639,62,81141.49,16309.33,656,0.346,0,Home Improvement,False
L408640,67,22093.96,12823.64,819,0.074,28,Small Business,False
L408641,32,101316.8,53667.67,761,0.262,0,Home Improvement,False
L408642,27,75969.13,14962.42,721,0.578,3,Education,False
L408643,29,67749.07,18905.88,815,0.28,7,Education,False
L408644,70,52102.04,29159.22,589,0.3,24,Small Business,True
L408645,70,43684.66,53923.04,694,0.43,20,Auto,False
L408646,55,48429.49,50073.93,813,0.581,30,Home Improvement,False
L408647,27,20068.61,14400.46,832,0.603,32,Home Improvement,True
L408648,60,78490.84,1613.14,523,0.206,4,Debt Consolidation,False
L408649,57,122776.14,23737.81,602,0.099,28,Auto,True
L408650,63,84657.55,23173.08,848,0.506,26,Small Business,False
L408651,43,45756.29,13232.6,748,0.262,6,Debt Consolidation,False
L408652,23,82484.34,33830.27,715,0.107,0,Medical,False
L408653,71,18000.0,55043.92,827,0.568,6,Small Business,False
L408654,44,126558.09,3973.72,849,0.506,24,Debt Consolidation,False
L408655,48,54095.96,45922.6,836,0.093,31,Medical,False
L408656,66,88428.51,8318.54,786,0.517,10,Education,False
L408657,55,70204.5,51047.0,547,0.466,25,Debt Consolidation,True
L408658,37,90601.33,46006.05,642,0.148,8,Auto,False
L408659,62,146586.9,36774.96,712,0.333,20,Auto,False
L408660,48,18000.0,52223.57,632,0.351,31,Debt Consolidation,False
L408661,39,80268.69,43083.79,555,0.225,1,Debt Consolidation,False
L408662,47,81132.37,53950.09,729,0.383,8,Debt Consolidation,False
L408663,71,59897.39,36076.91,620,0.517,5,Home Improvement,False
L408664,70,48279.23,12161.29,741,0.337,13,Medical,False
L408665,25,102574.06,29636.19,731,0.295,19,Debt Consolidation,False
L408666,21,70876.48,16202.67,827,0.489,23,Education,False
L408667,27,71984.72,55655.34,844,0.524,29,Auto,False
L408668,31,62360.33,19118.7,682,0.072,5,Small Business,False
L408669,57,66913.9,35901.04,810,0.305,22,Education,False
L408670,58,91538.14,25391.47,804,0.29,28,Education,False
L408671,44,90187.25,6251.84,650,0.523,17,Debt Consolidation,False
L408672,57,47136.64,14086.25,602,0.627,21,Debt Consolidation,False
L408673,39,62300.69,10409.78,628,0.315,32,Small Business,False
L408674,35,104589.82,25202.53,741,0.064,31,Medical,False
L408675,61,125830.85,28962.96,717,0.286,1,Auto,True
L408676,50,125865.37,16995.36,641,0.438,21,Small Business,False
L408677,62,123381.59,53446.48,527,0.412,4,Education,True
L408678,40,78362.23,6103.31,673,0.349,0,Education,False
L408679,67,105127.08,26477.01,747,0.51,8,Home Improvement,False
L408680,58,83738.88,4454.4,765,0.358,6,Auto,False
L408681,30,48368.67,40988.02,548,0.493,0,Education,False
L408682,59,68083.98,21749.94,646,0.075,17,Home Improvement,False
L408683,64,65424.7,50856.97,532,0.108,15,Education,False
L408684,68,101613.32,44598.56,642,0.324,16,Small Business,False
L408685,57,97473.56,22034.69,603,0.578,13,Medical,True
L408686,30,68704.67,57172.73,840,0.638,21,Home Improvement,False
L408687,67,64745.1,35102.2,604,0.419,4,Auto,True
L408688,56,50202.62,21596.39,604,0.506,7,Debt Consolidation,True
L408689,53,61508.0,23988.69,768,0.27,2,Education,False
L408690,74,68617.49,41872.2,550,0.52,10,Small Business,False
L408691,68,82521.81,27227.73,751,0.55,2,Small Business,False
L408692,27,75627.6,39236.1,835,0.303,22,Education,False
