MachineID,ReadingDate,Temperature,Vibration,Pressure,RuntimeHours,MaintenanceDaysAgo,ProductLine,FailureFlag
MC-118,2025-05-03 17:00,72.49,1.15,137.25,2353.8,227,Line D,False
MC-023,2025-03-11 15:00,69.3,4.67,83.03,477.2,114,Line A,False
MC-055,2025-02-28 15:00,78.87,3.79,82.05,2508.5,207,Line A,False
MC-116,2025-03-10 04:00,50.08,3.37,104.91,2494.9,102,Line D,False
MC-087,2025-05-31 12:00,62.25,3.24,99.78,1642.3,154,Line C,False
MC-058,2025-05-06 18:00,79.27,2.53,100.77,832.9,139,Line D,False
MC-091,2025-01-21 03:00,90.26,0.93,118.08,1886.2,239,Line A,False
MC-117,2025-02-23 12:00,85.77,2.54,100.27,3623.7,2,Line B,False
MC-038,2025-04-13 02:00,50.3,4.71,120.9,3624.3,191,Line D,False
MC-113,2025-05-25 05:00,94.95,2.49,94.4,4586.1,109,Line B,False
MC-106,2025-04-23 20:00,62.52,3.68,104.14,3106.9,197,Line C,True
MC-135,2025-06-12 04:00,66.17,4.66,102.45,3083.0,209,Line C,False
MC-120,2025-06-03 11:00,71.92,3.87,116.83,3360.1,222,Line C,False
MC-113,2025-01-17 16:00,67.43,2.47,89.57,472.4,112,Line D,False
MC-091,2025-05-20 21:00,79.93,1.61,94.03,4.8,36,Line C,False
MC-088,2025-04-23 10:00,69.01,2.25,88.85,2724.4,34,Line A,False
MC-123,2025-02-28 03:00,83.46,4.32,97.5,611.7,113,Line D,False
MC-099,2025-02-06 14:00,80.26,3.61,98.78,1215.0,68,Line A,False
MC-098,2025-06-22 00:00,78.72,3.78,84.11,4717.6,100,Line C,False
MC-033,2025-01-14 07:00,77.48,4.48,104.31,1275.4,126,Line C,False
MC-089,2025-02-23 18:00,86.67,2.1,94.71,2707.5,107,Line D,False
MC-125,2025-06-03 08:00,72.1,1.56,110.93,4754.0,176,Line C,False
MC-019,2025-05-01 14:00,80.77,2.16,124.2,1370.4,211,Line B,False
MC-048,2025-06-07 05:00,54.75,4.06,119.6,1698.1,127,Line B,False
MC-129,2025-03-22 08:00,75.97,1.92,114.94,141.8,155,Line D,False
MC-025,2025-01-01 21:00,90.25,2.68,69.4,4066.5,84,Line B,False
MC-087,2025-01-17 01:00,78.92,2.91,81.22,1467.3,132,Line D,False
MC-036,2025-04-26 00:00,50.53,4.57,102.59,2534.5,121,Line A,False
MC-140,2025-03-13 08:00,70.1,3.94,87.1,607.6,226,Line A,False
MC-038,2025-01-14 00:00,85.57,2.34,80.71,3971.8,189,Line B,False
MC-019,2025-02-21 10:00,70.03,4.05,108.35,786.5,182,Line B,False
MC-074,2025-04-10 22:00,78.61,3.62,126.39,4029.6,139,Line D,False
MC-123,2025-04-19 00:00,81.88,2.05,133.47,2380.1,8,Line B,False
MC-143,2025-02-03 14:00,83.41,4.56,91.12,768.4,146,Line D,False
MC-118,2025-05-25 11:00,68.02,1.97,129.1,2989.3,75,Line B,False
MC-040,2025-02-10 16:00,62.03,2.74,85.9,952.2,118,Line C,False
MC-026,2025-03-20 03:00,71.23,3.97,137.6,3780.5,158,Line C,False
MC-140,2025-02-11 03:00,49.79,2.49,87.96,2633.2,76,Line B,False
MC-130,2025-03-27 11:00,74.42,4.18,101.09,4778.0,111,Line C,False
MC-073,2025-06-28 04:00,68.73,4.26,91.91,3046.6,69,Line C,False
MC-009,2025-03-14 15:00,74.27,2.89,106.99,616.6,105,Line B,False
MC-016,2025-05-10 12:00,82.65,3.85,85.35,3494.4,234,Line A,False
MC-121,2025-03-03 23:00,60.53,5.46,102.83,2281.0,149,Line C,False
MC-093,2025-02-04 10:00,81.11,3.0,103.05,3371.4,100,Line B,False
MC-048,2025-04-11 11:00,57.31,2.74,78.87,1776.5,9,Line B,False
MC-146,2025-01-25 17:00,92.49,4.03,100.28,2498.2,138,Line D,True
MC-015,2025-03-22 13:00,84.73,2.36,103.66,129.5,75,Line B,False
MC-116,2025-06-07 00:00,81.94,2.27,127.59,1691.2,232,Line A,False
MC-111,2025-03-09 04:00,60.87,2.9,92.8,875.8,99,Line A,False
MC-113,2025-04-26 16:00,67.78,1.89,68.26,956.0,43,Line B,False
MC-012,2025-06-07 22:00,78.18,1.78,61.0,3491.6,197,Line D,False
MC-049,2025-03-06 07:00,63.4,3.54,114.98,2452.4,199,Line B,False
MC-125,2025-06-04 10:00,74.5,3.15,86.8,3380.6,132,Line B,False
MC-106,2025-01-24 04:00,51.91,3.48,99.25,3455.3,135,Line A,False
MC-089,2025-03-25 05:00,65.32,3.72,99.54,9.5,99,Line A,False
MC-041,2025-06-06 20:00,75.06,1.83,93.32,1399.6,93,Line D,False
MC-085,2025-03-09 01:00,76.88,3.46,141.57,480.4,211,Line C,False
MC-051,2025-04-12 21:00,52.45,3.81,118.18,3366.9,208,Line C,True
MC-124,2025-06-17 11:00,49.55,5.09,122.1,2880.6,117,Line A,False
MC-110,2025-03-22 20:00,66.71,4.38,97.38,3120.0,167,Line A,False
MC-029,2025-05-17 16:00,65.1,1.2,73.65,2825.5,138,Line A,True
MC-130,2025-05-06 22:00,70.59,3.05,111.93,1791.8,69,Line C,False
MC-028,2025-02-22 09:00,59.37,3.85,92.59,2726.7,96,Line A,True
MC-112,2025-03-07 16:00,83.18,2.9,102.45,4758.6,135,Line D,False
MC-102,2025-02-19 00:00,73.94,3.76,121.94,1674.0,172,Line D,True
MC-026,2025-06-01 20:00,83.38,4.62,96.89,2013.1,55,Line A,True
MC-014,2025-05-26 12:00,70.84,1.17,73.59,4588.5,3,Line B,False
MC-148,2025-06-10 21:00,66.56,3.34,97.95,3267.9,115,Line C,False
MC-150,2025-03-18 22:00,74.46,1.28,114.54,3067.8,168,Line B,False
MC-089,2025-01-27 03:00,82.59,2.74,90.34,3483.7,72,Line D,False
MC-001,2025-06-23 13:00,64.05,4.2,99.99,1893.2,145,Line A,False
MC-021,2025-05-31 13:00,69.53,4.26,91.44,1673.2,173,Line A,False
MC-094,2025-04-18 06:00,63.34,3.54,102.65,3543.7,163,Line C,False
MC-044,2025-02-21 23:00,51.71,2.91,106.01,2100.4,36,Line A,False
MC-133,2025-03-11 07:00,102.96,4.37,99.56,4431.6,113,Line B,False
MC-113,2025-02-21 19:00,83.22,4.72,121.89,4269.5,36,Line B,False
MC-126,2025-01-13 13:00,70.14,2.78,55.61,2952.9,154,Line B,False
MC-099,2025-01-09 08:00,72.86,2.14,109.28,3102.2,81,Line B,False
MC-146,2025-04-18 12:00,64.25,3.15,94.05,863.0,82,Line B,False
MC-141,2025-02-03 11:00,61.9,2.12,135.31,3427.8,187,Line D,True
MC-117,2025-02-14 13:00,70.05,3.68,154.01,1264.4,211,Line B,False
MC-145,2025-06-16 14:00,54.12,5.14,92.75,1109.0,203,Line B,False
MC-113,2025-02-23 23:00,67.5,3.54,100.79,468.8,8,Line A,False
MC-006,2025-04-11 19:00,69.03,3.94,90.74,3258.8,116,Line C,False
MC-105,2025-04-03 22:00,63.13,3.75,91.71,4643.6,122,Line C,True
MC-096,2025-05-08 10:00,50.17,2.64,86.61,957.9,112,Line B,False
MC-077,2025-05-16 16:00,90.06,2.9,122.43,3670.8,11,Line C,False
MC-029,2025-02-27 03:00,73.71,3.38,107.23,3131.5,22,Line B,False
MC-018,2025-05-12 14:00,60.17,3.11,91.13,4132.1,112,Line B,False
MC-093,2025-04-07 23:00,76.6,3.04,75.17,985.2,27,Line D,False
MC-013,2025-04-22 22:00,69.98,1.19,107.04,493.2,77,Line A,False
MC-116,2025-04-04 01:00,82.91,2.98,100.39,996.4,226,Line D,False
MC-149,2025-01-11 00:00,63.95,3.93,95.97,2920.2,93,Line A,False
MC-064,2025-03-03 07:00,63.63,4.19,106.85,3072.8,91,Line B,False
MC-106,2025-04-13 15:00,84.81,3.11,128.27,561.4,34,Line B,False
MC-021,2025-03-30 14:00,73.52,2.64,84.36,3502.3,4,Line B,False
MC-005,2025-06-15 05:00,80.04,3.62,101.09,2733.6,39,Line D,False
MC-049,2025-01-18 01:00,86.02,2.09,98.78,212.0,183,Line B,True
MC-113,2025-03-21 18:00,97.36,3.14,106.21,2232.1,121,Line C,False
MC-037,2025-02-06 05:00,67.1,1.54,116.24,2784.7,234,Line C,False
MC-034,2025-05-12 21:00,92.55,4.35,149.31,1223.8,117,Line B,True
MC-046,2025-06-27 05:00,68.51,0.76,125.16,2867.7,40,Line D,False
MC-147,2025-05-27 04:00,73.56,1.59,90.36,3302.2,150,Line D,False
MC-128,2025-06-19 05:00,90.96,2.96,66.11,1935.8,20,Line A,False
MC-055,2025-05-27 23:00,77.99,2.54,69.54,393.1,77,Line C,True
MC-066,2025-03-30 14:00,64.02,3.61,86.09,1113.7,1,Line C,False
MC-128,2025-06-19 07:00,69.32,3.66,110.2,3918.0,90,Line C,False
MC-087,2025-06-12 11:00,63.57,2.42,112.54,1352.2,223,Line A,True
MC-023,2025-02-22 10:00,71.71,2.48,117.44,1816.6,230,Line C,False
MC-067,2025-05-08 12:00,66.2,2.63,90.18,362.1,31,Line C,False
MC-089,2025-04-05 07:00,50.76,2.94,77.93,3769.4,56,Line C,False
MC-105,2025-05-17 06:00,62.46,2.17,97.88,4357.7,189,Line D,False
MC-001,2025-06-27 21:00,58.78,3.25,84.37,4853.9,40,Line A,False
MC-043,2025-06-18 05:00,50.63,2.11,101.29,1837.2,78,Line A,True
MC-009,2025-03-27 16:00,46.29,3.63,99.2,255.3,103,Line B,False
MC-127,2025-05-01 07:00,81.7,2.87,111.03,1626.8,203,Line B,False
MC-033,2025-06-29 01:00,50.48,4.24,80.86,4166.5,18,Line C,False
MC-060,2025-02-20 05:00,75.17,4.07,94.2,4682.4,106,Line B,False
MC-119,2025-04-26 14:00,60.13,2.98,87.56,1952.6,7,Line D,False
MC-078,2025-03-28 16:00,63.34,2.13,136.26,1307.9,75,Line C,False
MC-063,2025-06-24 22:00,71.87,2.55,96.98,4920.6,66,Line D,False
MC-062,2025-02-02 22:00,83.51,3.17,96.41,460.0,91,Line C,False
MC-016,2025-02-22 19:00,70.19,2.24,103.35,1446.3,45,Line A,False
MC-059,2025-01-12 00:00,50.76,3.05,99.42,979.8,27,Line A,False
MC-030,2025-05-16 03:00,75.19,1.96,111.98,2010.8,54,Line D,False
MC-061,2025-02-15 02:00,57.84,2.25,100.77,1230.1,182,Line B,False
MC-039,2025-06-26 00:00,68.21,0.38,95.91,3544.5,41,Line D,False
MC-123,2025-05-03 08:00,64.82,3.65,97.61,3037.1,66,Line D,False
MC-082,2025-01-08 22:00,77.79,4.22,104.2,1357.3,143,Line B,False
MC-139,2025-04-20 14:00,85.3,4.16,141.53,3303.1,203,Line D,True
MC-048,2025-01-29 16:00,79.43,0.91,122.13,4383.7,62,Line B,False
MC-136,2025-04-02 12:00,45.73,5.46,77.72,158.5,20,Line D,False
MC-052,2025-03-26 03:00,74.08,4.29,104.58,3000.0,208,Line A,False
MC-109,2025-02-21 01:00,85.6,5.07,132.73,4543.4,13,Line D,False
MC-121,2025-01-25 18:00,83.79,4.28,108.24,2569.4,91,Line B,False
MC-017,2025-04-19 22:00,70.41,3.87,84.88,1850.3,181,Line C,False
MC-134,2025-05-19 20:00,51.82,2.42,104.68,3413.9,8,Line A,False
MC-010,2025-04-14 15:00,79.61,1.06,144.36,3218.2,137,Line A,False
MC-066,2025-03-07 08:00,54.94,3.16,82.3,839.7,176,Line C,False
MC-053,2025-03-04 04:00,79.92,3.2,90.32,1968.1,57,Line D,True
MC-111,2025-06-14 21:00,84.6,4.03,90.17,4524.2,184,Line A,True
MC-079,2025-04-12 20:00,58.92,2.18,90.11,4791.6,223,Line A,True
MC-074,2025-02-18 00:00,70.39,5.67,95.81,4741.4,124,Line D,False
MC-130,2025-02-22 08:00,64.74,1.96,93.3,2281.8,114,Line B,False
MC-144,2025-02-27 18:00,64.1,3.47,109.45,900.3,194,Line A,False
MC-135,2025-05-16 15:00,69.51,2.96,86.16,2046.5,60,Line D,False
MC-106,2025-03-20 05:00,51.33,2.03,80.76,3455.5,102,Line C,False
MC-112,2025-03-03 07:00,66.75,5.24,140.19,1607.8,84,Line B,True
MC-110,2025-05-02 02:00,60.27,3.97,110.45,3931.2,134,Line A,False
MC-139,2025-05-14 09:00,62.54,2.44,129.61,1514.6,209,Line B,False
MC-099,2025-03-21 14:00,73.37,4.81,100.87,2231.4,215,Line D,False
MC-056,2025-03-16 16:00,74.58,2.45,116.71,4536.8,100,Line C,False
MC-066,2025-06-09 12:00,86.94,0.87,108.8,4524.0,209,Line B,False
MC-035,2025-03-06 02:00,54.17,2.26,122.45,935.5,138,Line B,False
MC-027,2025-03-04 01:00,64.24,2.98,111.08,231.3,60,Line B,False
MC-126,2025-03-24 04:00,74.17,3.0,126.47,1465.8,21,Line A,False
MC-133,2025-04-09 17:00,63.26,3.67,118.13,2325.7,236,Line C,False
MC-022,2025-06-28 21:00,50.95,3.27,105.05,680.5,63,Line D,False
MC-103,2025-01-06 22:00,66.74,4.69,71.82,1404.7,8,Line C,False
MC-002,2025-04-25 14:00,61.82,2.67,95.65,3066.0,159,Line C,False
MC-007,2025-03-20 13:00,83.15,1.79,103.43,3595.2,20,Line A,False
MC-076,2025-04-01 16:00,96.09,2.1,97.33,1860.3,186,Line C,False
MC-149,2025-02-20 03:00,84.47,1.5,88.96,1371.2,207,Line A,False
MC-104,2025-05-03 16:00,73.18,2.83,111.64,3271.6,225,Line B,False
MC-036,2025-01-26 07:00,78.89,3.99,125.27,597.7,203,Line A,False
MC-147,2025-06-15 19:00,60.4,4.26,134.42,2569.3,192,Line B,False
MC-020,2025-05-30 20:00,87.17,3.54,131.49,1023.4,53,Line C,False
MC-025,2025-02-19 00:00,77.11,3.22,90.84,4413.3,135,Line C,False
MC-139,2025-05-31 02:00,69.77,2.16,66.55,1008.6,209,Line B,False
MC-006,2025-03-04 06:00,66.9,5.12,68.28,4627.4,144,Line C,False
MC-093,2025-03-30 11:00,90.7,2.63,96.02,2634.7,130,Line A,True
MC-082,2025-03-03 22:00,59.92,4.59,108.46,1858.8,162,Line C,False
MC-082,2025-01-12 17:00,87.8,3.22,83.63,109.3,209,Line C,True
MC-142,2025-05-12 16:00,73.61,4.49,106.55,3381.3,179,Line B,False
MC-039,2025-02-20 02:00,64.43,2.92,123.71,2514.2,216,Line A,False
MC-100,2025-04-30 12:00,72.84,2.63,73.38,307.7,9,Line A,False
MC-067,2025-02-04 01:00,63.26,3.01,74.2,4335.5,73,Line B,False
MC-118,2025-04-30 19:00,53.9,4.96,128.68,486.7,182,Line D,False
MC-012,2025-01-17 20:00,68.18,4.95,110.39,4194.7,23,Line D,False
MC-134,2025-01-05 18:00,50.65,2.5,103.55,1590.6,25,Line A,False
MC-104,2025-06-10 18:00,74.44,2.48,94.61,2714.2,185,Line C,False
MC-077,2025-01-01 14:00,76.96,2.12,101.97,290.7,180,Line A,False
MC-111,2025-01-12 07:00,77.93,3.52,95.42,1162.9,169,Line D,False
MC-027,2025-04-06 04:00,73.13,4.35,111.63,4933.1,187,Line D,False
MC-073,2025-06-06 18:00,65.62,3.68,109.64,3714.8,61,Line A,False
MC-037,2025-06-25 04:00,71.92,4.07,106.4,777.9,123,Line C,False
MC-134,2025-01-28 21:00,68.57,5.08,117.43,4112.3,191,Line B,False
MC-122,2025-04-29 01:00,58.92,4.6,105.76,1289.2,11,Line B,False
MC-133,2025-01-22 01:00,55.72,2.75,98.04,1322.7,89,Line A,False
MC-044,2025-01-13 18:00,69.94,2.26,98.59,4773.8,69,Line A,False
MC-089,2025-01-17 19:00,77.88,2.82,120.98,1698.9,110,Line A,False
MC-145,2025-01-25 13:00,82.73,3.97,118.62,2906.6,48,Line B,False
MC-081,2025-06-14 16:00,69.35,2.25,102.99,355.8,83,Line C,False
MC-150,2025-03-01 08:00,77.39,2.89,84.55,298.6,168,Line B,False
MC-048,2025-04-07 11:00,55.6,1.47,69.04,2483.5,79,Line D,True
MC-091,2025-03-09 02:00,77.09,3.9,118.4,1863.9,145,Line D,False
MC-007,2025-02-14 22:00,76.11,3.66,83.14,1709.9,125,Line A,False
MC-041,2025-06-20 09:00,71.07,4.13,83.55,4051.9,58,Line A,False
MC-132,2025-05-20 06:00,73.81,2.14,94.0,662.1,106,Line A,False
MC-045,2025-01-14 07:00,78.66,3.57,60.45,159.0,104,Line C,False
MC-077,2025-02-21 10:00,68.74,3.12,94.4,16.6,146,Line B,False
MC-143,2025-03-07 14:00,67.24,4.43,116.64,2214.6,45,Line C,False
MC-044,2025-01-20 05:00,56.2,2.53,108.82,1860.7,228,Line B,False
MC-067,2025-02-15 03:00,69.73,4.92,107.44,3917.2,100,Line C,False
MC-007,2025-03-13 22:00,82.58,2.46,91.74,3995.1,97,Line D,False
MC-146,2025-01-03 10:00,74.73,4.65,117.82,490.7,215,Line C,False
MC-122,2025-05-02 07:00,55.03,3.8,113.26,4405.3,122,Line B,False
MC-070,2025-06-13 07:00,76.78,0.87,71.6,4642.8,186,Line C,False
MC-096,2025-01-11 19:00,79.42,3.76,111.32,2995.6,143,Line B,False
MC-048,2025-02-11 00:00,89.27,3.34,59.44,2003.2,191,Line B,False
MC-112,2025-02-24 07:00,64.31,3.57,92.88,1869.1,108,Line C,False
MC-008,2025-02-08 17:00,79.12,2.77,111.72,3233.1,49,Line B,False
MC-038,2025-03-02 04:00,84.86,3.17,116.39,341.3,203,Line C,False
MC-055,2025-06-04 08:00,74.61,3.56,75.49,765.6,81,Line A,False
MC-011,2025-01-09 06:00,71.54,3.5,90.44,1984.8,174,Line C,True
MC-134,2025-05-04 13:00,75.66,5.11,121.42,3944.1,207,Line C,False
MC-008,2025-03-27 19:00,75.47,2.21,112.25,4490.2,233,Line B,False
MC-007,2025-01-13 17:00,81.77,3.26,112.54,1442.9,112,Line B,False
MC-087,2025-03-01 14:00,87.8,1.86,142.77,1886.3,20,Line D,True
MC-133,2025-01-01 11:00,72.44,2.86,90.46,3254.3,39,Line D,False
MC-064,2025-04-16 21:00,59.82,2.95,123.73,1254.2,60,Line C,False
MC-121,2025-03-02 04:00,70.04,2.74,97.31,3975.1,99,Line A,False
MC-011,2025-04-04 14:00,69.21,2.94,101.28,110.0,15,Line D,False
MC-111,2025-06-11 08:00,74.69,3.37,117.98,4109.5,30,Line D,False
MC-007,2025-01-05 01:00,59.32,2.39,112.22,1277.7,95,Line A,False
MC-028,2025-01-13 10:00,80.87,3.0,83.96,2351.8,158,Line B,False
MC-146,2025-01-05 15:00,82.89,2.45,92.46,4270.9,90,Line A,False
MC-012,2025-04-23 00:00,70.83,3.59,101.75,2855.5,84,Line A,False
MC-060,2025-02-19 13:00,64.84,2.39,97.95,1243.9,153,Line A,True
MC-124,2025-04-16 02:00,75.15,3.38,129.22,271.9,177,Line C,False
MC-131,2025-04-06 11:00,77.85,2.91,129.55,1014.9,220,Line D,False
MC-043,2025-04-21 07:00,68.91,4.01,98.21,4166.4,63,Line A,False
MC-064,2025-02-02 05:00,79.63,2.2,137.98,1820.7,198,Line B,True
MC-067,2025-06-04 21:00,71.36,3.32,86.84,4929.1,205,Line A,False
MC-052,2025-06-08 08:00,65.18,2.6,47.5,4805.2,212,Line B,False
MC-013,2025-04-05 11:00,67.09,3.64,115.32,3733.2,128,Line D,False
MC-082,2025-04-15 11:00,67.5,3.32,100.92,1223.7,236,Line D,False
MC-088,2025-05-03 22:00,64.15,4.53,89.69,1225.8,54,Line A,False
MC-125,2025-01-03 20:00,74.44,3.0,80.6,2725.3,103,Line B,False
MC-034,2025-03-12 08:00,88.11,3.97,108.21,2098.0,74,Line B,False
MC-072,2025-03-02 03:00,68.76,2.09,122.66,1462.6,176,Line A,False
MC-116,2025-03-04 12:00,80.63,2.8,71.54,4236.0,114,Line B,False
MC-148,2025-02-10 09:00,84.17,2.86,133.75,4348.0,193,Line D,False
MC-096,2025-03-09 08:00,89.93,4.39,112.34,2352.7,192,Line C,True
MC-006,2025-04-05 17:00,78.02,4.9,89.68,2343.1,23,Line B,False
MC-141,2025-01-16 08:00,58.42,3.84,98.36,3112.5,110,Line B,False
MC-042,2025-04-20 12:00,53.83,3.91,117.81,530.0,175,Line C,False
MC-073,2025-03-27 04:00,56.73,3.45,81.02,2237.4,152,Line C,False
MC-048,2025-06-03 08:00,57.54,2.45,85.11,1303.5,131,Line C,False
MC-009,2025-06-07 05:00,64.84,1.37,74.63,2620.3,178,Line C,False
MC-064,2025-01-10 01:00,65.05,2.97,124.86,678.2,178,Line A,False
MC-035,2025-01-27 01:00,76.65,4.11,97.51,182.2,117,Line A,False
MC-100,2025-06-29 23:00,78.53,2.42,124.22,1184.5,111,Line A,False
MC-070,2025-04-26 20:00,46.51,0.2,86.43,1700.8,170,Line D,False
MC-106,2025-03-06 22:00,57.5,2.65,101.2,3269.6,237,Line A,False
MC-105,2025-06-10 11:00,65.21,3.48,126.1,2226.7,0,Line D,False
MC-003,2025-06-27 01:00,66.18,5.33,94.75,1826.1,15,Line D,False
MC-126,2025-02-14 11:00,74.81,4.05,126.72,1195.9,76,Line D,False
MC-101,2025-02-01 12:00,84.83,5.56,96.39,1546.5,235,Line A,False
MC-069,2025-03-21 14:00,58.05,6.11,110.3,4822.5,226,Line C,False
MC-061,2025-01-29 15:00,106.84,3.35,78.94,3104.2,81,Line D,False
MC-035,2025-06-22 11:00,76.04,3.43,94.67,2302.8,66,Line B,False
MC-088,2025-06-12 13:00,54.4,4.62,152.18,2349.7,167,Line A,True
MC-148,2025-01-18 21:00,70.28,4.66,91.24,1001.7,226,Line D,False
MC-112,2025-06-03 17:00,64.22,3.09,113.91,1094.7,180,Line C,True
MC-034,2025-06-18 16:00,47.04,4.14,80.48,3857.4,186,Line A,True
MC-074,2025-02-01 01:00,67.71,1.36,99.85,4522.2,158,Line D,False
MC-025,2025-05-16 19:00,79.19,2.22,124.64,3113.2,13,Line B,False
MC-043,2025-02-11 13:00,69.21,4.84,99.67,3293.9,156,Line A,False
MC-005,2025-01-15 14:00,80.51,2.6,103.87,513.4,72,Line A,False
MC-124,2025-05-24 09:00,58.04,3.16,91.08,1272.8,30,Line C,False
MC-011,2025-05-20 17:00,86.8,1.54,67.19,3064.2,220,Line B,False
MC-011,2025-03-20 17:00,82.08,3.85,100.54,1268.4,55,Line D,False
MC-029,2025-06-08 07:00,82.19,2.41,94.7,1264.2,18,Line C,False
MC-145,2025-02-02 05:00,45.21,3.66,106.7,3491.6,128,Line D,False
MC-116,2025-06-12 10:00,74.58,4.35,50.87,4070.2,184,Line B,False
MC-071,2025-06-25 13:00,77.15,2.39,98.63,2045.7,47,Line A,False
MC-139,2025-04-23 06:00,86.87,4.4,87.28,284.6,195,Line A,False
MC-088,2025-03-12 19:00,55.32,4.68,86.16,2746.3,181,Line C,False
MC-081,2025-03-01 10:00,71.83,4.94,103.28,653.9,103,Line D,False
MC-029,2025-04-22 08:00,89.03,1.44,110.24,1924.3,207,Line D,False
MC-142,2025-02-23 22:00,59.65,3.66,102.91,1493.8,42,Line C,False
MC-001,2025-01-15 19:00,92.03,2.78,77.56,4613.5,230,Line C,False
MC-057,2025-04-27 14:00,48.98,3.05,97.67,694.0,210,Line D,False
MC-040,2025-05-16 21:00,75.73,3.79,133.35,2916.8,117,Line D,False
MC-019,2025-04-23 03:00,72.19,2.86,119.62,1600.6,60,Line C,False
MC-034,2025-03-25 12:00,72.91,3.28,74.88,536.7,163,Line D,True
MC-005,2025-05-12 01:00,89.56,3.46,104.97,4.8,167,Line D,True
MC-065,2025-05-03 18:00,67.48,3.16,96.55,2627.6,48,Line B,False
MC-012,2025-06-07 09:00,77.6,2.94,97.8,306.1,137,Line C,False
MC-022,2025-04-23 05:00,76.21,2.85,89.65,33.6,204,Line A,False
MC-095,2025-05-25 17:00,83.8,2.62,92.42,1869.3,237,Line A,False
MC-125,2025-01-14 12:00,63.61,3.55,98.11,2032.1,67,Line C,False
MC-002,2025-06-17 15:00,78.89,2.56,102.56,1845.0,53,Line D,False
MC-024,2025-02-01 22:00,67.84,4.65,90.39,1647.3,144,Line D,False
MC-094,2025-03-09 13:00,84.74,3.02,111.9,2302.4,107,Line D,False
MC-003,2025-04-14 13:00,66.43,3.68,126.72,3825.4,2,Line A,False
MC-087,2025-02-25 09:00,83.11,3.24,105.53,1527.0,81,Line C,False
MC-136,2025-06-18 03:00,64.65,1.94,117.49,1970.4,142,Line D,False
MC-109,2025-03-24 06:00,64.4,3.68,73.36,2291.1,233,Line A,False
MC-143,2025-03-13 05:00,61.96,3.3,115.09,1955.5,233,Line D,True
MC-069,2025-06-18 18:00,66.3,2.69,114.6,1805.0,131,Line A,False
MC-126,2025-04-06 21:00,67.63,3.77,90.23,1443.3,83,Line D,False
MC-142,2025-05-17 02:00,52.97,0.99,90.99,1926.9,215,Line D,False
MC-041,2025-02-18 18:00,75.73,3.69,103.41,4700.0,196,Line D,False
MC-111,2025-03-06 18:00,77.44,2.77,64.95,3138.5,22,Line C,False
MC-048,2025-02-12 21:00,60.93,0.78,95.25,2874.9,32,Line A,False
MC-022,2025-06-03 06:00,72.09,3.93,94.32,3722.1,5,Line B,False
MC-059,2025-05-20 16:00,59.9,4.06,104.79,4515.6,73,Line C,False
MC-062,2025-03-24 02:00,60.04,3.31,105.92,4925.6,215,Line A,False
MC-101,2025-05-26 22:00,79.34,2.48,106.88,809.3,203,Line A,False
MC-124,2025-06-17 19:00,87.46,1.47,63.62,1951.8,153,Line C,True
MC-099,2025-06-29 20:00,84.31,3.39,95.16,1985.8,191,Line D,False
MC-007,2025-02-10 18:00,56.67,2.92,92.03,4043.9,169,Line C,True
MC-017,2025-06-13 07:00,71.78,4.05,119.41,2423.1,28,Line B,False
MC-004,2025-06-02 17:00,88.89,4.08,97.28,1009.8,178,Line D,True
MC-020,2025-05-29 18:00,80.39,3.32,125.62,1480.0,190,Line B,False
MC-125,2025-02-10 16:00,84.6,3.02,107.81,2861.0,42,Line C,False
MC-109,2025-01-19 13:00,90.4,3.29,86.32,39.8,57,Line B,False
MC-138,2025-02-06 10:00,95.12,1.08,115.96,1671.3,143,Line A,False
MC-147,2025-03-09 18:00,64.99,0.98,110.04,4220.8,168,Line A,False
MC-109,2025-01-19 04:00,56.37,0.85,87.75,3616.6,184,Line B,False
MC-088,2025-02-06 22:00,109.71,4.33,62.77,2594.2,82,Line D,False
MC-030,2025-03-09 17:00,68.9,3.12,89.28,3114.2,126,Line C,False
MC-060,2025-01-01 05:00,68.07,4.0,141.62,2473.4,50,Line A,False
MC-054,2025-04-21 12:00,69.08,4.51,75.12,134.7,228,Line B,False
MC-141,2025-04-23 11:00,87.7,1.89,82.51,4019.9,179,Line D,False
MC-038,2025-04-30 13:00,70.29,2.43,99.61,404.2,164,Line B,True
MC-114,2025-05-26 11:00,83.9,4.16,91.16,3350.8,178,Line B,False
MC-023,2025-04-23 18:00,82.92,3.44,84.99,165.7,194,Line B,True
MC-073,2025-04-03 23:00,67.47,2.76,122.65,1579.9,58,Line C,False
MC-081,2025-03-10 18:00,74.55,3.09,96.43,1974.4,141,Line D,False
MC-028,2025-05-10 02:00,62.31,3.43,89.46,3195.7,92,Line C,False
MC-141,2025-05-22 18:00,82.42,3.56,76.48,1217.9,8,Line C,False
MC-019,2025-03-14 15:00,49.98,2.31,70.62,4192.0,171,Line B,True
MC-036,2025-06-08 17:00,69.97,3.87,77.3,2938.8,64,Line C,False
MC-130,2025-03-04 00:00,69.86,2.38,84.58,3046.8,67,Line D,False
MC-054,2025-02-04 04:00,78.51,3.86,86.4,639.6,198,Line D,False
MC-041,2025-05-04 02:00,73.47,3.61,101.13,4390.9,27,Line A,False
MC-142,2025-04-25 23:00,67.9,4.43,91.32,3584.8,138,Line A,False
MC-041,2025-01-18 03:00,68.36,2.29,61.1,270.6,87,Line C,False
