CampaignID,Channel,AudienceSegment,Spend,Impressions,Clicks,Conversions,CampaignMonth,Revenue
M4233,Social Media,Small Business,8104.43,379066,5610,210,2025-05,51518.28
M4234,Search,Student,9644.59,76355,10264,1554,2025-12,191463.51
M4235,Social Media,New Customer,19332.1,467167,18775,2664,2025-11,341635.96
M4236,Search,Small Business,24342.32,94983,17838,1191,2025-12,222192.14
M4237,Email,Student,4864.16,294565,14893,13,2025-09,3028.68
M4238,Social Media,Student,3562.55,484178,8945,824,2025-05,147463.54
M4239,Social Media,Small Business,15580.38,128642,1903,208,2025-08,36401.8
M4240,Display,Returning Customer,5510.71,47840,7502,1910,2025-06,346287.36
M4241,Referral,Enterprise,703.04,182129,16424,2387,2025-12,424260.19
M4242,Referral,Returning Customer,5872.09,7776,6995,865,2025-11,126798.09
M4243,Social Media,New Customer,5939.65,302680,29386,899,2025-01,126693.12
M4244,Social Media,Enterprise,13833.12,388957,5807,965,2025-10,127540.21
M4245,Social Media,Enterprise,11305.74,314766,23401,1094,2025-09,215067.92
M4246,Search,Returning Customer,8402.8,124067,9953,2089,2025-08,271922.79
M4247,Referral,Student,7298.38,22253,6042,920,2025-12,51463.33
M4248,Social Media,Returning Customer,6769.98,159775,6202,1148,2025-01,154930.71
M4249,Display,Small Business,21557.75,455446,6647,2672,2025-12,449582.54
M4250,Social Media,Student,11574.17,183143,28898,2288,2025-01,348036.73
M4251,Social Media,Returning Customer,21387.63,463103,9584,2786,2025-03,456845.18
M4252,Search,Student,24894.22,484655,9356,1071,2025-08,118798.86
M4253,Display,Returning Customer,12440.53,399457,559,2786,2025-10,179244.24
M4254,Referral,Enterprise,23219.51,118350,9893,895,2025-11,167519.47
M4255,Display,Student,4447.19,125652,2227,922,2025-01,30849.49
M4256,Display,Returning Customer,7813.65,68187,5682,2858,2025-10,235240.76
M4257,Referral,Returning Customer,16506.8,174692,21583,601,2025-09,141099.73
M4258,Display,New Customer,6026.58,241891,18964,2455,2025-05,264760.85
M4259,Email,Returning Customer,14834.95,351509,16408,2483,2025-08,248692.46
M4260,Email,Student,22483.89,30720,6772,2778,2025-05,147420.04
M4261,Search,New Customer,24343.0,153563,20887,2546,2025-06,207301.17
M4262,Email,Small Business,13418.41,176313,4756,2470,2025-03,250460.32
M4263,Display,Returning Customer,18444.28,194484,21468,1062,2025-05,93365.38
M4264,Display,Returning Customer,15120.52,291647,21053,1668,2025-08,135159.64
M4265,Referral,Enterprise,10555.68,334456,2228,1734,2025-03,406233.33
M4266,Email,Student,8976.82,471871,18094,877,2025-10,132530.34
M4267,Display,Student,15392.33,17973,28377,1172,2025-05,42337.22
M4268,Referral,Student,8706.13,84419,18586,2552,2025-12,598442.94
M4269,Email,New Customer,18750.16,69782,29081,44,2025-02,9109.81
M4270,Display,Small Business,3241.67,142420,25066,232,2025-05,11039.76
M4271,Referral,Enterprise,17992.93,18962,1043,1232,2025-04,96012.92
M4272,Email,Small Business,12825.46,193288,27069,2315,2025-07,158069.1
M4273,Search,Student,2136.31,133583,2052,2684,2025-07,484059.42
M4274,Email,New Customer,21005.15,263991,6090,2051,2025-01,328809.3
M4275,Search,Enterprise,13791.45,241063,24594,2573,2025-07,507853.28
M4276,Referral,Small Business,18398.03,330263,14680,445,2025-07,61945.66
M4277,Social Media,Student,3180.56,422201,18247,311,2025-07,28924.12
M4278,Display,Student,3963.5,53443,8756,1509,2025-07,120090.25
M4279,Referral,Small Business,21977.98,90277,29751,920,2025-09,160397.9
M4280,Email,Enterprise,11723.94,360273,2684,2637,2025-09,287735.21
M4281,Search,Returning Customer,7467.69,179077,7422,221,2025-02,25448.49
M4282,Social Media,New Customer,13020.06,452123,25265,1095,2025-08,79203.33
M4283,Referral,Small Business,9350.51,5705,23868,894,2025-11,180568.2
M4284,Display,Student,24348.11,53020,8534,1779,2025-06,288212.46
M4285,Search,Small Business,5005.01,232258,15749,893,2025-05,66786.82
M4286,Display,Student,13298.74,250905,1114,2822,2025-07,335261.69
M4287,Email,Returning Customer,8377.01,13637,16664,159,2025-03,29215.61
M4288,Search,New Customer,4211.32,246732,25525,217,2025-06,39168.49
M4289,Display,Small Business,17069.1,161827,6282,2685,2025-03,339116.09
M4290,Referral,Small Business,3510.74,318721,28006,1579,2025-05,272131.81
M4291,Email,Enterprise,6935.7,415590,18210,2519,2025-10,415578.17
M4292,Referral,Returning Customer,12235.24,290931,1441,1379,2025-12,60997.13
M4293,Social Media,Small Business,10651.98,468087,12332,2785,2025-06,435122.44
M4294,Referral,Small Business,22772.84,279954,5117,1422,2025-12,51278.26
M4295,Referral,Student,16309.17,184255,6634,2233,2025-04,457253.9
M4296,Display,Enterprise,1828.48,53949,2494,2986,2025-04,630299.41
M4297,Referral,Small Business,3665.94,142232,25115,2280,2025-12,83859.92
M4298,Search,Small Business,14696.98,176876,20018,782,2025-08,77787.95
M4299,Display,Returning Customer,5714.59,379508,6441,2361,2025-08,474645.95
M4300,Referral,Returning Customer,4973.16,233466,2524,1153,2025-05,200894.31
M4301,Social Media,Student,24690.15,349285,9023,2025,2025-08,226460.43
M4302,Display,New Customer,17766.09,71734,8544,1966,2025-12,164782.64
M4303,Display,New Customer,7631.46,189673,2623,527,2025-03,48167.71
M4304,Search,Enterprise,792.8,395591,3747,861,2025-10,45176.69
M4305,Search,Small Business,19898.1,452772,20293,533,2025-05,132987.82
M4306,Display,Small Business,14473.22,184317,22512,204,2025-05,36173.11
M4307,Search,New Customer,7852.18,227388,8530,1501,2025-04,223051.5
M4308,Search,Returning Customer,13230.42,137981,11883,600,2025-11,147969.56
M4309,Search,Returning Customer,22422.89,468005,28737,2071,2025-03,224593.91
M4310,Search,Small Business,1679.85,51885,10322,709,2025-06,156612.75
M4311,Search,Small Business,18326.57,442032,22250,89,2025-11,20071.08
M4312,Search,Small Business,21582.53,337797,25193,443,2025-06,23148.32
M4313,Social Media,Enterprise,13060.45,474261,27037,1639,2025-02,406394.91
M4314,Email,New Customer,24026.42,75692,29060,378,2025-12,73189.4
M4315,Search,Student,5868.71,55294,5908,2661,2025-02,272800.43
M4316,Search,Small Business,18058.36,92612,28529,2242,2025-11,259433.45
M4317,Email,Returning Customer,10679.05,134260,19200,378,2025-05,15480.74
M4318,Search,Returning Customer,9538.74,113872,7041,2576,2025-08,518894.59
M4319,Referral,Enterprise,15943.91,186171,26397,938,2025-08,87784.06
M4320,Social Media,Returning Customer,15275.18,137801,11730,2689,2025-04,274120.96
M4321,Referral,Small Business,9242.72,371963,28846,2960,2025-04,418175.8
M4322,Search,Enterprise,9449.88,137872,13999,752,2025-02,104367.81
M4323,Social Media,Small Business,12049.3,147550,19513,986,2025-03,70477.83
M4324,Referral,Student,24821.72,424600,14395,428,2025-01,11798.98
M4325,Referral,Enterprise,19982.71,104302,28429,86,2025-01,15959.91
M4326,Referral,Enterprise,9220.81,175025,14150,1543,2025-05,190447.46
M4327,Display,Student,9142.98,172529,4445,2050,2025-10,382680.36
M4328,Display,Returning Customer,22429.23,229928,26332,1657,2025-05,186011.33
M4329,Referral,Enterprise,19503.54,156164,1236,2947,2025-09,320334.23
M4330,Referral,Small Business,16373.37,291175,22507,344,2025-04,78765.6
M4331,Referral,Small Business,17881.76,407492,13963,691,2025-08,59042.04
M4332,Referral,New Customer,1519.17,233704,20790,2670,2025-07,296734.98
M4333,Social Media,Student,2406.44,494916,9533,648,2025-09,67778.62
M4334,Referral,Small Business,7961.7,320366,6814,1087,2025-09,74869.9
M4335,Referral,Enterprise,11867.55,152627,27781,1295,2025-11,91408.23
M4336,Referral,Returning Customer,17803.65,133612,5603,638,2025-07,151774.48
M4337,Email,Enterprise,19575.03,26861,502,1607,2025-04,74852.0
M4338,Email,Small Business,22131.27,4486,12138,2379,2025-02,439972.25
M4339,Referral,New Customer,6846.4,361135,9525,2444,2025-10,123703.76
M4340,Display,Returning Customer,18725.25,377663,17830,1378,2025-03,83399.45
M4341,Search,Small Business,24867.67,240789,10505,2980,2025-02,565760.4
M4342,Display,Student,5283.83,76033,10763,940,2025-06,156660.95
M4343,Display,Returning Customer,1835.83,217452,21395,2439,2025-12,255010.05
M4344,Email,Student,22423.25,281423,23010,2633,2025-04,210938.7
M4345,Social Media,New Customer,3458.95,176248,75,872,2025-07,103815.11
M4346,Search,Student,18022.43,249304,5062,161,2025-06,35641.18
M4347,Email,Enterprise,9744.4,235719,25500,2358,2025-10,443919.37
M4348,Referral,Small Business,8952.39,62208,26876,264,2025-10,59916.3
M4349,Email,Student,23520.67,68930,28034,1892,2025-06,169774.84
M4350,Search,New Customer,8843.44,25151,10676,1476,2025-06,191469.84
M4351,Email,Student,10250.43,306466,14533,1472,2025-05,257819.07
M4352,Email,Student,490.82,441991,4486,2211,2025-09,488484.3
M4353,Search,Returning Customer,4670.43,464980,3263,1903,2025-09,308391.73
M4354,Display,Enterprise,9101.05,324804,17995,1814,2025-04,65273.83
M4355,Social Media,Returning Customer,16681.8,459671,1540,1319,2025-04,165361.1
M4356,Search,Student,1691.94,188756,4958,2090,2025-09,456871.29
M4357,Referral,Returning Customer,8802.74,369321,7767,1896,2025-08,383797.61
M4358,Social Media,Enterprise,9195.23,255750,1411,1734,2025-09,416428.77
M4359,Referral,Student,19796.21,195318,4054,2210,2025-01,426944.62
M4360,Referral,New Customer,6947.12,343481,418,360,2025-11,22068.03
M4361,Search,Small Business,22308.73,460685,15098,41,2025-11,2884.02
M4362,Display,New Customer,23604.83,234453,17686,106,2025-11,10892.63
M4363,Referral,Small Business,5617.43,330219,12317,1848,2025-03,94069.74
M4364,Display,Student,9506.24,111794,11423,2256,2025-07,408335.24
M4365,Search,Enterprise,18363.15,252362,5769,459,2025-08,48486.2
M4366,Referral,Enterprise,6789.16,331419,25994,174,2025-04,12033.91
M4367,Referral,Returning Customer,20667.75,142754,24998,1009,2025-11,78772.71
M4368,Social Media,Student,24349.73,394592,12910,2368,2025-01,560468.37
M4369,Display,Returning Customer,15820.92,377868,18016,1330,2025-09,263540.8
M4370,Social Media,Enterprise,4116.34,426545,28637,2000,2025-07,194579.28
M4371,Display,Small Business,148.18,398880,18796,2916,2025-06,586228.42
M4372,Email,Student,10306.09,307357,15506,1548,2025-10,359219.85
M4373,Social Media,Student,5749.52,279927,20506,976,2025-07,193356.26
M4374,Display,Enterprise,19370.58,473602,24058,97,2025-01,10938.73
M4375,Display,New Customer,11798.13,143747,25946,2457,2025-06,159573.38
M4376,Search,New Customer,15842.51,29360,5357,2248,2025-12,454803.37
M4377,Display,New Customer,15195.9,195166,20254,1011,2025-01,37881.91
M4378,Search,Returning Customer,1003.66,211156,26870,1883,2025-01,168865.55
M4379,Email,Enterprise,17729.08,312072,4006,687,2025-10,29191.52
M4380,Referral,Returning Customer,20660.18,70385,29246,2005,2025-02,161329.59
M4381,Email,Enterprise,11833.54,112274,11505,1302,2025-12,124752.75
M4382,Referral,Small Business,14593.06,457427,26990,608,2025-07,65036.33
M4383,Referral,Small Business,3680.17,236004,15657,269,2025-09,15351.37
M4384,Email,Student,16502.07,226626,14129,60,2025-09,9782.04
M4385,Referral,New Customer,23496.74,22047,5572,2457,2025-11,593509.34
M4386,Display,Student,17827.69,15935,23898,210,2025-12,10698.31
M4387,Display,Small Business,460.36,402807,28208,1494,2025-11,276349.87
M4388,Social Media,Student,7804.61,318004,28466,368,2025-09,24153.05
M4389,Email,Small Business,23852.84,191477,7584,2062,2025-05,349850.42
M4390,Email,New Customer,16739.22,198328,19564,1168,2025-04,72332.11
M4391,Search,Returning Customer,8184.85,223154,23166,2393,2025-05,537880.09
M4392,Display,Enterprise,15051.25,402077,28664,270,2025-12,8187.8
M4393,Email,New Customer,4166.0,442781,28549,1226,2025-06,90708.71
M4394,Social Media,Returning Customer,23123.56,217069,18766,1211,2025-01,208722.45
M4395,Referral,Returning Customer,9810.41,198734,8258,1352,2025-02,238912.66
M4396,Search,Returning Customer,4883.09,204961,5481,861,2025-07,110190.55
M4397,Email,Student,1965.42,238106,13680,760,2025-01,60919.03
M4398,Referral,Student,970.97,151029,19236,2857,2025-09,471241.41
M4399,Social Media,New Customer,16162.12,148420,7478,2142,2025-01,531445.86
M4400,Email,Student,17067.73,229935,18852,1369,2025-09,231248.99
M4401,Search,Small Business,16497.77,403718,24678,2496,2025-07,162471.53
M4402,Email,New Customer,7921.79,143469,16680,211,2025-09,48777.29
M4403,Display,Student,19833.85,218677,23861,1722,2025-07,319733.27
M4404,Display,Student,21013.5,130991,9630,2040,2025-05,326238.33
M4405,Referral,Student,15116.54,241474,26801,115,2025-01,7456.47
M4406,Social Media,Small Business,15425.86,57205,29597,2122,2025-08,194834.98
M4407,Search,Student,4891.88,246688,1899,2134,2025-03,282641.88
M4408,Display,Returning Customer,21466.53,351305,8253,1583,2025-11,251748.06
M4409,Email,New Customer,2206.67,338570,22206,2000,2025-09,208227.1
M4410,Social Media,Small Business,20078.09,314572,22637,2836,2025-12,484428.5
M4411,Email,Student,10524.43,271161,17397,1027,2025-07,63741.02
M4412,Display,Enterprise,2543.77,302372,16830,656,2025-12,137474.94
M4413,Display,Enterprise,1628.88,217950,12716,1227,2025-10,77970.94
M4414,Email,Enterprise,24713.28,470625,17028,2850,2025-10,684339.31
M4415,Email,New Customer,14269.0,327745,26686,1485,2025-03,279240.3
M4416,Search,Returning Customer,11165.41,149213,1486,2784,2025-10,551993.29
M4417,Display,Returning Customer,23143.11,319111,26023,2372,2025-07,234551.84
M4418,Display,Student,11629.51,163205,2426,350,2025-10,33278.43
M4419,Search,Enterprise,21190.15,355526,20998,2041,2025-03,424988.22
M4420,Referral,Enterprise,21356.83,180357,10394,2635,2025-04,560486.74
M4421,Search,Enterprise,18776.6,235336,5178,1551,2025-12,243096.89
M4422,Search,Small Business,2468.36,288331,232,913,2025-05,101852.78
M4423,Social Media,New Customer,23870.75,490314,7803,2416,2025-12,364452.28
M4424,Display,New Customer,15720.03,271668,112,172,2025-03,31544.85
M4425,Referral,Enterprise,10271.68,288145,4699,2577,2025-04,521653.98
M4426,Social Media,Small Business,19184.4,456653,11799,242,2025-05,30588.09
M4427,Display,Small Business,1940.89,399192,7702,155,2025-02,31565.21
M4428,Search,Returning Customer,4544.26,17583,13363,1550,2025-06,262828.01
M4429,Search,Returning Customer,16972.72,233440,23199,209,2025-02,44900.17
M4430,Search,Small Business,15776.0,351417,567,2160,2025-02,443791.24
M4431,Search,New Customer,13157.47,169163,10021,1427,2025-03,167997.3
M4432,Display,Returning Customer,16897.6,121876,11357,2218,2025-05,439216.55
M4433,Social Media,Enterprise,23752.46,262660,8492,2344,2025-08,377626.96
M4434,Email,Returning Customer,3344.53,87492,16062,2368,2025-05,412624.52
M4435,Social Media,Enterprise,8636.72,289046,7481,329,2025-03,25070.57
M4436,Search,Small Business,7406.88,333912,6598,2546,2025-12,506832.27
M4437,Referral,Small Business,23387.01,155031,1533,2590,2025-03,132123.98
M4438,Display,Returning Customer,4761.54,320941,21274,1523,2025-08,104802.87
M4439,Search,Enterprise,9258.01,377392,10219,411,2025-05,42693.02
M4440,Referral,Small Business,22655.72,141665,24314,2196,2025-01,431033.33
M4441,Email,Returning Customer,16783.99,214439,2851,2086,2025-10,247117.29
M4442,Display,Enterprise,875.9,295142,6670,401,2025-02,65806.29
M4443,Referral,Returning Customer,24009.32,330625,16866,2409,2025-02,557541.73
M4444,Display,Student,1597.5,307356,25531,2045,2025-01,378865.33
M4445,Search,New Customer,13095.23,144758,5564,136,2025-02,28851.92
M4446,Search,Returning Customer,6129.06,66568,9077,1830,2025-04,100654.02
M4447,Email,Student,15833.49,242652,8165,2546,2025-01,98462.74
M4448,Email,Student,7162.22,150708,1009,2864,2025-03,227518.92
M4449,Email,Returning Customer,20457.64,176880,14361,2524,2025-01,572613.32
M4450,Referral,Returning Customer,14173.19,399288,20212,2579,2025-03,488029.81
M4451,Social Media,Student,7891.31,210029,11445,437,2025-02,48374.91
M4452,Referral,Small Business,21653.88,456002,20683,74,2025-04,17011.72
M4453,Display,Enterprise,19453.17,338294,9658,627,2025-10,108133.64
M4454,Display,Student,12379.15,84262,16375,2644,2025-02,542070.78
M4455,Referral,Student,12331.44,79079,28698,2580,2025-12,115518.09
M4456,Search,Small Business,11750.19,332026,4547,247,2025-07,52396.51
M4457,Email,Returning Customer,13547.78,123474,1769,2896,2025-03,391494.13
M4458,Referral,Enterprise,21468.33,467645,3708,644,2025-02,28377.22
M4459,Social Media,New Customer,1936.88,180527,26413,1452,2025-03,49008.03
M4460,Email,Returning Customer,9771.88,17109,17922,1829,2025-10,278828.22
M4461,Social Media,Enterprise,18778.17,137295,27857,376,2025-02,59058.38
M4462,Referral,Small Business,24105.04,423633,11586,1142,2025-07,75097.65
M4463,Search,Returning Customer,3913.54,88067,29037,838,2025-01,78808.96
M4464,Search,New Customer,1182.43,227945,11472,1074,2025-06,122150.36
M4465,Display,Enterprise,20146.98,408667,25864,1014,2025-11,27809.74
M4466,Search,Enterprise,24263.24,434633,16391,1355,2025-10,329689.51
M4467,Email,Student,17895.76,82021,24299,1893,2025-07,400682.81
M4468,Email,New Customer,13895.83,394744,23754,352,2025-04,28622.15
M4469,Referral,Small Business,5911.16,321222,7116,2165,2025-04,465466.23
M4470,Social Media,Student,23963.19,100001,23219,351,2025-04,56897.87
M4471,Social Media,Enterprise,18084.57,226180,5420,1820,2025-03,118752.48
M4472,Email,Small Business,17383.28,63760,15210,591,2025-08,119789.96
M4473,Display,Returning Customer,22060.77,82565,18089,2670,2025-03,124584.91
M4474,Search,Enterprise,21903.87,445810,1761,968,2025-12,116520.84
M4475,Display,Returning Customer,2108.96,148951,16074,31,2025-02,6037.03
M4476,Email,Returning Customer,597.04,174641,6377,301,2025-08,68304.62
M4477,Search,Small Business,5645.27,55612,21631,1169,2025-08,104754.06
M4478,Search,Small Business,22766.26,178238,14190,2879,2025-08,462806.71
M4479,Referral,Returning Customer,13387.87,48828,3541,875,2025-08,187656.26
M4480,Display,Returning Customer,16223.39,397143,29925,1496,2025-06,328764.77
M4481,Display,New Customer,8715.1,180096,8596,2255,2025-02,58082.11
M4482,Display,New Customer,10678.7,488668,16506,695,2025-08,32180.76
M4483,Display,Small Business,7570.58,377812,20173,2042,2025-03,137943.75
M4484,Social Media,New Customer,23514.83,414773,24359,1242,2025-03,34604.02
M4485,Search,New Customer,10360.16,199447,18364,2672,2025-10,604235.35
M4486,Referral,Small Business,20913.84,473798,19796,2044,2025-02,81641.87
M4487,Display,Student,3969.7,284891,10471,939,2025-07,216841.34
M4488,Referral,Student,7999.28,67696,9681,1357,2025-05,127335.17
M4489,Email,New Customer,4618.17,64937,4459,2566,2025-03,107129.39
M4490,Referral,New Customer,7406.27,463078,29525,1113,2025-12,122467.33
M4491,Display,Student,16723.4,440812,25738,1615,2025-08,304960.15
M4492,Email,Enterprise,3622.21,307231,6883,2566,2025-06,141996.77
M4493,Referral,New Customer,13445.79,165865,24937,460,2025-11,110246.54
M4494,Referral,Enterprise,177.8,339271,20324,2524,2025-05,163529.99
M4495,Display,Small Business,24579.29,95467,4403,2487,2025-04,565009.82
M4496,Referral,Small Business,986.12,430947,7333,1625,2025-01,45867.46
M4497,Referral,New Customer,18884.4,177441,22483,700,2025-10,133444.94
M4498,Search,New Customer,21744.47,198116,29246,423,2025-12,56850.36
M4499,Referral,Returning Customer,24906.13,484837,4274,2280,2025-11,450776.66
M4500,Search,Student,16288.08,430263,28323,1127,2025-01,194774.03
M4501,Email,Student,15203.76,315369,13554,1610,2025-05,111031.42
M4502,Email,Enterprise,13983.68,48475,27309,269,2025-12,9714.29
M4503,Display,Enterprise,19138.82,61386,13994,1544,2025-12,179071.33
M4504,Email,Enterprise,21781.21,265323,8712,206,2025-03,32004.1
M4505,Referral,Enterprise,13239.87,81805,12066,1604,2025-05,346825.29
M4506,Referral,New Customer,18032.01,130800,15115,2525,2025-07,197324.08
M4507,Email,Enterprise,24063.84,381590,10278,2926,2025-02,271496.24
M4508,Email,Small Business,2885.16,156557,8305,2535,2025-05,257280.54
M4509,Email,Enterprise,14784.2,422843,14037,1753,2025-10,329471.25
M4510,Display,Enterprise,1777.42,350600,9033,2228,2025-10,118740.32
M4511,Social Media,Small Business,10947.58,42139,21357,132,2025-03,18795.29
M4512,Display,New Customer,18181.1,19136,8514,2049,2025-07,323432.89
M4513,Referral,Student,9569.58,147599,9944,2867,2025-03,408181.74
M4514,Display,Returning Customer,2592.61,33712,23959,454,2025-09,66955.76
M4515,Referral,Enterprise,20764.53,24578,17412,844,2025-08,103508.64
M4516,Search,New Customer,6175.45,248820,24741,2979,2025-09,735442.8
M4517,Referral,Returning Customer,12608.26,63012,10771,1410,2025-07,178215.82
M4518,Display,Enterprise,3830.23,494398,23520,2170,2025-05,462854.93
M4519,Search,Enterprise,24734.34,69765,29133,2469,2025-01,369665.2
M4520,Social Media,Returning Customer,9629.41,453908,185,2868,2025-10,466189.55
M4521,Display,Small Business,20559.72,219158,20518,253,2025-10,52584.14
M4522,Display,Returning Customer,9675.36,281815,27757,1074,2025-06,264080.56
M4523,Email,Returning Customer,8806.34,7320,25571,697,2025-01,39601.27
M4524,Social Media,Enterprise,6088.32,399112,11872,2441,2025-07,380246.47
M4525,Referral,Returning Customer,10172.99,356917,12974,2630,2025-03,173649.0
M4526,Email,Returning Customer,21893.84,256990,9216,2606,2025-12,93185.67
M4527,Referral,New Customer,16575.23,202244,7705,351,2025-08,79719.01
M4528,Email,Enterprise,1421.93,261493,24073,2012,2025-12,500116.72
M4529,Search,Student,13572.99,201239,2388,1550,2025-10,279468.02
M4530,Social Media,Enterprise,12494.42,432304,13060,2175,2025-11,252906.86
M4531,Email,Student,17205.04,481007,24515,557,2025-06,108696.89
M4532,Social Media,Student,18907.44,226852,21059,387,2025-12,95641.82
M4533,Referral,Student,14186.76,166225,20950,1062,2025-06,245069.21
M4534,Social Media,Returning Customer,21909.9,382475,14271,1059,2025-05,232041.76
M4535,Referral,Small Business,16086.5,21585,24640,2371,2025-12,333643.77
M4536,Display,Small Business,8516.63,273993,11153,572,2025-05,42020.07
M4537,Referral,Student,9470.53,203024,20380,2877,2025-04,158449.07
M4538,Search,New Customer,21477.55,287965,968,51,2025-07,2093.69
M4539,Search,Small Business,6569.62,234057,1152,1721,2025-07,175091.12
M4540,Email,Enterprise,3649.31,376138,8265,1590,2025-07,54095.29
M4541,Social Media,Enterprise,18832.71,235794,12757,1085,2025-08,192099.44
M4542,Search,Returning Customer,10744.45,115747,9248,334,2025-06,70364.31
M4543,Social Media,New Customer,5744.08,232402,9959,240,2025-12,49035.4
M4544,Email,Small Business,20756.85,399916,2730,829,2025-11,36565.25
M4545,Search,Enterprise,4705.59,167808,13017,1204,2025-10,84295.39
M4546,Referral,Small Business,18337.65,224622,2892,571,2025-05,138696.37
M4547,Referral,Student,8570.58,273554,20047,2441,2025-02,608799.44
M4548,Social Media,Small Business,17837.69,266430,23729,2919,2025-01,711324.69
M4549,Email,Enterprise,19344.89,435475,16995,2270,2025-10,528316.4
M4550,Email,Returning Customer,4016.13,486503,9710,2481,2025-02,143159.3
M4551,Display,Enterprise,20637.97,179789,19076,1069,2025-08,216649.12
M4552,Display,New Customer,15499.44,326820,25790,2583,2025-06,188052.82
M4553,Referral,Student,21491.01,267969,6330,509,2025-10,42198.32
M4554,Search,Small Business,882.96,343854,6033,1805,2025-11,244539.89
M4555,Social Media,New Customer,18945.24,423925,14896,1631,2025-02,335447.04
M4556,Email,Small Business,24649.4,423996,12853,1434,2025-06,178835.81
M4557,Search,Student,17601.94,199898,7070,2496,2025-12,188876.21
M4558,Social Media,Enterprise,22953.22,481526,9611,1012,2025-05,232404.26
M4559,Display,Student,10427.42,69018,15343,1686,2025-10,150597.84
M4560,Display,New Customer,17569.94,352655,27897,1388,2025-09,276105.24
M4561,Search,Small Business,14223.53,216800,8864,1625,2025-11,320393.63
M4562,Display,Small Business,8446.87,222053,4580,1029,2025-01,46720.54
M4563,Search,Student,15617.81,252788,6529,2120,2025-11,265522.82
M4564,Display,Returning Customer,9085.02,337406,17815,1773,2025-01,96886.54
M4565,Display,New Customer,23739.24,434424,28210,388,2025-02,72872.1
M4566,Email,Returning Customer,19961.29,141745,27480,1326,2025-03,254663.07
M4567,Email,Enterprise,21784.74,426643,8054,1855,2025-10,172225.6
M4568,Search,Small Business,15929.22,430928,9136,288,2025-02,51368.11
M4569,Display,Enterprise,21027.36,384477,18785,234,2025-09,27736.98
M4570,Search,Student,9234.19,352185,7001,1630,2025-04,246443.18
M4571,Referral,Enterprise,16569.61,191952,18799,479,2025-09,85855.52
M4572,Referral,New Customer,8411.03,129303,26448,1711,2025-09,365843.93
M4573,Email,Student,14902.31,139190,17309,154,2025-05,20937.55
M4574,Display,Returning Customer,1878.66,199192,22131,2563,2025-12,468947.26
M4575,Email,Enterprise,19821.87,221279,21568,1842,2025-04,161073.72
M4576,Display,Returning Customer,10600.8,108389,5123,1901,2025-01,247227.96
M4577,Email,Student,24600.74,160474,18258,2892,2025-08,129119.67
M4578,Email,Small Business,21470.25,119911,7502,1874,2025-01,250243.72
M4579,Display,Student,15397.39,489980,25491,445,2025-04,48372.29
M4580,Social Media,Small Business,6719.91,256609,21791,2698,2025-07,626618.72
M4581,Social Media,Student,15784.23,43121,783,1411,2025-12,118536.06
M4582,Search,Enterprise,18942.13,243270,8487,2012,2025-09,500617.66
M4583,Search,Student,11858.28,253395,2231,2681,2025-08,194013.82
M4584,Display,Student,14852.84,221752,11704,1419,2025-07,226654.93
M4585,Display,Returning Customer,21919.68,192679,16632,2550,2025-05,251538.04
M4586,Referral,Returning Customer,3516.17,267944,28422,2856,2025-10,649907.84
M4587,Search,New Customer,12537.0,386432,12001,1269,2025-01,169500.84
M4588,Referral,Student,21659.68,369842,13798,77,2025-02,6487.81
M4589,Display,New Customer,9839.78,298597,6377,2234,2025-02,140852.78
M4590,Email,New Customer,22113.86,365911,17646,2407,2025-08,464823.79
M4591,Referral,Small Business,13999.31,31026,10596,129,2025-04,29140.0
M4592,Search,New Customer,10093.69,26876,21588,2860,2025-01,564912.89
M4593,Search,Small Business,24789.87,336973,19490,2269,2025-02,321550.79
M4594,Referral,Returning Customer,4130.75,201510,3391,580,2025-08,134646.5
M4595,Referral,Small Business,8747.51,246820,25597,2176,2025-07,304953.87
M4596,Referral,Student,5572.84,406518,9234,2063,2025-07,154325.17
M4597,Search,New Customer,24578.0,308486,5462,1748,2025-09,135472.67
M4598,Search,Student,3840.94,283245,19272,1709,2025-07,289308.89
M4599,Search,Small Business,3071.82,46678,8783,342,2025-11,71213.67
M4600,Social Media,Small Business,6671.43,478977,15089,2815,2025-07,512865.09
M4601,Social Media,Small Business,15253.84,255373,4218,888,2025-08,46767.65
M4602,Social Media,Returning Customer,6693.02,184950,24179,865,2025-04,111552.75
M4603,Display,New Customer,8244.94,264650,29898,515,2025-07,20343.77
M4604,Social Media,Returning Customer,13399.17,479686,10519,600,2025-03,139246.3
M4605,Display,Enterprise,15938.89,73975,616,176,2025-03,8487.82
M4606,Social Media,Student,14537.1,60207,21606,2486,2025-12,572176.58
M4607,Referral,Small Business,15412.7,307709,4748,2697,2025-11,284569.65
M4608,Search,Enterprise,16805.55,413010,14587,159,2025-05,24893.71
M4609,Search,Enterprise,21943.81,454555,11555,544,2025-04,99871.36
M4610,Referral,Small Business,16909.56,422801,3722,1331,2025-08,282974.17
M4611,Referral,Small Business,18051.55,13672,5983,619,2025-09,114830.22
M4612,Social Media,Enterprise,9973.28,287828,25946,599,2025-01,82918.21
M4613,Social Media,Enterprise,23621.96,127188,20412,2102,2025-09,176301.15
M4614,Search,Returning Customer,20225.54,70200,9071,2637,2025-01,185096.58
M4615,Display,Returning Customer,14610.88,165216,705,966,2025-01,172107.74
M4616,Referral,Student,11265.84,478061,4920,1559,2025-06,179213.26
