LoanID,CustomerAge,AnnualIncome,LoanAmount,CreditScore,EmploymentYears,DebtToIncome,LoanPurpose,Defaulted
413917,33,61547,50556,725,23,0.17,Education,0
413918,66,47063,47374,666,4,0.13,Education,0
413919,44,55511,53259,658,28,0.45,Business,0
413920,70,145143,41760,747,20,0.08,Home Improvement,0
413921,66,159442,17551,741,7,0.09,Medical,0
413922,44,139737,18183,696,2,0.09,Home Improvement,0
413923,68,65084,39498,615,3,0.11,Education,0
413924,68,43060,49211,792,18,0.16,Home Improvement,0
413925,74,174554,15152,780,3,0.51,Medical,1
413926,62,70828,35694,819,24,0.52,Medical,0
413927,73,30578,50953,537,20,0.42,Home Improvement,0
413928,23,108821,10389,649,29,0.09,Business,0
413929,40,36571,6444,776,33,0.06,Medical,0
413930,23,163505,53450,726,22,0.19,Debt Consolidation,0
413931,57,68175,14897,553,31,0.57,Business,0
413932,30,179985,51333,731,23,0.4,Auto,1
413933,46,74349,29799,821,6,0.25,Business,0
413934,57,170401,29437,774,2,0.42,Home Improvement,1
413935,36,92222,57669,755,27,0.27,Auto,0
413936,62,96745,57445,541,8,0.3,Home Improvement,0
413937,24,89400,46993,617,31,0.15,Auto,1
413938,70,109824,38440,641,15,0.48,Medical,0
413939,57,110276,45764,696,30,0.18,Debt Consolidation,0
413940,61,77042,18746,736,2,0.11,Business,0
413941,53,166132,3126,796,27,0.6,Auto,0
413942,56,151926,42402,757,11,0.19,Education,0
413943,73,112009,59699,690,3,0.14,Medical,0
413944,54,138896,49864,645,30,0.58,Business,0
413945,30,86858,5008,779,3,0.06,Business,0
413946,43,154630,8104,836,10,0.12,Auto,0
413947,65,47176,16385,744,2,0.07,Auto,0
413948,37,173054,31577,842,23,0.28,Education,0
413949,28,53272,3105,622,25,0.58,Auto,0
413950,51,118722,36632,712,6,0.43,Debt Consolidation,0
413951,54,50509,13969,849,7,0.25,Business,0
413952,21,107624,43543,566,24,0.19,Business,1
413953,40,172031,13312,828,24,0.16,Debt Consolidation,0
413954,56,113375,30677,782,3,0.26,Medical,0
413955,25,108921,10724,605,4,0.63,Home Improvement,0
413956,47,123253,14294,652,5,0.64,Medical,0
413957,66,170570,52457,752,14,0.33,Auto,0
413958,34,92333,48971,612,4,0.22,Medical,0
413959,54,78378,6004,831,16,0.64,Business,1
413960,46,137479,3021,652,2,0.25,Medical,0
413961,51,128619,15883,549,23,0.27,Business,0
413962,64,165588,33107,705,9,0.07,Business,0
413963,22,72682,23073,745,34,0.28,Education,0
413964,65,114026,4761,708,2,0.12,Medical,0
413965,48,75576,5424,657,25,0.37,Debt Consolidation,0
413966,42,35250,38118,823,10,0.44,Business,0
413967,74,66533,17109,849,10,0.53,Business,0
413968,28,52268,43414,798,2,0.08,Education,0
413969,71,67808,50059,525,11,0.37,Home Improvement,1
413970,68,81827,22391,802,6,0.15,Auto,0
413971,42,137928,50823,699,17,0.26,Medical,0
413972,31,52557,18601,631,26,0.39,Auto,0
413973,21,128863,33811,734,11,0.34,Home Improvement,0
413974,69,135070,58707,681,1,0.54,Medical,0
413975,26,60794,12720,768,24,0.49,Auto,0
413976,42,73887,31092,600,23,0.34,Education,1
413977,22,45931,48448,699,24,0.52,Debt Consolidation,0
413978,46,155005,36357,550,8,0.61,Education,0
413979,27,68798,51271,797,23,0.54,Business,0
413980,53,141168,11348,652,26,0.24,Education,0
413981,36,79165,46982,848,31,0.49,Business,1
413982,33,83874,45829,793,34,0.26,Home Improvement,0
413983,52,27811,10117,796,24,0.42,Auto,0
413984,23,152104,55997,836,8,0.47,Debt Consolidation,0
413985,41,157427,34348,775,31,0.24,Education,0
413986,51,83335,3113,820,5,0.4,Debt Consolidation,0
413987,44,151872,20700,589,34,0.37,Auto,1
413988,27,93562,50398,627,28,0.41,Home Improvement,0
413989,70,71788,19581,548,7,0.19,Auto,0
413990,59,179204,35149,630,7,0.6,Medical,0
413991,64,172134,47169,622,28,0.21,Debt Consolidation,0
413992,28,29432,6634,691,18,0.09,Medical,0
413993,73,102240,54646,647,34,0.48,Debt Consolidation,1
413994,26,160815,58516,553,5,0.52,Business,0
413995,34,92165,47183,691,12,0.09,Education,0
413996,40,157010,56706,842,3,0.21,Education,0
413997,22,174687,59006,577,31,0.06,Education,0
413998,34,121660,21858,532,10,0.08,Business,1
413999,55,74798,16596,804,29,0.36,Debt Consolidation,0
414000,45,71701,31633,698,6,0.49,Debt Consolidation,0
414001,67,165812,5734,693,13,0.47,Education,0
414002,38,132917,39925,542,0,0.47,Education,0
414003,60,59575,44586,610,17,0.34,Debt Consolidation,1
414004,28,65078,59113,627,0,0.21,Business,0
414005,26,158892,18355,830,5,0.49,Debt Consolidation,1
414006,48,103636,41399,830,6,0.19,Auto,0
414007,29,174080,35108,730,9,0.18,Business,0
414008,45,79234,48838,579,9,0.45,Business,0
414009,27,122274,3031,672,27,0.41,Debt Consolidation,0
414010,55,137089,16375,693,25,0.56,Debt Consolidation,1
414011,36,99226,58293,565,23,0.2,Medical,0
414012,40,35560,28904,602,31,0.12,Medical,0
414013,27,140161,3735,670,21,0.26,Business,1
414014,38,149195,9060,562,4,0.55,Medical,1
414015,39,137913,14701,540,22,0.48,Auto,0
414016,22,112367,18273,619,18,0.22,Debt Consolidation,0
414017,49,85593,20924,606,12,0.15,Auto,0
414018,48,152068,39595,843,13,0.56,Debt Consolidation,0
414019,35,76243,13325,535,10,0.08,Home Improvement,1
414020,50,52321,8362,603,30,0.44,Debt Consolidation,0
414021,24,136824,27864,706,34,0.58,Medical,1
414022,28,128211,17945,732,32,0.6,Auto,0
414023,39,105384,35977,568,34,0.36,Home Improvement,0
414024,50,49014,26360,559,5,0.05,Education,0
414025,46,169198,3063,631,9,0.17,Debt Consolidation,0
414026,29,144885,24752,566,7,0.49,Business,0
414027,63,129711,54681,634,15,0.37,Auto,0
414028,48,76707,12487,806,9,0.13,Business,0
414029,27,140419,25212,719,22,0.63,Home Improvement,0
414030,53,49713,4829,548,15,0.54,Home Improvement,0
414031,70,170672,25697,653,8,0.47,Education,0
414032,24,46766,24145,530,33,0.61,Home Improvement,1
414033,28,159306,38159,583,12,0.42,Medical,1
414034,71,85579,33203,843,11,0.35,Auto,0
414035,54,63343,47386,688,27,0.32,Education,0
414036,30,95089,41122,678,29,0.55,Medical,1
414037,56,139358,44652,665,29,0.14,Home Improvement,0
414038,49,172713,34825,553,18,0.28,Home Improvement,0
414039,63,167057,54242,830,8,0.57,Medical,0
414040,24,61179,48056,686,2,0.07,Home Improvement,0
414041,55,134014,36620,732,2,0.14,Education,0
414042,48,115964,13341,551,10,0.47,Debt Consolidation,0
414043,42,55065,19591,629,30,0.11,Business,0
414044,73,93606,37286,590,20,0.2,Medical,0
414045,71,161172,55823,745,26,0.63,Debt Consolidation,0
414046,46,65819,51736,551,27,0.16,Auto,0
414047,26,159637,22881,635,27,0.19,Home Improvement,0
414048,44,65612,34616,832,8,0.2,Education,0
414049,24,129434,37008,528,0,0.08,Business,0
414050,66,48870,55655,626,21,0.55,Business,0
414051,36,95430,32995,808,22,0.19,Auto,0
414052,27,78458,51475,525,17,0.42,Debt Consolidation,0
414053,27,42833,23452,607,34,0.29,Debt Consolidation,1
414054,57,124701,59613,639,29,0.4,Business,0
414055,24,89087,57859,662,8,0.25,Auto,0
414056,43,111830,44229,532,12,0.06,Auto,0
414057,52,66055,47709,661,33,0.41,Debt Consolidation,0
414058,74,77352,14863,533,0,0.52,Medical,1
414059,41,115378,2473,756,13,0.29,Medical,0
414060,31,93187,31977,686,0,0.23,Auto,1
414061,36,155781,29179,788,26,0.28,Medical,0
414062,60,61888,58442,686,6,0.09,Auto,0
414063,41,88914,13828,723,7,0.63,Home Improvement,0
414064,25,76579,29749,833,15,0.29,Debt Consolidation,0
414065,67,134804,26068,628,22,0.23,Debt Consolidation,0
414066,31,25409,21268,740,29,0.21,Education,0
414067,64,165807,10964,787,8,0.15,Debt Consolidation,0
414068,74,52562,15585,623,19,0.61,Debt Consolidation,0
414069,44,151130,17037,806,32,0.45,Education,0
414070,55,95570,56633,707,27,0.56,Auto,0
414071,67,58805,6692,756,32,0.63,Business,1
414072,68,43384,9602,773,25,0.2,Auto,1
414073,46,134218,13544,615,32,0.39,Medical,0
414074,49,129818,38093,532,12,0.6,Education,1
414075,35,114954,18764,554,26,0.36,Home Improvement,0
414076,27,171129,20745,771,30,0.52,Home Improvement,0
414077,37,37545,55177,660,19,0.45,Debt Consolidation,0
414078,57,27636,44597,825,14,0.58,Education,1
414079,28,93199,12109,554,4,0.62,Education,0
414080,61,111208,26013,591,25,0.1,Business,0
414081,21,59502,26424,691,6,0.1,Auto,1
414082,52,44440,10042,752,17,0.12,Debt Consolidation,0
414083,23,72050,42039,725,21,0.54,Home Improvement,0
414084,53,141645,14969,626,30,0.32,Home Improvement,0
414085,36,74201,24319,713,21,0.52,Debt Consolidation,0
414086,48,128406,34568,823,12,0.45,Education,0
414087,63,136428,8557,662,0,0.53,Business,0
414088,44,107712,4901,815,13,0.39,Auto,0
414089,56,162888,45281,542,1,0.34,Education,1
414090,54,41173,29593,534,6,0.65,Debt Consolidation,1
414091,56,25651,6567,732,30,0.06,Debt Consolidation,0
414092,30,129201,48939,670,14,0.37,Business,0
414093,70,158487,13375,740,8,0.59,Medical,0
414094,46,30603,6936,605,31,0.08,Home Improvement,0
414095,69,168102,7080,845,1,0.52,Education,0
414096,33,74599,2442,758,6,0.25,Business,0
414097,28,135041,25183,531,17,0.39,Education,0
414098,52,116768,31114,721,26,0.59,Debt Consolidation,0
414099,32,171013,6106,790,17,0.46,Business,1
414100,62,56762,20352,793,33,0.13,Education,0
414101,21,39719,12430,716,8,0.28,Business,0
414102,63,94621,6616,726,4,0.39,Home Improvement,1
414103,67,49895,19979,611,12,0.32,Debt Consolidation,0
414104,47,55543,31256,848,34,0.21,Education,0
414105,38,135768,40447,600,3,0.42,Education,0
414106,30,44032,14081,548,19,0.44,Education,1
414107,37,27020,41614,707,27,0.51,Home Improvement,0
414108,40,166626,46221,765,28,0.09,Home Improvement,0
414109,70,87535,19440,753,29,0.57,Debt Consolidation,0
414110,70,175044,22848,814,6,0.23,Auto,0
414111,32,136873,39378,529,12,0.32,Education,0
414112,37,34958,54928,751,23,0.62,Home Improvement,0
414113,41,151797,58355,714,29,0.22,Auto,0
414114,62,26339,53321,689,33,0.49,Medical,0
414115,63,65756,56035,661,15,0.1,Education,0
414116,73,156350,34791,806,22,0.35,Debt Consolidation,0
414117,49,175835,41772,685,8,0.44,Education,0
414118,65,165179,4421,751,24,0.5,Business,0
414119,69,34505,8271,633,11,0.07,Auto,0
414120,36,102983,55025,842,9,0.29,Auto,0
414121,23,75714,26452,532,13,0.12,Debt Consolidation,0
414122,32,40824,43064,764,29,0.12,Auto,0
414123,29,68896,45195,666,4,0.53,Auto,0
414124,69,137297,33457,617,15,0.59,Medical,0
414125,73,86068,56954,696,5,0.05,Debt Consolidation,0
414126,73,165571,42587,758,12,0.59,Auto,0
414127,66,33350,19866,828,29,0.48,Business,0
414128,32,123951,45989,738,29,0.43,Medical,0
414129,56,104703,24396,653,30,0.35,Business,0
414130,42,154931,44198,783,25,0.62,Auto,0
414131,60,113801,41719,596,13,0.62,Business,1
414132,61,154606,9869,554,28,0.56,Home Improvement,0
414133,43,128793,8800,521,16,0.61,Medical,0
414134,37,57098,40636,535,24,0.54,Home Improvement,1
414135,36,118341,22089,812,34,0.55,Business,1
414136,39,73852,21623,691,34,0.09,Medical,0
414137,34,121197,34841,711,10,0.27,Home Improvement,0
414138,54,106677,30698,743,27,0.13,Home Improvement,0
414139,48,116680,35034,832,4,0.48,Auto,0
414140,45,176797,57225,614,23,0.57,Medical,1
414141,61,41813,34113,660,0,0.19,Business,0
414142,62,53799,27151,833,25,0.11,Debt Consolidation,1
414143,72,138773,16313,647,27,0.63,Auto,1
414144,25,151032,10901,576,7,0.26,Medical,0
414145,22,33253,54595,727,20,0.46,Business,0
414146,74,92320,26135,545,34,0.11,Business,1
414147,72,131139,11870,843,4,0.22,Home Improvement,0
414148,46,117052,34592,819,32,0.63,Business,0
414149,50,141156,42831,813,26,0.19,Auto,0
414150,52,55047,42138,799,12,0.15,Medical,0
414151,68,125430,24766,640,20,0.13,Business,0
414152,27,28897,24811,670,1,0.13,Home Improvement,0
414153,68,119232,22393,756,6,0.59,Debt Consolidation,0
414154,54,113803,34584,706,20,0.34,Business,0
414155,40,112382,57539,552,33,0.14,Medical,0
414156,23,92580,5217,770,3,0.18,Education,0
414157,59,121737,9163,713,29,0.1,Education,1
414158,31,176029,33755,674,23,0.51,Medical,0
414159,25,67745,34204,733,32,0.24,Debt Consolidation,0
414160,41,44103,17075,762,22,0.18,Medical,0
414161,38,51647,23997,594,33,0.47,Debt Consolidation,1
414162,24,174782,30629,759,11,0.27,Medical,1
414163,31,83790,48044,553,23,0.55,Auto,0
414164,41,117385,54386,736,20,0.51,Business,0
414165,63,157996,26157,841,4,0.46,Auto,0
414166,30,163975,45712,815,20,0.49,Auto,0
414167,63,142563,27467,785,4,0.2,Medical,0
414168,39,97906,26952,789,2,0.31,Medical,0
414169,74,171927,28934,848,4,0.46,Debt Consolidation,0
414170,59,75759,5774,743,15,0.13,Business,1
414171,45,66789,5793,677,19,0.57,Education,0
414172,69,83655,28063,778,21,0.39,Debt Consolidation,0
414173,49,102265,35647,664,18,0.52,Business,0
414174,27,26106,47976,605,2,0.19,Medical,1
414175,54,78190,36458,701,12,0.64,Home Improvement,0
414176,24,45350,41411,827,27,0.08,Education,0
414177,73,107935,50012,766,4,0.22,Business,0
414178,62,170509,31543,601,8,0.06,Home Improvement,0
414179,40,58384,25779,669,10,0.18,Education,0
414180,73,90232,8676,534,29,0.18,Business,0
414181,47,85194,25046,655,28,0.61,Medical,0
414182,35,55024,6307,644,34,0.41,Education,0
414183,48,71079,13656,822,22,0.1,Business,0
414184,66,176854,31894,603,22,0.18,Education,0
414185,71,83932,32977,707,3,0.27,Education,0
414186,44,46384,18400,577,13,0.07,Business,1
414187,57,69885,49528,627,0,0.41,Auto,0
414188,69,147016,43474,558,18,0.63,Medical,0
414189,30,41672,35433,550,12,0.28,Auto,0
414190,61,72725,45848,597,27,0.07,Debt Consolidation,0
414191,25,64520,13301,819,9,0.24,Medical,0
414192,74,146477,6369,766,26,0.14,Auto,0
414193,70,128360,59028,821,19,0.22,Debt Consolidation,0
414194,62,85415,13557,538,23,0.24,Home Improvement,0
414195,30,34672,35254,534,22,0.19,Business,0
414196,72,176638,51299,823,13,0.49,Debt Consolidation,0
414197,22,120132,11435,761,5,0.5,Debt Consolidation,0
414198,73,33721,22379,555,25,0.15,Medical,0
414199,38,83351,15693,553,19,0.07,Medical,0
414200,38,172655,22785,735,26,0.3,Business,0
414201,42,31712,23912,661,12,0.52,Business,1
414202,48,127665,30499,716,21,0.35,Medical,0
414203,71,140234,30566,584,32,0.49,Business,1
414204,67,57591,11037,682,15,0.46,Home Improvement,0
414205,24,66348,37104,627,12,0.23,Business,0
414206,67,90815,39015,709,3,0.6,Debt Consolidation,0
414207,40,153505,18551,612,15,0.51,Education,1
414208,58,127131,20179,742,26,0.37,Home Improvement,0
414209,47,54605,50760,825,1,0.09,Business,0
414210,21,105487,31624,800,24,0.11,Auto,0
414211,33,149657,59708,580,25,0.16,Debt Consolidation,1
414212,74,167998,33822,760,11,0.6,Education,0
414213,43,60139,46205,589,16,0.51,Education,1
414214,56,175942,49722,796,25,0.52,Business,1
414215,55,85881,40610,835,17,0.11,Medical,0
414216,69,173513,35750,593,27,0.23,Debt Consolidation,0
414217,27,125173,59263,691,29,0.63,Education,1
414218,52,173817,10453,687,18,0.64,Debt Consolidation,0
414219,60,103673,6068,565,17,0.38,Home Improvement,0
414220,69,136062,14597,551,30,0.61,Auto,0
414221,52,75004,10078,561,2,0.47,Home Improvement,1
414222,72,55976,10528,631,9,0.61,Home Improvement,1
414223,30,62501,37470,613,16,0.38,Education,1
414224,39,54431,6890,709,6,0.13,Business,0
414225,66,129732,57111,825,33,0.56,Home Improvement,0
414226,24,120928,33085,610,22,0.55,Home Improvement,1
414227,26,99942,20654,843,7,0.09,Home Improvement,0
414228,34,172375,24655,559,20,0.32,Auto,0
414229,60,55070,53622,745,13,0.54,Business,0
414230,50,173003,46538,800,25,0.39,Auto,0
414231,51,42968,39545,629,34,0.21,Debt Consolidation,0
414232,65,69901,28807,799,19,0.33,Home Improvement,0
414233,72,74402,49888,670,20,0.55,Debt Consolidation,0
414234,35,118091,2367,820,0,0.11,Home Improvement,0
414235,38,25300,14822,640,5,0.43,Education,0
414236,42,125209,46387,844,11,0.6,Debt Consolidation,0
414237,73,151113,54012,840,24,0.4,Medical,1
414238,24,48872,52105,689,28,0.37,Education,0
414239,41,99265,23430,528,14,0.64,Auto,1
414240,45,147436,34886,536,10,0.24,Home Improvement,1
414241,31,71085,12929,742,14,0.52,Medical,0
414242,61,176737,15403,589,31,0.06,Auto,0
414243,34,64572,12128,691,34,0.28,Home Improvement,0
414244,32,103634,50485,593,0,0.1,Home Improvement,0
414245,39,31050,38834,726,13,0.23,Home Improvement,0
414246,32,86159,53300,648,5,0.47,Business,0
414247,28,36032,34924,543,15,0.21,Auto,1
414248,22,161656,56875,647,32,0.05,Debt Consolidation,0
414249,53,141134,2280,634,20,0.42,Business,0
414250,48,79210,22879,655,21,0.13,Medical,0
414251,31,36494,31506,602,11,0.42,Debt Consolidation,1
414252,46,134385,29452,549,1,0.07,Debt Consolidation,0
414253,52,175085,8685,755,8,0.59,Debt Consolidation,0
414254,68,156764,38223,617,23,0.08,Debt Consolidation,1
414255,42,121056,55548,563,10,0.58,Auto,1
414256,33,73612,46443,649,33,0.63,Business,0
414257,57,165963,57460,731,24,0.33,Education,0
414258,24,166888,12304,527,16,0.29,Business,1
414259,25,143386,46269,598,26,0.39,Debt Consolidation,0
414260,28,131709,4190,733,7,0.08,Medical,0
414261,60,161865,56488,521,5,0.63,Home Improvement,1
414262,47,56713,30371,542,5,0.19,Education,0
414263,61,133572,46236,792,15,0.44,Home Improvement,0
414264,33,163645,40402,596,33,0.28,Business,1
414265,40,92042,28814,529,21,0.56,Medical,0
414266,42,118933,14797,753,11,0.47,Education,0
414267,40,135331,36869,775,20,0.63,Education,0
414268,67,109857,23022,612,6,0.45,Medical,0
414269,52,140510,56704,664,6,0.2,Debt Consolidation,0
414270,39,72561,49880,594,34,0.12,Auto,1
414271,72,32595,10346,628,27,0.64,Medical,1
414272,48,94125,35489,844,22,0.46,Auto,0
414273,60,123066,20351,835,13,0.24,Home Improvement,0
414274,56,72371,20718,560,20,0.54,Debt Consolidation,0
414275,50,83784,28431,653,1,0.45,Home Improvement,0
414276,57,143489,42817,848,24,0.34,Debt Consolidation,0
414277,49,69523,52019,781,0,0.45,Business,0
414278,66,109823,30864,584,0,0.44,Education,0
414279,58,102342,9645,560,19,0.63,Debt Consolidation,1
414280,24,175702,53373,640,13,0.5,Medical,1
414281,48,91806,7289,616,0,0.48,Education,1
414282,33,151587,27669,769,33,0.47,Debt Consolidation,0
414283,40,165927,4747,554,10,0.07,Auto,1
414284,58,31609,55152,618,20,0.09,Medical,0
414285,44,40123,27114,579,12,0.25,Auto,0
414286,54,132473,50635,708,24,0.14,Education,0
414287,31,129348,35252,643,26,0.49,Debt Consolidation,0
414288,23,39323,32788,795,22,0.14,Education,1
414289,59,41880,35219,655,11,0.56,Education,1
414290,74,42688,35870,572,29,0.6,Auto,0
414291,61,173414,47517,630,11,0.11,Home Improvement,0
414292,22,65770,4353,570,5,0.63,Education,0
414293,30,27108,16627,838,24,0.11,Auto,1
414294,49,113906,17809,690,24,0.48,Auto,1
414295,66,54917,28089,539,29,0.63,Education,0
414296,24,42267,22146,782,14,0.1,Medical,0
414297,32,158855,18878,663,11,0.65,Auto,0
414298,34,149983,40512,744,10,0.49,Auto,1
414299,33,50220,32226,703,19,0.45,Business,0
414300,45,51243,35632,796,30,0.24,Debt Consolidation,0
414301,51,68907,46103,630,4,0.28,Debt Consolidation,0
414302,49,153464,11776,563,5,0.27,Medical,0
414303,26,126773,30734,781,34,0.55,Auto,0
414304,64,112296,30873,542,20,0.36,Education,0
414305,65,111046,16604,711,6,0.6,Medical,0
414306,27,44339,54822,822,15,0.36,Business,0
414307,21,168495,6673,635,1,0.12,Auto,0
414308,37,178277,29565,829,6,0.28,Home Improvement,0
414309,50,171914,13520,599,27,0.36,Debt Consolidation,1
414310,50,113038,56645,609,11,0.48,Education,1
414311,37,152936,19266,609,31,0.44,Auto,1
414312,52,131829,25596,524,4,0.52,Auto,0
414313,22,87182,15330,531,17,0.18,Business,1
414314,65,57230,22152,644,13,0.63,Medical,0
414315,67,137291,16460,795,5,0.42,Home Improvement,1
414316,43,28859,27030,569,23,0.47,Auto,0
414317,66,66407,50056,671,28,0.08,Home Improvement,0
414318,58,164172,38926,836,0,0.51,Auto,0
414319,43,119221,41944,770,2,0.18,Debt Consolidation,0
414320,30,30503,55558,532,32,0.47,Auto,0
414321,48,100002,29203,735,27,0.41,Auto,0
414322,23,73380,46580,836,25,0.39,Education,0
414323,50,114926,6493,541,26,0.65,Education,0
414324,56,43970,45541,713,19,0.41,Debt Consolidation,0
414325,34,141641,9243,520,20,0.35,Home Improvement,0
414326,30,176620,51071,579,2,0.51,Education,1
414327,57,57167,7275,571,13,0.42,Auto,0
414328,63,37776,31705,708,9,0.13,Auto,0
414329,72,132033,4796,616,16,0.58,Business,0
414330,37,163440,54794,800,25,0.41,Business,0
414331,38,107866,41935,542,8,0.31,Business,0
414332,43,58724,43276,824,31,0.26,Medical,0
414333,73,93568,34623,627,33,0.29,Medical,0
414334,23,36242,43767,812,7,0.39,Business,0
414335,60,130835,18993,537,32,0.44,Education,0
414336,66,39524,4372,825,3,0.52,Education,1
414337,62,89251,17252,744,15,0.55,Auto,1
414338,65,145210,56587,746,22,0.48,Auto,1
414339,66,101834,20816,748,25,0.47,Home Improvement,0
414340,35,150081,37007,702,14,0.18,Education,0
414341,26,120212,24944,779,11,0.6,Business,0
414342,72,130659,19944,807,14,0.1,Debt Consolidation,0
414343,21,47002,56131,790,10,0.54,Business,0
414344,71,144468,5883,695,14,0.57,Debt Consolidation,0
414345,70,156016,30393,831,11,0.52,Auto,0
414346,36,160739,56167,604,19,0.43,Auto,0
414347,61,158563,8761,565,10,0.55,Business,1
414348,71,98500,19799,645,9,0.46,Auto,1
414349,44,103836,13037,545,24,0.58,Education,0
414350,56,161946,5405,739,10,0.28,Business,0
414351,38,139859,5037,534,28,0.6,Medical,1
414352,72,126625,16088,613,29,0.2,Home Improvement,0
414353,24,80059,40103,585,24,0.51,Debt Consolidation,0
414354,25,50167,15312,784,11,0.07,Education,0
414355,71,42589,37731,724,31,0.51,Medical,0
414356,66,51080,50932,550,0,0.2,Business,0
414357,57,107359,18669,556,22,0.65,Auto,0
414358,26,63567,7179,686,11,0.38,Auto,0
414359,71,27965,39503,766,29,0.4,Education,0
414360,22,137206,56638,838,26,0.18,Education,0
414361,29,131171,27976,718,1,0.14,Home Improvement,0
414362,44,48971,14397,570,25,0.19,Auto,0
414363,52,62105,43399,577,34,0.37,Education,0
414364,74,120265,5417,728,11,0.14,Medical,0
414365,41,124576,28061,715,6,0.26,Auto,0
414366,63,176640,51907,724,14,0.33,Auto,0
414367,24,33737,53173,750,10,0.59,Education,0
414368,52,56060,24469,646,14,0.11,Debt Consolidation,0
414369,74,31810,59807,720,7,0.29,Education,0
414370,66,121247,13095,687,22,0.42,Auto,0
414371,36,83764,26166,698,12,0.39,Home Improvement,0
414372,53,51828,15186,793,14,0.5,Auto,0
414373,59,126132,45519,789,15,0.29,Auto,0
414374,22,175573,18682,558,16,0.06,Home Improvement,0
414375,33,80940,15792,676,19,0.33,Medical,0
414376,69,91889,18728,829,31,0.14,Auto,0
414377,69,25481,31095,659,9,0.23,Debt Consolidation,0
414378,22,63735,54535,844,1,0.06,Auto,0
414379,31,87982,11285,819,24,0.48,Auto,0
414380,39,73981,15338,782,8,0.13,Home Improvement,1
414381,39,161505,42033,826,29,0.6,Home Improvement,0
414382,30,110564,55340,721,5,0.58,Business,0
414383,28,142619,22369,790,6,0.21,Medical,0
414384,69,143163,41095,583,26,0.49,Business,0
414385,57,65512,20208,675,4,0.42,Auto,0
414386,33,60912,2048,587,15,0.33,Medical,0
414387,57,152858,32147,762,24,0.37,Medical,0
414388,54,165437,28396,702,16,0.14,Auto,0
414389,54,42786,25228,765,31,0.64,Business,0
414390,70,165382,37398,738,12,0.55,Home Improvement,1
414391,61,101176,44313,526,27,0.45,Auto,0
414392,30,88604,34039,573,17,0.63,Auto,1
414393,61,132151,10703,749,29,0.64,Medical,0
414394,34,60254,33949,762,6,0.21,Education,0
414395,21,118623,41865,607,4,0.42,Auto,0
414396,35,99666,30435,581,15,0.27,Medical,0
414397,21,76657,21829,769,2,0.6,Medical,0
414398,63,152113,31493,543,17,0.22,Medical,0
414399,60,157020,43353,703,30,0.5,Debt Consolidation,1
414400,22,66787,52301,765,7,0.62,Home Improvement,0
414401,53,72192,29123,718,10,0.54,Debt Consolidation,0
414402,26,56093,11738,531,2,0.23,Debt Consolidation,0
414403,50,88074,22642,730,20,0.13,Home Improvement,0
414404,46,97914,2485,679,0,0.07,Medical,0
414405,41,135467,44939,635,19,0.24,Business,0
414406,44,158550,29938,563,9,0.55,Auto,1
414407,30,129694,57158,732,5,0.12,Debt Consolidation,0
414408,23,96715,44522,799,14,0.17,Home Improvement,0
414409,39,39357,51933,795,34,0.15,Medical,1
414410,46,63546,52882,661,13,0.43,Auto,0
414411,62,72102,29064,616,22,0.08,Home Improvement,0
414412,63,64946,53955,643,4,0.43,Business,0
414413,51,90479,33380,650,9,0.27,Auto,0
414414,28,139624,32263,695,11,0.58,Education,0
414415,42,36007,58657,617,20,0.48,Medical,0
414416,21,149245,45386,790,5,0.48,Auto,0
414417,61,153449,33454,619,7,0.43,Business,0
414418,27,129974,18882,801,5,0.58,Home Improvement,1
414419,21,121540,5958,720,28,0.56,Business,1
414420,21,124982,41834,597,10,0.28,Debt Consolidation,0
414421,32,96761,52945,647,6,0.49,Medical,1
414422,48,122974,41081,552,22,0.06,Home Improvement,0
414423,53,128024,24362,739,25,0.17,Business,0
414424,64,173412,10244,578,30,0.36,Home Improvement,0
414425,68,83296,14179,778,7,0.51,Business,0
414426,21,170944,5146,670,19,0.5,Medical,0
414427,50,103753,19072,781,19,0.55,Debt Consolidation,1
414428,58,62344,17051,591,12,0.26,Education,0
414429,37,89575,23241,690,3,0.18,Auto,0
414430,39,142398,36967,635,23,0.53,Home Improvement,0
414431,65,131633,3421,568,4,0.36,Debt Consolidation,0
414432,31,140580,19994,664,28,0.09,Debt Consolidation,0
414433,65,83029,10304,622,14,0.05,Auto,0
414434,54,169957,15672,721,21,0.61,Home Improvement,1
414435,52,121806,58787,787,19,0.55,Home Improvement,1
414436,51,90856,24371,669,13,0.41,Auto,0
414437,72,63727,4160,658,14,0.62,Business,1
414438,35,66037,8367,797,3,0.25,Debt Consolidation,0
414439,25,147306,14914,523,0,0.46,Home Improvement,0
414440,47,114652,38786,745,30,0.49,Business,0
414441,59,103250,50538,642,33,0.6,Business,0
414442,63,131621,38011,790,20,0.14,Medical,0
414443,38,149795,53180,768,16,0.33,Medical,0
414444,56,152761,23334,750,10,0.57,Education,0
414445,64,46768,17701,816,16,0.52,Business,0
414446,61,141601,32282,617,17,0.39,Home Improvement,0
414447,23,159017,24062,640,7,0.1,Business,0
414448,42,71478,26971,843,32,0.08,Auto,0
414449,40,100144,55095,690,19,0.41,Auto,0
414450,46,118834,42547,829,10,0.25,Home Improvement,0
414451,44,77925,29235,526,3,0.23,Home Improvement,0
414452,46,66108,2643,542,25,0.17,Business,0
