CampaignID,Channel,CampaignDate,AudienceSegment,Spend,Impressions,Clicks,Conversions,Revenue
202215,Affiliate,2025-12-03,Dormant,19608.08,71907,11971,1092,134182.1
202216,Social Media,2025-07-01,New Customers,18776.87,105872,8702,223,47245.8
202217,Email,2025-11-14,High Value,8305.77,435233,24942,1621,269626.56
202218,Email,2025-09-23,Dormant,13781.55,387834,23312,939,102151.04
202219,Email,2025-06-07,High Value,15306.31,131412,11563,603,91628.34
202220,Social Media,2025-09-20,High Value,11215.67,31116,19483,590,84833.71
202221,Social Media,2025-07-04,New Customers,10699.08,245401,2836,922,125257.24
202222,Email,2025-05-19,High Value,4858.28,344508,15256,1811,242489.46
202223,Search,2025-07-19,High Value,13680.15,128286,27086,1473,247255.37
202224,Display,2025-11-03,New Customers,6229.18,120931,2471,960,190232.05
202225,Search,2025-03-05,High Value,6517.81,375372,9436,1334,148118.69
202226,Search,2025-08-17,Dormant,5681.27,115682,27951,1473,317293.79
202227,Email,2025-01-31,Dormant,1783.61,492891,21251,1474,161470.82
202228,Social Media,2025-04-22,High Value,16951.23,6251,10526,388,62162.47
202229,Display,2025-01-01,New Customers,17329.75,145260,4950,1068,90775.49
202230,Search,2025-03-30,New Customers,14613.22,365097,5923,1704,295299.72
202231,Affiliate,2025-12-14,Dormant,18590.95,277461,7067,1391,148610.56
202232,Social Media,2025-08-03,Returning,12811.0,129078,22559,1707,180414.83
202233,Social Media,2025-11-03,Returning,12972.79,379213,9212,1556,112505.61
202234,Display,2025-12-15,High Value,17809.74,312994,18235,1340,64209.42
202235,Display,2025-07-21,Returning,4566.58,351120,4279,123,12248.73
202236,Display,2025-02-15,High Value,8991.61,59474,20885,928,135459.09
202237,Email,2025-09-26,High Value,14230.69,476349,20813,807,35100.77
202238,Social Media,2025-12-02,Returning,5738.81,408076,17514,932,65490.66
202239,Email,2025-03-17,Dormant,4958.16,222290,21206,56,4498.78
202240,Email,2025-08-28,Dormant,18016.3,286090,12905,1843,128432.44
202241,Email,2025-04-23,New Customers,19922.15,469217,4406,1244,67249.16
202242,Social Media,2025-07-26,New Customers,8034.96,149269,18071,451,31032.49
202243,Affiliate,2025-10-22,Dormant,5113.78,74384,22383,1945,404708.9
202244,Search,2025-10-02,Returning,8386.96,419711,27470,749,134742.02
202245,Social Media,2025-08-01,Dormant,6425.12,453210,722,1879,385991.11
202246,Social Media,2025-11-13,Dormant,16524.3,307800,4872,164,32742.49
202247,Display,2025-04-06,Dormant,18068.77,342328,5485,754,82234.97
202248,Search,2025-02-26,High Value,8122.97,258497,18362,1830,189068.13
202249,Display,2025-02-16,New Customers,12191.74,465141,23605,440,78679.5
202250,Affiliate,2025-12-01,High Value,2035.89,322911,12408,342,68985.23
202251,Email,2025-06-09,New Customers,9512.68,121557,7193,271,47150.8
202252,Display,2025-01-01,Returning,633.34,47486,9298,335,47759.74
202253,Affiliate,2025-07-26,Dormant,13586.35,335108,22489,854,117904.44
202254,Search,2025-02-04,Returning,3932.4,304910,28400,1413,170643.78
202255,Email,2025-07-31,Dormant,17621.81,199338,4133,940,111963.5
202256,Affiliate,2025-06-08,Dormant,12785.56,421444,26977,1797,81670.56
202257,Display,2025-10-30,Returning,18598.58,368557,13989,1180,88325.91
202258,Affiliate,2025-01-24,High Value,18794.26,444017,7925,1069,65849.65
202259,Affiliate,2025-02-09,Returning,3798.69,48684,2950,474,57744.9
202260,Email,2025-11-26,Returning,10506.73,20348,19411,459,40601.34
202261,Social Media,2025-11-30,Returning,4311.48,301412,18629,378,39685.81
202262,Affiliate,2025-09-06,High Value,9336.21,251341,24908,1333,286227.65
202263,Email,2025-07-11,Dormant,9276.84,478607,12845,656,115725.48
202264,Email,2025-04-03,Dormant,14847.12,285792,200,709,43126.83
202265,Search,2025-07-20,High Value,19534.39,309196,8195,1479,273133.96
202266,Search,2025-04-30,High Value,12764.88,496798,22396,115,13433.1
202267,Social Media,2025-09-01,New Customers,16412.66,68872,5371,1890,364890.97
202268,Display,2025-05-18,Dormant,8371.4,254612,29752,1755,308087.67
202269,Affiliate,2025-09-13,Dormant,1920.05,151532,28240,1599,209381.22
202270,Affiliate,2025-04-27,High Value,10536.1,490273,22410,1612,271035.69
202271,Email,2025-01-02,Dormant,18126.7,419290,9029,1008,210042.76
202272,Email,2025-10-06,Dormant,5185.02,266209,28285,21,2826.57
202273,Email,2025-12-04,Returning,5625.78,256323,4962,1162,72707.16
202274,Search,2025-07-12,New Customers,2543.3,120567,6029,576,80715.78
202275,Email,2025-12-23,High Value,19937.99,22457,27530,1340,58533.3
202276,Social Media,2025-12-19,Dormant,8587.32,348730,20136,1680,199834.25
202277,Email,2025-03-04,High Value,6328.04,25457,18345,537,40955.47
202278,Display,2025-02-05,High Value,18572.05,401152,20419,847,130791.27
202279,Email,2025-12-11,Dormant,16319.21,101312,5516,198,21556.87
202280,Affiliate,2025-10-06,New Customers,17600.83,67913,14453,1923,250402.21
202281,Affiliate,2025-03-04,Returning,19033.08,95558,4893,664,132781.75
202282,Email,2025-08-02,Returning,17207.33,20912,12249,1860,223186.94
202283,Affiliate,2025-02-02,New Customers,19720.26,218323,2788,1652,362624.85
202284,Email,2025-06-24,Returning,12967.25,457843,22267,1304,78573.03
202285,Email,2025-01-19,High Value,5197.4,297898,26898,99,19166.87
202286,Search,2025-10-06,New Customers,3759.09,378983,25524,1192,121854.47
202287,Search,2025-04-20,Returning,12244.18,275260,10914,322,58647.55
202288,Affiliate,2025-03-27,New Customers,7498.16,78292,25589,1564,199051.37
202289,Affiliate,2025-01-04,Dormant,3059.24,123755,24701,909,119784.71
202290,Social Media,2025-04-07,Dormant,16046.65,226120,16597,1214,162186.87
202291,Social Media,2025-03-25,Dormant,7320.86,146088,13633,53,4224.45
202292,Email,2025-08-30,High Value,9180.79,170556,13512,1237,55509.0
202293,Social Media,2025-05-08,Returning,12429.82,44939,20926,230,35848.9
202294,Display,2025-04-06,Returning,8338.89,282623,3594,1209,48057.16
202295,Search,2025-06-30,High Value,17392.26,20105,20925,1807,306105.69
202296,Affiliate,2025-04-22,Returning,19657.22,186767,25704,1418,134539.28
202297,Social Media,2025-05-01,Returning,8012.8,66007,28785,959,103830.26
202298,Display,2025-09-30,Returning,3978.34,457168,17606,1975,344209.8
202299,Social Media,2025-01-25,High Value,5923.43,427778,20835,1205,75814.14
202300,Affiliate,2025-01-14,New Customers,13642.19,129661,19160,1627,252450.52
202301,Social Media,2025-04-20,New Customers,2104.38,240974,25411,500,70470.69
202302,Search,2025-11-02,Returning,13655.01,287855,4624,117,13121.22
202303,Social Media,2025-01-30,Dormant,10789.35,173316,29223,1787,269366.22
202304,Display,2025-01-22,New Customers,1384.42,56408,8825,125,12703.72
202305,Social Media,2025-12-05,Dormant,8508.95,483282,23764,947,79472.82
202306,Affiliate,2025-04-12,High Value,4996.19,436018,22148,1841,94869.4
202307,Social Media,2025-09-17,Returning,3038.81,310334,12144,1077,155370.49
202308,Display,2025-03-13,High Value,18847.6,480918,25003,1196,254297.58
202309,Social Media,2025-10-28,Returning,6175.1,92366,1737,222,40858.74
202310,Email,2025-04-26,Returning,10134.11,470980,16913,781,40933.03
202311,Affiliate,2025-09-13,Returning,12434.87,276170,4396,780,58965.94
202312,Email,2025-11-26,Dormant,12764.72,262686,25629,1461,226653.14
202313,Email,2025-04-24,New Customers,7937.32,375458,6351,184,6509.72
202314,Affiliate,2025-01-28,Returning,5755.59,474085,4607,498,69308.7
202315,Affiliate,2025-07-01,High Value,11515.41,411447,12516,1822,392070.6
202316,Display,2025-07-05,Returning,15996.09,35652,14578,760,76108.38
202317,Display,2025-12-07,Dormant,17952.35,43415,19434,1424,285231.59
202318,Display,2025-11-17,New Customers,12033.97,230933,19956,613,33682.12
202319,Email,2025-09-08,Returning,10811.54,85469,3631,1521,66313.16
202320,Social Media,2025-07-01,New Customers,19335.3,118521,3482,1348,133799.01
202321,Search,2025-12-20,Dormant,4459.87,428827,26658,1739,247072.53
202322,Social Media,2025-05-24,New Customers,828.01,437905,18650,1403,265721.74
202323,Search,2025-07-25,Returning,10104.15,232897,9536,852,59038.38
202324,Search,2025-09-09,Dormant,1629.61,353956,1712,670,55869.14
202325,Search,2025-12-17,New Customers,1654.25,214539,4312,93,11493.19
202326,Search,2025-06-21,Returning,1142.21,182630,3227,380,37614.67
202327,Affiliate,2025-06-20,Dormant,12557.18,206933,7171,1575,56383.63
202328,Display,2025-08-29,New Customers,12702.93,405772,22349,1647,158369.39
202329,Affiliate,2025-12-03,Returning,5485.73,200621,28896,353,29384.6
202330,Email,2025-08-30,Returning,9271.21,15819,2008,1462,187784.58
202331,Affiliate,2025-03-21,Dormant,8667.56,304210,7870,238,13439.57
202332,Display,2025-09-14,Dormant,10112.46,402685,4603,864,139740.82
202333,Social Media,2025-09-04,Returning,4390.49,417120,13296,1172,104777.25
202334,Display,2025-01-30,Returning,16348.41,203155,22720,1623,125830.62
202335,Social Media,2025-05-03,Dormant,6119.51,385979,14593,684,62483.15
202336,Email,2025-07-11,Dormant,6871.01,109798,9534,1802,216202.12
202337,Search,2025-01-27,Returning,13188.15,467666,20074,1631,324908.24
202338,Affiliate,2025-12-23,Dormant,19639.99,31591,12528,1095,177574.22
202339,Search,2025-03-21,High Value,4485.97,464594,27370,1685,114268.02
202340,Email,2025-03-29,New Customers,7478.84,341966,14022,804,128190.77
202341,Email,2025-06-05,Returning,7798.4,201471,809,412,26092.04
202342,Social Media,2025-03-29,High Value,10819.4,418505,26233,999,93851.9
202343,Social Media,2025-12-17,Returning,16784.07,217288,926,679,81942.46
202344,Email,2025-08-05,New Customers,14648.76,313824,27121,100,15268.91
202345,Display,2025-06-28,Dormant,4505.58,427728,13941,1593,194289.71
202346,Search,2025-05-10,High Value,14398.43,431029,21651,1920,274471.92
202347,Affiliate,2025-09-10,Dormant,2958.12,132603,16576,1939,312781.11
202348,Email,2025-03-12,High Value,4239.77,345316,16509,1961,417531.0
202349,Affiliate,2025-03-28,New Customers,8178.39,328849,11402,1437,291098.66
202350,Email,2025-12-15,Returning,7223.47,453090,28936,1625,209155.99
202351,Social Media,2025-02-04,Dormant,17460.46,76698,16161,411,70863.37
202352,Social Media,2025-04-04,High Value,19941.63,57050,12835,59,6853.79
202353,Email,2025-07-13,High Value,4460.48,360956,19413,1035,221197.28
202354,Affiliate,2025-12-01,High Value,13319.74,200859,592,1289,63642.7
202355,Search,2025-01-16,New Customers,11857.68,445732,4641,1879,137093.68
202356,Email,2025-01-08,Returning,15501.63,143868,15943,623,51602.85
202357,Email,2025-11-13,Returning,14143.78,388938,29439,715,62319.67
202358,Display,2025-04-02,New Customers,5872.19,354461,6126,972,83409.31
202359,Email,2025-02-09,Dormant,16895.11,434751,28148,1608,236137.96
202360,Social Media,2025-07-28,Returning,9837.48,441693,13167,1034,207158.15
202361,Display,2025-07-04,New Customers,18692.4,152932,21819,1920,91099.76
202362,Display,2025-09-02,High Value,11426.1,248222,21634,1897,358398.26
202363,Social Media,2025-07-25,High Value,6170.89,344879,15432,1934,175094.5
202364,Social Media,2025-03-26,Dormant,17975.61,134398,3099,822,118386.46
202365,Social Media,2025-10-10,High Value,16611.97,427617,23124,1536,240951.1
202366,Affiliate,2025-12-07,New Customers,18965.3,190262,25955,885,122972.35
202367,Display,2025-06-09,New Customers,17923.94,191996,11547,1280,67131.84
202368,Search,2025-08-18,High Value,5281.39,168518,20992,402,50058.99
202369,Search,2025-04-29,New Customers,16398.51,286429,17384,1553,72395.93
202370,Affiliate,2025-10-12,High Value,12086.61,165677,26330,1652,58608.09
202371,Search,2025-08-31,High Value,8364.68,32272,26592,1902,137544.8
202372,Display,2025-06-13,Dormant,648.78,241500,4336,1284,115597.76
202373,Social Media,2025-04-29,New Customers,14103.58,340459,7638,890,144186.02
202374,Display,2025-01-24,New Customers,17150.79,272953,10768,1099,116600.74
202375,Affiliate,2025-12-07,High Value,12281.26,260676,3756,409,51342.4
202376,Affiliate,2025-06-16,Dormant,6559.05,141687,14850,1765,257161.99
202377,Email,2025-06-27,Dormant,1623.98,124523,21050,1423,58797.61
202378,Affiliate,2025-12-04,High Value,13350.04,155367,5086,10,993.59
202379,Affiliate,2025-05-27,Returning,8372.7,392423,2803,424,48322.14
202380,Display,2025-06-15,Dormant,10188.68,33797,24601,1615,134706.22
202381,Display,2025-10-09,High Value,11503.63,485481,5175,571,59687.99
202382,Affiliate,2025-03-11,New Customers,15487.11,278212,17752,1062,134067.68
202383,Display,2025-08-26,Returning,10967.33,396062,16018,482,69338.35
202384,Display,2025-06-26,High Value,10756.99,402849,29931,717,63631.8
202385,Affiliate,2025-10-09,High Value,9884.56,46077,19219,843,138348.62
202386,Social Media,2025-04-02,High Value,8839.25,49495,19252,1970,382551.07
202387,Affiliate,2025-08-24,New Customers,12648.69,143469,13603,1833,109368.0
202388,Search,2025-06-22,Returning,975.79,285816,6549,1984,175959.8
202389,Display,2025-10-20,High Value,14602.62,377738,12534,1942,192360.44
202390,Email,2025-03-30,Dormant,6636.04,161140,5262,565,30783.6
202391,Affiliate,2025-08-02,New Customers,7766.43,388169,26696,1121,166017.51
202392,Social Media,2025-12-17,Returning,12477.33,360491,16848,345,25522.15
202393,Social Media,2025-09-19,Dormant,5323.83,105168,5822,1938,393001.37
202394,Display,2025-06-08,High Value,13346.16,172802,24251,1812,109667.03
202395,Affiliate,2025-03-06,Returning,2989.87,326751,16168,1182,200259.49
202396,Affiliate,2025-04-14,Dormant,13164.77,100728,5400,121,18950.51
202397,Search,2025-08-22,Dormant,14486.3,294755,3346,1251,152224.04
202398,Affiliate,2025-03-08,High Value,14141.18,203598,7049,1023,133537.44
202399,Search,2025-09-13,Returning,15596.46,184289,8348,1335,86139.78
202400,Social Media,2025-06-23,New Customers,10579.14,264885,10604,1533,61832.63
202401,Affiliate,2025-05-13,High Value,17362.95,284872,7100,591,123808.47
202402,Display,2025-02-06,New Customers,5054.26,356848,754,356,14820.05
202403,Search,2025-11-29,Returning,7975.16,15092,11087,862,122003.27
202404,Search,2025-01-29,Dormant,19151.83,285168,1662,1347,249860.29
202405,Display,2025-04-02,High Value,15884.26,121642,1296,933,33542.63
202406,Email,2025-02-18,High Value,14981.13,435929,10328,64,6766.24
202407,Display,2025-06-02,New Customers,14368.59,315263,12393,1705,155787.54
202408,Search,2025-05-18,Dormant,2654.56,452189,20106,911,67016.43
202409,Display,2025-04-08,High Value,19037.39,494676,26739,664,43553.62
202410,Search,2025-01-15,Dormant,6203.5,371991,29539,1745,182753.49
202411,Email,2025-07-24,High Value,3315.27,316854,7062,1446,89136.77
202412,Affiliate,2025-08-17,New Customers,863.19,357370,12160,1728,122875.87
202413,Social Media,2025-07-06,Returning,8041.72,183012,2372,1893,257853.1
202414,Email,2025-08-29,New Customers,13615.81,176796,9397,318,25228.87
202415,Affiliate,2025-02-24,New Customers,8139.87,60273,27591,1711,84323.86
202416,Display,2025-11-07,Dormant,16270.56,336144,20836,1224,238687.22
202417,Search,2025-05-22,Returning,4040.58,174948,4336,1594,183587.4
202418,Email,2025-07-21,Dormant,3809.59,418387,29673,460,86736.76
202419,Display,2025-07-03,High Value,5693.46,210063,11895,1022,45556.38
202420,Affiliate,2025-11-13,High Value,1558.4,54481,27849,118,18034.83
202421,Social Media,2025-09-18,Dormant,16861.63,475497,23493,448,83518.61
202422,Email,2025-09-19,Returning,3131.52,420918,14517,1807,296034.4
202423,Social Media,2025-09-03,Dormant,7911.12,43099,25313,198,37813.58
202424,Display,2025-09-26,High Value,9527.98,69425,11306,1050,58550.36
202425,Affiliate,2025-10-29,Returning,5080.51,83188,4744,1032,68831.22
202426,Email,2025-08-28,New Customers,17749.09,257298,5683,46,2965.18
202427,Affiliate,2025-12-19,High Value,14847.3,425408,561,477,72693.85
202428,Search,2025-08-17,High Value,1048.81,324215,27697,568,124676.96
202429,Affiliate,2025-05-08,Dormant,9053.82,117990,21991,560,62607.45
202430,Affiliate,2025-05-31,Dormant,3186.62,455430,6897,1282,261541.57
202431,Affiliate,2025-05-29,Returning,12959.48,93487,6308,886,177290.77
202432,Email,2025-11-24,Returning,10118.57,34426,5531,1939,359121.05
202433,Email,2025-10-17,New Customers,16265.95,152105,20484,1616,199998.59
202434,Email,2025-11-05,Returning,13840.85,290059,19755,869,81569.99
202435,Social Media,2025-01-31,Returning,16461.34,441913,17854,1444,65502.55
202436,Display,2025-12-06,Dormant,17588.47,430209,16196,1098,135725.07
202437,Display,2025-08-15,Returning,4022.47,394935,2525,111,21824.78
202438,Affiliate,2025-07-13,Dormant,11879.38,333063,15809,261,32361.88
202439,Social Media,2025-12-10,Dormant,3604.1,213553,3575,490,17297.62
202440,Display,2025-11-27,Dormant,5245.3,157677,2537,1644,299455.72
202441,Email,2025-05-22,High Value,4935.04,297288,12260,1258,74055.8
202442,Search,2025-08-22,Dormant,7385.6,271033,25196,1560,102086.27
202443,Search,2025-12-06,Dormant,15863.44,184833,20634,1776,138968.88
202444,Display,2025-04-10,Dormant,6688.69,106933,28803,1142,81022.0
202445,Social Media,2025-06-02,Dormant,15029.64,485087,19396,329,55134.28
202446,Display,2025-12-25,High Value,515.79,355249,19061,1577,329634.73
202447,Email,2025-11-26,High Value,11783.01,453603,27528,364,20624.0
202448,Social Media,2025-07-11,High Value,5983.44,350932,27938,183,19608.68
202449,Search,2025-03-10,High Value,14966.68,498285,2934,6,877.58
202450,Affiliate,2025-11-20,High Value,19826.4,476177,29124,1618,198103.23
202451,Email,2025-04-23,New Customers,10879.66,159393,22760,405,40333.09
202452,Social Media,2025-08-03,High Value,10892.02,164613,10479,1590,121411.81
202453,Affiliate,2025-02-12,Returning,19501.11,94473,14884,1750,240236.61
202454,Email,2025-12-15,High Value,7504.95,77928,2345,1173,151352.66
202455,Search,2025-08-24,Returning,8227.66,221410,5428,620,135416.39
202456,Social Media,2025-04-20,Returning,14084.06,81485,8683,1443,174301.5
202457,Display,2025-12-08,Dormant,10117.49,419396,27206,1084,215321.53
202458,Social Media,2025-10-28,New Customers,15493.19,466241,26495,1902,398827.88
202459,Social Media,2025-09-03,Returning,8521.54,69762,22066,803,76881.41
202460,Email,2025-12-30,Returning,13933.84,380346,6047,1832,165465.28
202461,Display,2025-03-12,New Customers,15517.28,132568,17599,791,165549.68
202462,Search,2025-02-10,Returning,13035.08,151687,16827,1345,190849.13
202463,Affiliate,2025-11-10,New Customers,4442.62,324968,22717,420,29614.8
202464,Search,2025-07-06,Returning,10566.65,222934,13483,1365,112331.34
202465,Display,2025-01-28,High Value,19346.25,309301,454,348,13489.27
202466,Affiliate,2025-08-01,Returning,2532.84,257418,11443,241,22793.3
202467,Social Media,2025-02-24,High Value,14251.11,438993,15018,1516,227233.61
202468,Affiliate,2025-11-03,New Customers,15868.37,94948,12916,648,60051.45
202469,Social Media,2025-02-05,High Value,13663.02,326094,10902,329,25423.49
202470,Display,2025-09-19,Dormant,2696.05,458937,3610,504,23115.63
202471,Search,2025-07-30,High Value,1958.23,407979,5318,889,170356.55
202472,Email,2025-11-03,Returning,10380.73,81467,21923,1843,285210.49
202473,Affiliate,2025-02-22,High Value,6759.66,395187,16386,515,104592.42
202474,Email,2025-05-19,New Customers,8114.97,224733,6942,1663,64950.16
202475,Email,2025-06-27,Dormant,5819.9,402790,19114,1528,314093.25
202476,Affiliate,2025-02-15,New Customers,16483.74,68757,10902,1069,140922.78
202477,Email,2025-03-23,Returning,17075.87,473673,17318,389,23349.96
202478,Email,2025-06-23,Returning,818.19,227896,16501,606,49454.0
202479,Email,2025-11-29,New Customers,16359.71,369485,23256,1454,89885.4
202480,Search,2025-02-10,Dormant,13630.44,31194,22270,1735,133382.67
202481,Social Media,2025-11-03,New Customers,9360.58,333858,3380,539,45058.09
202482,Search,2025-09-24,Dormant,2113.66,206157,16643,1297,185329.63
202483,Search,2025-11-03,Returning,13539.46,136073,4270,1754,146195.47
202484,Social Media,2025-01-27,Returning,5635.7,246657,28463,1763,221988.16
202485,Social Media,2025-02-18,Dormant,11218.7,262612,10001,321,49365.11
202486,Email,2025-09-29,Returning,4824.47,337278,775,332,59434.52
202487,Search,2025-11-02,Returning,17618.12,441270,175,1442,286010.76
202488,Affiliate,2025-09-27,Returning,7308.02,260163,24303,178,11461.88
202489,Affiliate,2025-07-29,New Customers,13890.66,484881,3486,1114,171752.21
202490,Email,2025-07-23,Returning,10123.79,22596,10551,1327,74195.24
202491,Search,2025-10-09,High Value,18329.54,30895,28429,19,1489.73
202492,Email,2025-08-22,New Customers,4944.1,485260,16806,1570,220517.6
202493,Search,2025-02-09,High Value,19128.43,111253,6530,1472,309496.96
202494,Email,2025-09-03,Returning,15170.62,62566,15720,924,136384.38
202495,Social Media,2025-01-18,Dormant,14170.46,176096,6839,117,23053.76
202496,Affiliate,2025-04-20,Dormant,16891.39,87629,13131,643,102415.59
202497,Email,2025-09-14,New Customers,13207.7,297171,6606,1053,182821.81
202498,Search,2025-01-16,Returning,2648.34,91466,23314,825,62676.88
202499,Affiliate,2025-12-23,Returning,14119.27,369142,12635,1982,247642.0
202500,Email,2025-05-29,Returning,9035.53,76921,17165,1542,283443.11
202501,Display,2025-04-29,New Customers,11293.36,108574,16228,1093,171815.35
202502,Affiliate,2025-07-30,New Customers,8462.47,41288,19739,1880,76631.32
202503,Display,2025-09-21,High Value,3836.61,350166,24814,1969,312280.34
202504,Search,2025-09-09,New Customers,9953.39,387704,14160,176,12414.34
202505,Social Media,2025-04-09,Dormant,1725.29,76143,26892,158,32741.96
202506,Social Media,2025-01-18,Returning,1547.28,166356,13191,396,81928.01
202507,Search,2025-03-31,High Value,10897.56,402733,4830,87,16642.62
202508,Display,2025-01-25,New Customers,4016.04,423445,23938,1187,84433.31
202509,Social Media,2025-10-01,High Value,12661.05,169754,26018,1363,76485.91
202510,Social Media,2025-01-24,Returning,4223.33,244752,19643,1646,328873.79
202511,Display,2025-03-10,New Customers,16201.99,397539,8226,1848,229679.78
202512,Email,2025-11-26,Returning,3352.14,497320,5727,774,152701.62
202513,Social Media,2025-01-11,Returning,9157.26,204668,22002,1990,384683.54
202514,Social Media,2025-09-17,Dormant,9581.98,385704,19356,1590,308450.21
202515,Email,2025-01-10,High Value,12592.54,437044,25061,382,29719.31
202516,Display,2025-04-11,Dormant,8344.33,261294,384,1505,236119.77
202517,Display,2025-01-12,Dormant,13308.0,244392,27550,1765,368337.8
202518,Email,2025-03-15,High Value,15446.37,139659,8588,398,38612.59
202519,Social Media,2025-05-13,High Value,2895.99,135841,3001,1268,199052.6
202520,Email,2025-08-23,High Value,1931.05,141216,28812,50,5137.67
202521,Search,2025-04-01,High Value,13710.51,154730,26974,702,58891.17
202522,Email,2025-08-13,Dormant,17140.0,138365,238,89,16524.2
202523,Affiliate,2025-01-05,New Customers,9855.33,186457,26971,1241,86856.04
202524,Display,2025-01-23,High Value,12834.37,216360,24258,239,13162.69
202525,Social Media,2025-07-03,New Customers,6312.94,221977,9697,273,23424.28
202526,Social Media,2025-08-04,New Customers,17553.02,436991,28727,1463,172238.53
202527,Search,2025-02-15,Returning,15544.29,202532,12238,340,62206.94
202528,Social Media,2025-05-10,New Customers,11950.05,431728,14346,87,6798.81
202529,Search,2025-12-16,Returning,6478.69,390415,18226,988,200393.29
202530,Search,2025-03-15,Dormant,9042.16,262968,19687,190,25977.09
202531,Display,2025-01-01,Returning,5949.47,258505,9047,66,11019.54
202532,Search,2025-05-21,High Value,8914.72,395595,26754,1307,106470.06
202533,Display,2025-10-19,High Value,1470.78,409814,4928,1800,343712.48
202534,Search,2025-03-03,High Value,2560.1,40015,26497,1026,41844.04
202535,Email,2025-03-04,New Customers,4735.77,61413,28352,675,50008.69
202536,Display,2025-11-19,High Value,18127.95,300214,28279,396,70999.02
202537,Affiliate,2025-04-18,Returning,9575.35,376320,17964,1774,83375.67
202538,Email,2025-08-24,High Value,9871.19,385070,9560,1949,282053.31
202539,Search,2025-01-16,High Value,10809.96,177247,15304,1850,312194.77
202540,Affiliate,2025-09-03,Returning,10253.65,248560,28017,219,30876.97
202541,Display,2025-08-25,New Customers,2181.06,368199,29275,1423,76493.82
202542,Affiliate,2025-10-31,New Customers,6808.17,391291,7386,736,107237.13
202543,Affiliate,2025-04-21,New Customers,1815.84,155667,21647,1073,158897.73
202544,Search,2025-06-23,Returning,1857.77,368555,18452,1115,139110.86
202545,Email,2025-01-05,Dormant,2005.82,475541,11572,1585,162348.0
202546,Affiliate,2025-10-21,Returning,18000.04,60274,11956,1153,92308.0
202547,Email,2025-07-01,New Customers,4769.88,16058,25117,1984,97603.68
202548,Affiliate,2025-12-03,Dormant,1812.71,222270,1888,1988,82530.53
202549,Display,2025-03-23,Dormant,555.69,251093,14249,1273,230952.22
202550,Search,2025-04-23,High Value,12458.64,267015,14172,1583,209307.51
202551,Affiliate,2025-06-16,Returning,12531.03,285731,15441,129,8040.29
202552,Search,2025-06-05,New Customers,5666.3,236978,11149,1780,93373.01
202553,Email,2025-09-11,New Customers,5961.3,376859,5485,708,36707.37
202554,Affiliate,2025-02-22,New Customers,7094.72,342292,447,435,26835.11
202555,Display,2025-11-06,Dormant,7404.85,283701,2760,488,19655.08
202556,Social Media,2025-04-06,New Customers,15651.59,12084,9104,1857,327821.27
202557,Email,2025-10-03,Dormant,18822.29,276440,15642,230,23657.39
202558,Search,2025-11-07,High Value,11970.08,349093,8824,180,15880.52
202559,Email,2025-07-23,Dormant,8144.62,439607,28708,79,9502.57
202560,Display,2025-10-05,High Value,6248.48,12568,14732,757,70015.51
202561,Search,2025-11-03,Returning,16675.04,456551,9895,524,85930.73
202562,Search,2025-05-20,Returning,2256.57,30387,20296,1702,153256.94
202563,Search,2025-08-18,Dormant,8947.14,120323,19042,12,1798.08
202564,Social Media,2025-07-06,New Customers,13473.35,293338,26647,509,53060.23
202565,Social Media,2025-02-23,High Value,5385.82,32720,27859,56,6199.04
202566,Search,2025-02-22,Returning,3123.99,171058,22249,1109,199468.74
202567,Social Media,2025-03-29,High Value,13209.95,127431,7292,1498,196157.44
202568,Search,2025-10-21,Dormant,12191.05,81761,19620,524,57651.29
202569,Display,2025-04-13,Returning,12576.19,394755,27463,322,30808.88
202570,Search,2025-12-14,Dormant,19575.19,424968,16737,837,130807.63
202571,Social Media,2025-05-20,Dormant,6798.47,450232,11270,658,99317.47
202572,Display,2025-12-17,New Customers,19723.49,410266,2255,1097,55304.61
202573,Display,2025-08-18,New Customers,1413.71,21492,6027,351,56094.26
202574,Social Media,2025-12-14,Returning,1288.06,496787,8355,948,112470.23
202575,Search,2025-03-27,Dormant,17243.75,27646,28987,1115,239931.78
202576,Social Media,2025-09-20,High Value,6778.37,216179,2746,1680,204389.13
202577,Email,2025-11-20,High Value,7466.55,25507,24765,836,175158.39
202578,Social Media,2025-06-06,Dormant,1497.86,234484,24671,1152,211645.73
202579,Display,2025-04-30,Dormant,546.34,106349,23080,290,62070.31
202580,Search,2025-10-28,New Customers,12841.87,24870,645,1164,85078.46
202581,Affiliate,2025-12-28,New Customers,10692.54,181443,22395,897,86541.63
202582,Search,2025-05-12,High Value,14690.77,245884,14945,1516,218070.17
202583,Display,2025-10-07,High Value,4936.13,180722,7137,1350,71565.48
202584,Search,2025-03-26,Dormant,17025.65,297404,18372,1225,204099.45
202585,Display,2025-03-23,New Customers,5613.06,135996,21784,1745,147955.58
202586,Affiliate,2025-11-24,Returning,9234.29,23954,4635,1749,109569.85
202587,Social Media,2025-01-23,Returning,7679.1,23315,27764,1447,66424.35
202588,Email,2025-08-27,High Value,17176.1,463966,29252,1107,123741.89
202589,Search,2025-09-22,High Value,16509.76,442817,6479,912,53396.26
202590,Affiliate,2025-01-25,Returning,9113.14,481789,15695,1134,144382.05
202591,Search,2025-08-16,New Customers,7470.16,364982,13042,628,69503.04
