CustomerID,TenureMonths,ContractType,MonthlyCharges,TotalCharges,InternetService,TechSupport,PaymentMethod,SeniorCitizen,ChurnFlag
C706239,18,Month-to-month,130.63,2087.67,DSL,No,Mailed Check,0,False
C706240,27,Two year,143.64,3696.56,DSL,No,Bank Transfer,0,False
C706241,17,Month-to-month,76.42,1110.89,None,No,Bank Transfer,1,True
C706242,52,Month-to-month,32.25,1741.74,Fiber,No,Electronic Check,1,False
C706243,57,One year,40.6,2329.88,DSL,Yes,Credit Card,0,False
C706244,51,One year,66.98,3821.41,DSL,No,Electronic Check,0,False
C706245,35,One year,130.35,4444.3,None,No,Mailed Check,0,False
C706246,51,Month-to-month,25.48,1232.48,DSL,Yes,Mailed Check,1,False
C706247,23,Month-to-month,39.19,837.6,Fiber,Yes,Mailed Check,0,False
C706248,69,Month-to-month,137.27,9052.47,Fiber,No,Mailed Check,0,True
C706249,55,One year,77.37,3749.22,Fiber,No,Electronic Check,0,True
C706250,28,Month-to-month,46.92,1154.49,DSL,Yes,Credit Card,0,False
C706251,29,Two year,130.61,3287.18,DSL,Yes,Electronic Check,1,False
C706252,34,One year,103.23,3444.01,Fiber,No,Electronic Check,0,True
C706253,41,Month-to-month,148.52,6573.31,DSL,No,Mailed Check,1,True
C706254,8,Two year,97.6,701.55,Fiber,No,Mailed Check,1,False
C706255,52,Month-to-month,43.09,2134.25,Fiber,No,Mailed Check,0,False
C706256,27,Month-to-month,128.26,3842.84,DSL,No,Mailed Check,1,False
C706257,33,Month-to-month,72.7,2574.28,Fiber,No,Bank Transfer,1,False
C706258,66,Month-to-month,20.65,1374.23,Fiber,No,Electronic Check,0,True
C706259,67,Two year,91.24,6881.29,Fiber,No,Electronic Check,0,False
C706260,65,Month-to-month,65.91,3942.48,DSL,Yes,Credit Card,0,True
C706261,65,Two year,135.65,8185.99,DSL,Yes,Electronic Check,0,False
C706262,60,One year,126.1,6896.59,Fiber,No,Electronic Check,0,False
C706263,60,One year,98.96,6005.66,DSL,Yes,Credit Card,1,False
C706264,27,Month-to-month,55.35,1392.56,None,Yes,Credit Card,0,False
C706265,42,Two year,137.73,6315.31,Fiber,No,Electronic Check,0,False
C706266,35,One year,66.21,2224.65,None,No,Mailed Check,0,False
C706267,2,Month-to-month,27.56,50.92,DSL,Yes,Bank Transfer,0,True
C706268,5,Month-to-month,105.54,547.65,DSL,No,Electronic Check,0,False
C706269,5,Month-to-month,109.26,477.18,DSL,No,Bank Transfer,1,True
C706270,47,One year,73.96,3539.27,DSL,No,Credit Card,0,False
C706271,58,Month-to-month,105.66,6028.2,DSL,No,Mailed Check,0,False
C706272,42,Month-to-month,146.89,6602.63,DSL,No,Credit Card,0,False
C706273,7,Month-to-month,65.38,506.16,DSL,No,Bank Transfer,0,True
C706274,26,Month-to-month,61.79,1445.02,Fiber,Yes,Mailed Check,1,False
C706275,71,Month-to-month,146.77,10375.18,DSL,No,Credit Card,0,False
C706276,56,Two year,112.75,5818.5,DSL,No,Bank Transfer,0,False
C706277,28,Two year,36.17,1113.58,DSL,No,Bank Transfer,0,True
C706278,64,Month-to-month,132.85,8278.96,Fiber,Yes,Mailed Check,0,True
C706279,53,One year,93.61,4887.49,DSL,No,Bank Transfer,0,False
C706280,34,Two year,22.99,706.9,Fiber,Yes,Bank Transfer,0,False
C706281,18,Month-to-month,91.78,1745.07,DSL,No,Bank Transfer,1,False
C706282,66,Two year,134.62,8951.31,Fiber,No,Mailed Check,0,False
C706283,52,Month-to-month,54.81,2609.65,Fiber,Yes,Bank Transfer,0,False
C706284,28,Two year,49.66,1235.2,DSL,Yes,Credit Card,0,False
C706285,14,Month-to-month,83.75,1197.71,DSL,No,Mailed Check,1,False
C706286,34,Month-to-month,50.39,1597.16,Fiber,Yes,Credit Card,0,True
C706287,64,Month-to-month,139.45,8246.38,DSL,No,Mailed Check,0,False
C706288,29,Two year,131.82,3358.85,DSL,Yes,Bank Transfer,1,False
C706289,59,One year,33.79,2120.39,Fiber,Yes,Bank Transfer,0,False
C706290,54,Month-to-month,140.69,7808.44,Fiber,No,Mailed Check,1,True
C706291,14,Month-to-month,109.01,1660.14,Fiber,No,Electronic Check,0,False
C706292,15,One year,99.91,1596.02,DSL,Yes,Mailed Check,0,False
C706293,21,Two year,22.39,418.07,Fiber,No,Bank Transfer,0,False
C706294,8,Two year,83.9,689.85,Fiber,No,Credit Card,0,False
C706295,32,Month-to-month,136.56,4112.65,DSL,No,Credit Card,0,False
C706296,14,Month-to-month,75.17,1012.8,Fiber,No,Bank Transfer,0,True
C706297,27,Month-to-month,143.41,3630.95,DSL,Yes,Credit Card,0,False
C706298,58,Two year,69.9,3462.16,Fiber,No,Electronic Check,0,False
C706299,9,One year,47.0,414.37,DSL,Yes,Electronic Check,0,False
C706300,62,Month-to-month,66.92,3633.47,DSL,No,Credit Card,0,False
C706301,54,Two year,61.77,2972.43,Fiber,Yes,Credit Card,0,False
C706302,44,Month-to-month,98.07,3827.63,DSL,No,Credit Card,0,False
C706303,66,One year,99.72,6964.03,Fiber,No,Electronic Check,0,False
C706304,38,One year,31.42,1350.48,Fiber,No,Bank Transfer,0,False
C706305,6,Month-to-month,107.78,696.33,None,No,Credit Card,0,True
C706306,33,One year,45.63,1513.16,Fiber,No,Bank Transfer,0,False
C706307,59,Month-to-month,40.37,2661.73,Fiber,Yes,Mailed Check,0,False
C706308,60,Month-to-month,139.98,8094.03,Fiber,No,Electronic Check,0,True
C706309,18,Month-to-month,119.06,2008.9,None,Yes,Bank Transfer,1,False
C706310,30,One year,28.39,780.18,DSL,No,Credit Card,1,True
C706311,3,Month-to-month,26.95,78.09,DSL,No,Electronic Check,0,False
C706312,40,One year,120.95,4701.08,Fiber,No,Electronic Check,0,False
C706313,7,Month-to-month,35.13,222.93,DSL,No,Electronic Check,1,False
C706314,62,One year,27.06,1589.63,None,No,Electronic Check,0,True
C706315,17,Month-to-month,138.2,2555.89,DSL,No,Electronic Check,0,False
C706316,54,Month-to-month,62.7,3146.17,DSL,Yes,Credit Card,0,True
C706317,21,Two year,37.39,854.27,Fiber,No,Bank Transfer,0,True
C706318,9,Two year,45.89,423.04,DSL,No,Mailed Check,0,True
C706319,3,One year,78.99,267.66,Fiber,No,Electronic Check,0,False
C706320,35,Month-to-month,52.49,2043.7,DSL,No,Credit Card,1,False
C706321,25,One year,133.03,3735.45,Fiber,No,Credit Card,0,True
C706322,37,Month-to-month,51.92,2025.04,DSL,Yes,Bank Transfer,0,False
C706323,37,Month-to-month,86.4,3043.75,Fiber,No,Credit Card,0,False
C706324,14,One year,86.36,1093.86,DSL,Yes,Electronic Check,0,False
C706325,23,Two year,86.2,1958.87,Fiber,Yes,Electronic Check,0,False
C706326,29,One year,35.69,1026.96,DSL,Yes,Electronic Check,0,False
C706327,63,One year,125.3,7385.85,DSL,Yes,Electronic Check,0,False
C706328,50,Month-to-month,133.67,6422.87,DSL,No,Bank Transfer,0,True
C706329,7,Two year,77.67,516.33,Fiber,Yes,Credit Card,0,False
C706330,46,Month-to-month,57.9,2586.36,Fiber,No,Credit Card,0,False
C706331,10,Month-to-month,131.5,1383.08,DSL,Yes,Credit Card,1,False
C706332,2,Two year,107.25,231.98,DSL,Yes,Electronic Check,0,False
C706333,11,Two year,25.24,298.1,Fiber,Yes,Mailed Check,0,False
C706334,58,Month-to-month,128.13,6527.83,DSL,Yes,Mailed Check,0,True
C706335,67,One year,128.08,8338.91,None,No,Bank Transfer,0,False
C706336,58,Two year,113.63,7488.76,DSL,No,Bank Transfer,0,False
C706337,46,One year,84.78,4190.8,DSL,No,Mailed Check,0,True
C706338,3,Two year,142.44,465.9,Fiber,Yes,Credit Card,0,False
C706339,1,Month-to-month,124.28,118.85,Fiber,No,Credit Card,0,False
C706340,50,Month-to-month,106.06,5018.93,None,Yes,Credit Card,0,False
C706341,29,Two year,49.37,1472.81,None,No,Mailed Check,0,False
C706342,40,One year,89.5,3941.23,DSL,No,Mailed Check,0,False
C706343,19,Month-to-month,149.85,2691.45,Fiber,Yes,Mailed Check,0,False
C706344,61,One year,121.3,8245.72,DSL,No,Mailed Check,0,True
C706345,7,Month-to-month,113.42,734.78,DSL,No,Bank Transfer,0,False
C706346,42,Two year,37.18,1767.61,Fiber,Yes,Mailed Check,0,False
C706347,49,Month-to-month,73.08,3957.55,Fiber,No,Bank Transfer,0,True
C706348,7,Month-to-month,25.83,167.21,Fiber,No,Bank Transfer,0,False
C706349,8,One year,34.19,259.97,DSL,Yes,Credit Card,0,False
C706350,60,Two year,110.35,6684.5,Fiber,No,Bank Transfer,0,False
C706351,39,Month-to-month,21.57,731.03,DSL,Yes,Electronic Check,1,False
C706352,67,Two year,49.29,2892.35,None,No,Credit Card,1,False
C706353,66,Two year,22.51,1582.39,Fiber,No,Electronic Check,0,True
C706354,36,Two year,52.18,1826.75,DSL,No,Bank Transfer,0,True
C706355,62,One year,27.7,1614.86,Fiber,No,Mailed Check,0,True
C706356,32,Month-to-month,22.92,832.97,DSL,Yes,Credit Card,0,False
C706357,67,Month-to-month,139.98,8303.85,Fiber,No,Electronic Check,0,True
C706358,32,Month-to-month,149.22,4763.8,Fiber,Yes,Mailed Check,0,False
C706359,60,Two year,94.64,6494.57,Fiber,Yes,Electronic Check,0,False
C706360,30,Month-to-month,58.1,1542.95,Fiber,No,Mailed Check,0,False
C706361,12,Month-to-month,69.88,802.97,Fiber,Yes,Credit Card,1,False
C706362,68,Month-to-month,81.63,5173.78,Fiber,Yes,Electronic Check,0,False
C706363,3,Two year,52.2,170.58,None,Yes,Bank Transfer,0,False
C706364,11,Two year,79.6,751.05,Fiber,No,Credit Card,0,False
C706365,65,One year,74.27,4518.58,DSL,No,Mailed Check,0,False
C706366,58,One year,113.59,7552.64,Fiber,No,Electronic Check,0,False
C706367,41,Month-to-month,75.67,3364.79,Fiber,No,Mailed Check,0,False
C706368,33,Two year,40.34,1482.68,Fiber,No,Bank Transfer,1,False
C706369,51,Month-to-month,48.79,2804.5,Fiber,No,Mailed Check,0,False
C706370,10,Month-to-month,135.48,1430.86,None,Yes,Electronic Check,0,True
C706371,24,Month-to-month,52.27,1348.17,DSL,No,Mailed Check,1,False
C706372,71,Month-to-month,33.39,2656.98,Fiber,No,Mailed Check,0,False
C706373,56,Two year,43.94,2108.89,DSL,Yes,Electronic Check,0,False
C706374,12,Month-to-month,115.84,1181.84,Fiber,Yes,Mailed Check,0,False
C706375,43,Two year,44.88,1669.77,DSL,No,Bank Transfer,0,False
C706376,42,Two year,73.63,2888.91,Fiber,No,Credit Card,0,True
C706377,44,Month-to-month,31.73,1416.73,DSL,Yes,Credit Card,1,True
C706378,36,Two year,119.15,4836.84,Fiber,No,Mailed Check,0,True
C706379,2,Month-to-month,42.96,95.32,DSL,Yes,Mailed Check,0,False
C706380,38,One year,50.65,1781.75,Fiber,Yes,Credit Card,1,False
C706381,60,Month-to-month,34.93,2335.34,DSL,Yes,Bank Transfer,0,False
C706382,35,One year,33.95,1048.49,Fiber,Yes,Mailed Check,1,False
C706383,21,One year,64.9,1176.63,DSL,No,Electronic Check,0,True
C706384,11,One year,26.84,302.03,Fiber,Yes,Electronic Check,0,False
C706385,48,Two year,56.22,2361.94,None,No,Mailed Check,1,False
C706386,55,One year,72.5,4073.34,DSL,No,Electronic Check,1,False
C706387,58,Two year,23.84,1483.32,Fiber,No,Electronic Check,0,False
C706388,56,One year,116.82,7053.45,Fiber,No,Electronic Check,0,False
C706389,29,Month-to-month,63.74,1939.81,DSL,Yes,Bank Transfer,0,False
C706390,46,Month-to-month,134.75,5853.07,Fiber,Yes,Credit Card,0,False
C706391,54,Two year,22.88,1075.44,Fiber,Yes,Bank Transfer,0,False
C706392,51,One year,123.33,6208.48,Fiber,Yes,Electronic Check,0,False
C706393,12,Two year,68.92,761.71,DSL,No,Credit Card,0,False
C706394,3,Month-to-month,35.37,103.04,DSL,No,Mailed Check,0,False
C706395,46,One year,90.26,4339.13,Fiber,No,Credit Card,0,False
C706396,53,Month-to-month,88.08,4623.42,Fiber,Yes,Credit Card,1,False
C706397,37,One year,33.59,1389.52,DSL,No,Credit Card,1,False
C706398,56,One year,28.84,1610.46,DSL,No,Bank Transfer,0,False
C706399,71,Two year,136.86,8849.2,None,Yes,Credit Card,0,False
C706400,32,One year,145.44,4335.77,Fiber,No,Credit Card,0,False
C706401,26,Month-to-month,146.7,3386.8,None,No,Mailed Check,0,True
C706402,49,One year,25.77,1116.59,Fiber,Yes,Bank Transfer,0,False
C706403,63,Month-to-month,21.96,1542.33,DSL,No,Mailed Check,0,False
C706404,42,Two year,47.56,1945.22,DSL,No,Bank Transfer,0,False
C706405,22,Month-to-month,61.47,1424.75,Fiber,No,Mailed Check,0,True
C706406,18,Month-to-month,116.61,1937.83,DSL,Yes,Credit Card,1,False
C706407,56,One year,62.13,3550.83,Fiber,No,Mailed Check,0,True
C706408,16,Two year,123.38,1881.59,None,Yes,Electronic Check,0,False
C706409,4,One year,107.61,423.86,Fiber,No,Electronic Check,0,False
C706410,6,Two year,27.32,155.16,DSL,No,Credit Card,0,False
C706411,2,Month-to-month,87.16,162.81,Fiber,No,Mailed Check,0,True
C706412,15,Month-to-month,66.66,1131.03,DSL,Yes,Credit Card,0,False
C706413,41,Two year,65.49,2367.85,DSL,No,Electronic Check,0,False
C706414,63,One year,29.08,1705.9,DSL,No,Electronic Check,0,False
C706415,71,Month-to-month,110.02,8173.95,DSL,Yes,Mailed Check,0,False
C706416,68,Month-to-month,110.64,6704.68,DSL,Yes,Bank Transfer,1,False
C706417,13,One year,32.27,441.28,Fiber,Yes,Electronic Check,0,False
C706418,61,Month-to-month,58.31,4042.78,None,No,Credit Card,0,False
C706419,31,Month-to-month,64.78,2216.26,DSL,No,Credit Card,0,True
C706420,37,One year,62.65,2342.15,DSL,No,Bank Transfer,0,False
C706421,14,One year,114.59,1628.93,Fiber,Yes,Bank Transfer,1,True
C706422,22,Month-to-month,136.6,2872.76,Fiber,No,Bank Transfer,0,False
C706423,3,Month-to-month,138.55,375.71,Fiber,No,Bank Transfer,0,False
C706424,60,Month-to-month,82.63,4484.59,Fiber,Yes,Mailed Check,0,False
C706425,48,One year,114.48,6163.01,Fiber,Yes,Electronic Check,0,False
C706426,6,Two year,116.05,655.29,DSL,No,Electronic Check,0,False
C706427,61,Month-to-month,118.89,6329.64,DSL,Yes,Credit Card,0,True
C706428,4,One year,92.74,377.83,None,No,Bank Transfer,0,False
C706429,57,Month-to-month,52.58,3020.58,DSL,No,Bank Transfer,1,True
C706430,67,Month-to-month,116.14,6867.83,None,No,Credit Card,0,False
C706431,64,Two year,70.66,4820.71,DSL,Yes,Electronic Check,1,False
C706432,54,One year,29.08,1753.16,DSL,No,Mailed Check,0,False
C706433,55,One year,32.54,1926.16,Fiber,No,Electronic Check,1,True
C706434,1,Month-to-month,111.8,98.85,Fiber,Yes,Credit Card,0,True
C706435,60,Month-to-month,22.79,1174.8,None,Yes,Mailed Check,0,True
C706436,27,Month-to-month,61.95,1880.9,None,Yes,Electronic Check,0,False
C706437,37,Month-to-month,61.14,2322.78,Fiber,No,Credit Card,0,False
C706438,35,Month-to-month,50.77,1907.7,DSL,No,Credit Card,1,True
C706439,47,Month-to-month,63.04,3326.3,None,Yes,Mailed Check,0,True
C706440,37,One year,92.82,3326.96,Fiber,No,Bank Transfer,0,False
C706441,31,Month-to-month,136.7,4660.99,Fiber,No,Credit Card,0,True
C706442,31,Month-to-month,63.78,2211.0,Fiber,No,Mailed Check,0,True
C706443,23,Two year,45.13,1144.15,DSL,Yes,Credit Card,0,False
C706444,68,One year,39.54,2894.56,DSL,No,Credit Card,0,False
C706445,45,Month-to-month,115.49,5547.28,Fiber,Yes,Mailed Check,1,True
C706446,1,Two year,106.35,104.11,DSL,Yes,Credit Card,0,False
C706447,33,Month-to-month,124.11,3950.93,DSL,No,Bank Transfer,1,True
C706448,33,One year,74.44,2242.58,Fiber,No,Credit Card,1,False
C706449,36,Month-to-month,75.33,2451.55,Fiber,No,Bank Transfer,0,False
C706450,41,One year,59.46,2081.65,Fiber,Yes,Mailed Check,0,False
C706451,8,One year,74.01,612.03,None,No,Bank Transfer,0,False
C706452,62,Month-to-month,148.49,9016.81,Fiber,Yes,Electronic Check,0,True
C706453,56,Month-to-month,147.46,7213.45,None,No,Credit Card,0,False
C706454,9,Month-to-month,65.52,562.15,Fiber,No,Bank Transfer,0,False
C706455,23,One year,142.59,3757.47,DSL,Yes,Mailed Check,0,False
C706456,32,Month-to-month,149.8,5270.5,Fiber,No,Bank Transfer,0,False
C706457,56,Two year,127.08,6394.6,DSL,No,Credit Card,0,False
C706458,24,Month-to-month,73.0,1635.09,DSL,No,Electronic Check,0,False
C706459,11,Two year,120.8,1384.49,Fiber,No,Bank Transfer,0,False
C706460,4,Month-to-month,111.04,393.66,Fiber,Yes,Credit Card,0,True
C706461,21,Month-to-month,73.35,1408.32,Fiber,Yes,Mailed Check,0,False
C706462,64,Month-to-month,58.1,3587.04,None,No,Mailed Check,0,False
C706463,61,Month-to-month,58.97,3869.14,DSL,Yes,Electronic Check,1,False
C706464,69,Two year,125.42,9358.78,None,No,Mailed Check,0,False
C706465,27,One year,129.13,3862.98,None,No,Electronic Check,0,True
C706466,37,Month-to-month,112.07,4092.09,None,No,Mailed Check,1,False
C706467,2,One year,111.42,213.43,DSL,No,Bank Transfer,0,False
C706468,36,Month-to-month,30.0,1088.0,DSL,Yes,Credit Card,1,False
C706469,39,Month-to-month,108.22,4008.69,Fiber,Yes,Electronic Check,0,True
C706470,38,Two year,118.1,4317.44,DSL,No,Credit Card,0,True
C706471,5,Month-to-month,23.96,127.93,Fiber,Yes,Credit Card,0,False
C706472,70,Month-to-month,147.61,9096.79,Fiber,No,Bank Transfer,0,True
C706473,34,Month-to-month,96.18,3585.65,Fiber,No,Mailed Check,0,True
C706474,49,Two year,89.36,4510.3,Fiber,Yes,Electronic Check,0,False
C706475,17,One year,25.47,379.97,DSL,No,Bank Transfer,1,False
C706476,19,Month-to-month,26.47,483.94,DSL,No,Electronic Check,0,True
C706477,62,Month-to-month,101.67,6589.46,Fiber,No,Credit Card,1,False
C706478,32,One year,109.35,3184.8,DSL,No,Mailed Check,0,False
C706479,53,Month-to-month,135.87,8015.25,Fiber,No,Mailed Check,0,True
C706480,34,One year,53.78,2079.85,DSL,No,Electronic Check,0,False
C706481,7,Two year,63.7,394.95,Fiber,No,Credit Card,1,False
C706482,38,Month-to-month,25.42,1072.81,Fiber,No,Bank Transfer,0,False
C706483,43,Month-to-month,104.62,3898.09,Fiber,No,Bank Transfer,0,False
C706484,53,Two year,137.45,7668.47,Fiber,Yes,Mailed Check,0,True
C706485,1,One year,132.02,143.29,Fiber,Yes,Mailed Check,0,False
C706486,55,Month-to-month,120.49,7426.23,DSL,No,Credit Card,0,False
C706487,38,Month-to-month,22.74,775.86,Fiber,No,Mailed Check,1,True
C706488,53,Month-to-month,92.14,5459.88,None,No,Bank Transfer,0,False
C706489,60,Month-to-month,94.23,6151.37,Fiber,No,Bank Transfer,0,False
C706490,11,One year,76.22,827.08,Fiber,Yes,Electronic Check,0,False
C706491,44,Month-to-month,100.78,4618.97,None,Yes,Credit Card,0,True
C706492,5,One year,49.14,227.56,DSL,Yes,Bank Transfer,0,True
C706493,1,Two year,123.99,113.71,Fiber,No,Bank Transfer,0,False
C706494,70,Month-to-month,75.21,5570.5,DSL,Yes,Bank Transfer,0,True
C706495,8,Month-to-month,128.49,1111.33,DSL,No,Mailed Check,0,False
C706496,39,One year,46.74,1651.41,DSL,No,Credit Card,0,True
C706497,5,Month-to-month,134.28,753.79,Fiber,Yes,Mailed Check,1,False
C706498,0,Month-to-month,60.89,0.0,None,No,Mailed Check,0,True
C706499,0,Month-to-month,117.58,0.0,DSL,No,Mailed Check,0,False
C706500,8,Two year,68.86,511.55,Fiber,No,Electronic Check,0,True
C706501,71,Two year,96.73,7545.77,DSL,No,Credit Card,0,False
C706502,10,Month-to-month,67.99,755.45,DSL,Yes,Electronic Check,1,False
C706503,30,Month-to-month,59.63,1895.05,Fiber,No,Mailed Check,0,False
C706504,50,Month-to-month,61.24,2709.99,DSL,Yes,Bank Transfer,0,False
C706505,4,Two year,126.42,434.73,Fiber,No,Bank Transfer,0,False
C706506,54,One year,139.45,6501.19,DSL,No,Bank Transfer,1,False
C706507,45,One year,67.26,3396.68,DSL,Yes,Credit Card,0,True
C706508,67,Month-to-month,73.58,5033.31,Fiber,No,Mailed Check,0,False
C706509,68,Month-to-month,102.93,7651.98,Fiber,Yes,Credit Card,0,False
C706510,55,Month-to-month,123.89,7389.15,Fiber,Yes,Bank Transfer,0,False
C706511,13,Two year,86.03,1071.66,DSL,Yes,Mailed Check,1,False
C706512,54,One year,44.72,2253.37,None,No,Credit Card,0,False
C706513,65,Month-to-month,35.49,2468.57,None,No,Bank Transfer,0,False
C706514,67,Month-to-month,140.2,10246.74,DSL,No,Electronic Check,0,True
C706515,8,One year,73.69,551.67,DSL,No,Bank Transfer,1,False
C706516,10,Two year,26.13,275.53,None,Yes,Bank Transfer,0,False
C706517,56,Month-to-month,53.56,2837.47,Fiber,No,Mailed Check,1,True
C706518,21,Month-to-month,145.18,2593.25,Fiber,No,Bank Transfer,0,True
C706519,43,Month-to-month,56.41,2727.68,Fiber,Yes,Bank Transfer,0,False
C706520,67,One year,147.55,8866.72,Fiber,Yes,Electronic Check,0,False
C706521,44,One year,34.87,1546.03,Fiber,No,Bank Transfer,0,False
C706522,52,Month-to-month,35.44,1850.91,DSL,No,Electronic Check,1,False
C706523,34,One year,141.5,4818.12,Fiber,No,Mailed Check,0,False
C706524,21,Month-to-month,121.53,2189.54,DSL,No,Electronic Check,0,True
C706525,54,One year,58.1,2809.05,None,Yes,Bank Transfer,0,False
C706526,71,Month-to-month,66.47,5320.72,DSL,No,Credit Card,0,False
C706527,2,Two year,68.41,133.8,Fiber,No,Bank Transfer,0,False
C706528,16,Two year,144.04,2108.88,None,No,Credit Card,0,True
C706529,10,Month-to-month,131.49,1213.82,Fiber,Yes,Credit Card,0,False
C706530,33,One year,64.62,2039.89,None,No,Mailed Check,0,True
C706531,60,Month-to-month,57.21,2945.71,None,Yes,Mailed Check,0,False
C706532,55,Month-to-month,55.56,3177.64,DSL,No,Credit Card,1,False
C706533,42,Month-to-month,97.73,4702.16,DSL,No,Mailed Check,1,True
C706534,62,Month-to-month,32.29,1821.43,DSL,No,Credit Card,0,False
C706535,5,Two year,126.88,635.12,None,No,Mailed Check,1,False
C706536,43,Month-to-month,55.67,2417.1,DSL,No,Electronic Check,0,True
C706537,35,Month-to-month,70.26,2324.28,DSL,Yes,Electronic Check,1,False
C706538,41,Month-to-month,53.42,2218.41,DSL,No,Credit Card,0,False
C706539,56,Month-to-month,124.52,6067.6,DSL,No,Bank Transfer,0,True
C706540,43,Month-to-month,71.15,3425.29,Fiber,Yes,Credit Card,0,False
C706541,21,Two year,128.85,3017.53,DSL,No,Credit Card,0,False
C706542,42,Month-to-month,148.99,5511.55,DSL,Yes,Mailed Check,0,False
C706543,15,Month-to-month,36.01,608.06,Fiber,Yes,Credit Card,0,False
C706544,58,Month-to-month,87.16,4639.65,DSL,Yes,Electronic Check,1,False
C706545,29,Month-to-month,148.77,4074.75,Fiber,No,Bank Transfer,0,False
C706546,16,Two year,22.9,399.02,Fiber,Yes,Credit Card,0,True
C706547,31,One year,109.46,3595.67,DSL,No,Credit Card,1,True
C706548,14,Month-to-month,76.73,1183.21,DSL,No,Mailed Check,0,True
C706549,51,Month-to-month,63.38,3068.01,None,No,Bank Transfer,0,False
C706550,13,Month-to-month,86.28,1127.45,Fiber,No,Electronic Check,0,False
C706551,12,Month-to-month,122.81,1659.27,Fiber,No,Credit Card,1,True
C706552,37,Month-to-month,131.47,5496.86,Fiber,No,Credit Card,0,True
C706553,38,Two year,109.44,4272.61,Fiber,No,Electronic Check,0,False
C706554,70,One year,88.17,5812.95,DSL,Yes,Electronic Check,0,False
C706555,5,Two year,47.68,233.97,DSL,Yes,Credit Card,1,True
C706556,29,One year,24.17,775.4,None,Yes,Credit Card,1,False
C706557,38,Month-to-month,79.55,3266.24,None,Yes,Electronic Check,0,False
C706558,28,One year,91.49,2273.46,DSL,Yes,Mailed Check,0,False
C706559,14,Month-to-month,114.75,1607.7,DSL,Yes,Electronic Check,0,False
C706560,30,One year,131.57,3514.4,None,No,Mailed Check,0,True
C706561,61,Month-to-month,40.28,2819.19,DSL,Yes,Mailed Check,1,False
C706562,26,Month-to-month,37.87,1097.63,Fiber,No,Electronic Check,0,False
C706563,7,Two year,136.05,860.17,DSL,Yes,Credit Card,0,False
C706564,65,Month-to-month,56.55,3927.66,DSL,No,Bank Transfer,0,False
C706565,34,Two year,40.62,1434.16,Fiber,No,Electronic Check,0,False
C706566,59,Month-to-month,78.56,4792.98,DSL,Yes,Mailed Check,0,False
C706567,38,Month-to-month,60.7,2029.96,Fiber,Yes,Mailed Check,0,True
C706568,51,Two year,91.73,4444.34,DSL,Yes,Electronic Check,1,False
C706569,6,One year,65.51,409.76,None,Yes,Credit Card,0,False
C706570,67,Two year,143.7,10906.24,DSL,No,Mailed Check,0,False
C706571,26,One year,80.9,2107.19,Fiber,No,Electronic Check,1,False
C706572,24,Month-to-month,38.94,883.55,Fiber,No,Bank Transfer,0,False
C706573,2,Month-to-month,143.0,269.29,Fiber,No,Credit Card,0,False
C706574,54,Month-to-month,61.72,3188.52,Fiber,No,Mailed Check,0,False
C706575,22,Month-to-month,133.44,3064.36,None,No,Mailed Check,1,False
C706576,0,Month-to-month,27.52,0.0,Fiber,No,Bank Transfer,0,True
C706577,44,Month-to-month,57.23,2867.13,DSL,No,Bank Transfer,0,False
C706578,11,One year,94.06,916.3,Fiber,No,Mailed Check,0,False
C706579,19,One year,71.64,1184.03,None,No,Credit Card,0,True
C706580,13,Month-to-month,102.27,1482.45,DSL,No,Mailed Check,0,False
C706581,60,Two year,64.27,4055.36,Fiber,No,Electronic Check,0,False
C706582,9,Month-to-month,124.65,959.82,Fiber,No,Bank Transfer,0,True
C706583,62,Month-to-month,112.66,6906.17,DSL,No,Mailed Check,0,False
C706584,61,Month-to-month,31.82,2093.7,DSL,Yes,Credit Card,0,False
C706585,38,One year,105.16,4280.34,DSL,No,Mailed Check,1,True
C706586,8,One year,106.12,854.7,None,No,Bank Transfer,0,True
C706587,12,Month-to-month,29.73,350.5,Fiber,No,Credit Card,0,False
C706588,53,One year,117.68,5967.26,Fiber,No,Credit Card,0,True
C706589,40,Month-to-month,28.72,1291.3,DSL,No,Credit Card,0,True
C706590,58,Month-to-month,70.5,3953.45,None,No,Mailed Check,0,False
C706591,0,Month-to-month,148.12,0.0,Fiber,No,Mailed Check,0,False
C706592,22,Two year,24.45,485.04,Fiber,Yes,Electronic Check,0,False
C706593,31,Month-to-month,91.9,3262.46,DSL,Yes,Bank Transfer,0,True
C706594,34,One year,57.33,1665.36,Fiber,No,Credit Card,0,True
C706595,32,Two year,95.32,2616.32,Fiber,Yes,Mailed Check,0,False
C706596,17,Month-to-month,24.87,398.11,Fiber,No,Bank Transfer,0,True
C706597,69,Month-to-month,85.02,6298.79,Fiber,No,Bank Transfer,0,False
C706598,70,Month-to-month,132.57,9731.3,None,No,Mailed Check,0,False
C706599,24,Month-to-month,70.41,1756.78,None,No,Electronic Check,0,True
C706600,71,Month-to-month,143.58,10478.17,Fiber,No,Credit Card,0,False
C706601,52,One year,81.81,4040.33,Fiber,Yes,Bank Transfer,0,False
C706602,23,Month-to-month,59.64,1289.34,Fiber,No,Mailed Check,0,True
C706603,60,Month-to-month,101.81,6898.03,Fiber,Yes,Credit Card,0,True
C706604,23,Two year,61.84,1412.55,DSL,Yes,Mailed Check,0,False
